id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,seq,frequency,spf,power,airtime,coderate,bandwidth,msg_group_number,message_type_id,ap_id,node_id,dev_id,application_id,battery
83862,QjVCQkJCAA==,3.75,-111,33743,t,2023-09-27 13:43:23.081,20034,866900000,9,0,-689879779,4/7,125000,3336,1,333333,qqqq,83832,,
83863,QjVCQkJCAA==,11.75,-87,33382,t,2023-09-27 13:43:27.123,9423,866700000,8,0,-689876514,4/7,125000,2987,1,333333,3d3d,83833,,
83864,QjVCQkJCAA==,4.25,-106,33269,t,2023-09-27 13:43:28.654,39893,866700000,8,0,-689874015,4/7,125000,5201,1,333333,u7u7,83834,,
83865,QjVCQkJCAA==,8.75,-68,33156,t,2023-09-27 13:43:31.684,37806,866900000,7,0,-689870889,4/7,125000,3608,1,333333,VVVV,83835,,
83866,QjVCQkJCAA==,8,-97,33093,t,2023-09-27 13:43:33.217,20222,866500000,10,0,-689869626,4/7,125000,3245,1,333333,zMzM,83836,,
83867,QjVCQkJCAA==,11.75,-66,29,t,2023-09-27 13:43:34.116,20036,866900000,9,0,-689868346,4/7,125000,3337,1,777777,qqqq,83837,,
83868,QjVCQkJCAA==,10.25,-103,32526,t,2023-09-27 13:43:35.745,40757,866100000,8,0,-689866919,4/7,125000,4276,1,333333,mZmZ,83838,,
83869,QjVCQkJCAA==,13.5,-69,29,f,2023-09-27 13:43:37.625,20037,866900000,9,0,-689865081,4/7,125000,3338,1,777777,qqqq,83839,,
83870,QjVCQkJCAA==,6.25,-108,32126,t,2023-09-27 13:43:37.626,20037,866900000,9,0,-689865079,4/7,125000,3338,1,333333,qqqq,83840,,
83871,QjVCQkJCAA==,11.75,-84,32126,t,2023-09-27 13:43:38.151,9425,866700000,8,0,-689864473,4/7,125000,2988,1,333333,3d3d,83841,,
83872,QjVCQkJCAA==,12.75,-71,29,f,2023-09-27 13:43:39.629,39895,866700000,8,0,-689862940,4/7,125000,5202,1,777777,u7u7,83842,,
83873,QjVCQkJCAA==,8,-105,31701,t,2023-09-27 13:43:39.631,39895,866700000,8,0,-689862948,4/7,125000,5202,1,333333,u7u7,83843,,
83874,QjVCQkJCAA==,8.5,-95,31588,t,2023-09-27 13:43:44.66,20224,866500000,8,0,-689857921,4/7,125000,3246,1,333333,zMzM,83844,,
83875,QjVCQkJCAA==,12,-71,29,f,2023-09-27 13:43:46.64,40759,866100000,8,0,-689855869,4/7,125000,4277,1,777777,mZmZ,83845,,
83876,QjVCQkJCAA==,9.5,-106,31475,t,2023-09-27 13:43:46.642,40759,866100000,8,0,-689855868,4/7,125000,4277,1,333333,mZmZ,83846,,
83877,QjVCQkJCAA==,11.75,-67,29,f,2023-09-27 13:43:49.148,20039,866900000,9,0,-689853687,4/7,125000,3339,1,777777,qqqq,83847,,
83878,QjVCQkJCAA==,3.25,-111,31362,t,2023-09-27 13:43:49.15,20039,866900000,9,0,-689853688,4/7,125000,3339,1,333333,qqqq,83848,,
83879,QjVCQkJCAA==,10.5,-81,31362,t,2023-09-27 13:43:49.17,9427,866700000,8,0,-689853445,4/7,125000,2989,1,333333,3d3d,83849,,
83880,QjVCQkJCAA==,11,-69,29,f,2023-09-27 13:43:50.649,39897,866700000,8,0,-689851968,4/7,125000,5203,1,777777,u7u7,83850,,
83881,QjVCQkJCAA==,7,-107,31249,t,2023-09-27 13:43:50.65,39897,866700000,8,0,-689851966,4/7,125000,5203,1,333333,u7u7,83851,,
83882,QjVCQkJCAA==,9.75,-103,31249,t,2023-09-27 13:43:51.2,11387,866900000,10,0,-689851306,4/7,125000,3503,1,333333,iIiI,83852,,
83883,QjVCQkJCAA==,12.75,-66,29,t,2023-09-27 13:43:52.155,20040,866900000,9,0,-689850423,4/7,125000,3340,1,777777,qqqq,83853,,
83884,QjVCQkJCAA==,11.75,-71,29,f,2023-09-27 13:43:53.655,39898,866700000,8,0,-689848798,4/7,125000,5204,1,777777,u7u7,83854,,
83885,QjVCQkJCAA==,6,-109,30682,t,2023-09-27 13:43:53.656,39898,866700000,8,0,-689848800,4/7,125000,5204,1,333333,u7u7,83855,,
83886,QjVCQkJCAA==,12,-65,29,f,2023-09-27 13:43:55.657,20041,866900000,9,0,-689847163,4/7,125000,3341,1,777777,qqqq,83856,,
83887,QjVCQkJCAA==,4.5,-111,30512,t,2023-09-27 13:43:55.658,20041,866900000,9,0,-689847164,4/7,125000,3341,1,333333,qqqq,83857,,
83888,QjVCQkJCAA==,8,-90,30512,t,2023-09-27 13:43:56.182,20226,866500000,10,0,-689846598,4/7,125000,3247,1,333333,zMzM,83858,,
83889,QjVCQkJCAA==,11.75,-69,29,f,2023-09-27 13:43:57.662,40761,866100000,8,0,-689844972,4/7,125000,4278,1,777777,mZmZ,83859,,
83890,QjVCQkJCAA==,8.25,-107,30200,t,2023-09-27 13:43:57.664,40761,866100000,8,0,-689844975,4/7,125000,4278,1,333333,mZmZ,83860,,
83891,QjVCQkJCAA==,8,-91,30200,t,2023-09-27 13:43:59.689,20227,866500000,10,0,-689843098,4/7,125000,3248,1,333333,zMzM,83861,,
83892,QjVCQkJCAA==,11.5,-83,30200,t,2023-09-27 13:44:00.189,9429,866700000,8,0,-689842421,4/7,125000,2990,1,333333,3d3d,83862,,
83893,QjVCQkJCAA==,11.75,-71,29,t,2023-09-27 13:44:00.665,40762,866100000,8,0,-689841805,4/7,125000,4279,1,777777,mZmZ,83863,,
83894,QjVCQkJCAA==,9.75,-105,29520,t,2023-09-27 13:44:03.226,11389,866900000,10,0,-689839587,4/7,125000,3504,1,333333,iIiI,83864,,
83895,QjVCQkJCAA==,12,-71,29,t,2023-09-27 13:44:04.171,40763,866100000,8,0,-689838637,4/7,125000,4280,1,777777,mZmZ,83865,,
83896,QjVCQkJCAA==,12,-72,29,f,2023-09-27 13:44:04.671,39900,866700000,8,0,-689837883,4/7,125000,5205,1,777777,u7u7,83866,,
83897,QjVCQkJCAA==,6.75,-109,29125,t,2023-09-27 13:44:04.673,39900,866700000,8,0,-689837888,4/7,125000,5205,1,333333,u7u7,83867,,
83898,QjVCQkJCAA==,13.5,-65,29,f,2023-09-27 13:44:07.175,20043,866900000,9,0,-689835653,4/7,125000,3342,1,777777,qqqq,83868,,
83899,QjVCQkJCAA==,3.75,-111,29125,t,2023-09-27 13:44:07.176,20043,866900000,9,0,-689835657,4/7,125000,3342,1,333333,qqqq,83869,,
83900,QjVCQkJCAA==,11.25,-69,29,f,2023-09-27 13:44:07.188,40764,866100000,8,0,-689835476,4/7,125000,4281,1,777777,mZmZ,83870,,
83901,QjVCQkJCAA==,8.25,-106,29125,t,2023-09-27 13:44:07.189,40764,866100000,8,0,-689835475,4/7,125000,4281,1,333333,mZmZ,83871,,
83902,QjVCQkJCAA==,7,-107,29125,t,2023-09-27 13:44:07.711,39901,866700000,8,0,-689834718,4/7,125000,5206,1,333333,u7u7,83872,,
83903,QjVCQkJCAA==,12,-72,29,f,2023-09-27 13:44:07.712,39901,866700000,8,0,-689834713,4/7,125000,5206,1,777777,u7u7,83873,,
83904,QjVCQkJCAA==,13,-69,29,f,2023-09-27 13:44:10.18,20044,866900000,9,0,-689832390,4/7,125000,3343,1,777777,qqqq,83874,,
83905,QjVCQkJCAA==,3,-113,28785,t,2023-09-27 13:44:10.182,20044,866900000,9,0,-689832392,4/7,125000,3343,1,333333,qqqq,83875,,
83906,QjVCQkJCAA==,10.5,-83,28473,t,2023-09-27 13:44:14.715,9432,866700000,8,0,-689828150,4/7,125000,2991,1,333333,3d3d,83876,,
83907,QjVCQkJCAA==,10.75,-97,28473,t,2023-09-27 13:44:14.749,11391,866900000,10,0,-689827736,4/7,125000,3505,1,333333,iIiI,83877,,
83908,QjVCQkJCAA==,8,-93,28473,t,2023-09-27 13:44:15.214,20230,866500000,10,0,-689827595,4/7,125000,3249,1,333333,zMzM,83878,,
83909,QjVCQkJCAA==,11.25,-69,29,f,2023-09-27 13:44:18.191,40766,866100000,8,0,-689824365,4/7,125000,4282,1,777777,mZmZ,83879,,
83910,QjVCQkJCAA==,8.5,-105,27736,t,2023-09-27 13:44:18.192,40766,866100000,8,0,-689824368,4/7,125000,4282,1,333333,mZmZ,83880,,
83911,QjVCQkJCAA==,10.25,-97,27736,t,2023-09-27 13:44:18.305,11392,866900000,10,0,-689824226,4/7,125000,3506,1,333333,iIiI,83881,,
83912,QjVCQkJCAA==,11.25,-69,29,f,2023-09-27 13:44:18.693,39903,866700000,8,0,-689823827,4/7,125000,5207,1,777777,u7u7,83882,,
83913,QjVCQkJCAA==,7,-108,27736,t,2023-09-27 13:44:18.7,39903,866700000,8,0,-689823832,4/7,125000,5207,1,333333,u7u7,83883,,
83914,QjVCQkJCAA==,3.5,-114,27056,t,2023-09-27 13:44:21.332,20046,866900000,9,0,-689821134,4/7,125000,3344,1,333333,qqqq,83884,,
83915,QjVCQkJCAA==,13.75,-69,29,f,2023-09-27 13:44:21.334,20046,866900000,9,0,-689821131,4/7,125000,3344,1,777777,qqqq,83885,,
83916,QjVCQkJCAA==,7.25,-107,27056,t,2023-09-27 13:44:21.838,39904,866700000,8,0,-689820655,4/7,125000,5208,1,333333,u7u7,83886,,
83917,QjVCQkJCAA==,12,-71,29,f,2023-09-27 13:44:21.839,39904,866700000,8,0,-689820657,4/7,125000,5208,1,777777,u7u7,83887,,
83918,QjVCQkJCAA==,11.75,-64,29,f,2023-09-27 13:44:24.702,20047,866900000,9,0,-689817872,4/7,125000,3345,1,777777,qqqq,83888,,
83919,QjVCQkJCAA==,3.5,-111,26886,t,2023-09-27 13:44:24.703,20047,866900000,9,0,-689817875,4/7,125000,3345,1,333333,qqqq,83889,,
83920,QjVCQkJCAA==,7.25,-93,26574,t,2023-09-27 13:44:27.245,20232,866500000,10,0,-689815563,4/7,125000,3250,1,333333,zMzM,83890,,
83921,QjVCQkJCAA==,12,-71,29,f,2023-09-27 13:44:29.208,40768,866100000,8,0,-689813418,4/7,125000,4283,1,777777,mZmZ,83891,,
83922,QjVCQkJCAA==,9.25,-105,26574,t,2023-09-27 13:44:29.209,40768,866100000,8,0,-689813418,4/7,125000,4283,1,333333,mZmZ,83892,,
83923,QjVCQkJCAA==,10.25,-81,26574,t,2023-09-27 13:44:29.246,9435,866700000,8,0,-689813644,4/7,125000,2992,1,333333,3d3d,83893,,
83924,QjVCQkJCAA==,11.5,-71,29,f,2023-09-27 13:44:32.217,40769,866100000,8,0,-689810251,4/7,125000,4284,1,777777,mZmZ,83894,,
83925,QjVCQkJCAA==,8.25,-105,26404,t,2023-09-27 13:44:32.23,40769,866100000,8,0,-689810257,4/7,125000,4284,1,333333,mZmZ,83895,,
83926,QjVCQkJCAA==,6.75,-109,26404,t,2023-09-27 13:44:32.773,39906,866700000,8,0,-689809701,4/7,125000,5209,1,333333,u7u7,83896,,
83927,QjVCQkJCAA==,11.25,-72,29,f,2023-09-27 13:44:32.774,39906,866700000,8,0,-689809695,4/7,125000,5209,1,777777,u7u7,83897,,
83928,QjVCQkJCAA==,10.5,-99,26234,t,2023-09-27 13:44:33.776,11395,866900000,10,0,-689808973,4/7,125000,3507,1,333333,iIiI,83898,,
83929,QjVCQkJCAA==,7.5,-91,26234,t,2023-09-27 13:44:34.276,20234,866500000,10,0,-689808558,4/7,125000,3251,1,333333,zMzM,83899,,
83930,QjVCQkJCAA==,13.25,-69,29,f,2023-09-27 13:44:36.219,20049,866900000,9,0,-689806597,4/7,125000,3346,1,777777,qqqq,83900,,
83931,QjVCQkJCAA==,3.75,-114,25100,t,2023-09-27 13:44:36.22,20049,866900000,9,0,-689806594,4/7,125000,3346,1,333333,qqqq,83901,,
83932,QjVCQkJCAA==,12,-71,29,f,2023-09-27 13:44:36.232,39907,866700000,8,0,-689806534,4/7,125000,5210,1,777777,u7u7,83902,,
83933,QjVCQkJCAA==,5.75,-106,25100,t,2023-09-27 13:44:36.233,39907,866700000,8,0,-689806533,4/7,125000,5210,1,333333,u7u7,83903,,
83934,QjVCQkJCAA==,13.5,-66,29,t,2023-09-27 13:44:39.224,20050,866900000,9,0,-689803338,4/7,125000,3347,1,777777,qqqq,83904,,
83935,QjVCQkJCAA==,13.25,-85,24643,t,2023-09-27 13:44:40.23,9437,866700000,8,0,-689802277,4/7,125000,2993,1,333333,3d3d,83905,,
83936,QjVCQkJCAA==,13.5,-65,29,f,2023-09-27 13:44:42.73,20051,866900000,9,0,-689800068,4/7,125000,3348,1,777777,qqqq,83906,,
83937,QjVCQkJCAA==,3,-113,24530,t,2023-09-27 13:44:42.731,20051,866900000,9,0,-689800070,4/7,125000,3348,1,333333,qqqq,83907,,
83938,QjVCQkJCAA==,10.75,-69,29,f,2023-09-27 13:44:43.231,40771,866100000,8,0,-689799307,4/7,125000,4285,1,777777,mZmZ,83908,,
83939,QjVCQkJCAA==,8.75,-108,24530,t,2023-09-27 13:44:43.232,40771,866100000,8,0,-689799302,4/7,125000,4285,1,333333,mZmZ,83909,,
83940,QjVCQkJCAA==,10.25,-99,24218,t,2023-09-27 13:44:45.762,11397,866900000,10,0,-689797000,4/7,125000,3508,1,333333,iIiI,83910,,
83941,QjVCQkJCAA==,8,-91,24218,t,2023-09-27 13:44:46.261,20236,866500000,10,0,-689796433,4/7,125000,3252,1,333333,zMzM,83911,,
83942,QjVCQkJCAA==,11.5,-71,29,f,2023-09-27 13:44:46.736,40772,866100000,8,0,-689796139,4/7,125000,4286,1,777777,mZmZ,83912,,
83943,QjVCQkJCAA==,8.25,-107,24218,t,2023-09-27 13:44:46.737,40772,866100000,8,0,-689796138,4/7,125000,4286,1,333333,mZmZ,83913,,
83944,QjVCQkJCAA==,11.25,-69,29,f,2023-09-27 13:44:47.237,39909,866700000,8,0,-689795306,4/7,125000,5211,1,777777,u7u7,83914,,
83945,QjVCQkJCAA==,6.25,-108,24218,t,2023-09-27 13:44:47.238,39909,866700000,8,0,-689795304,4/7,125000,5211,1,333333,u7u7,83915,,
83946,QjVCQkJCAA==,10.75,-102,24048,t,2023-09-27 13:44:49.27,11398,866900000,10,0,-689793503,4/7,125000,3509,1,333333,iIiI,83916,,
83947,QjVCQkJCAA==,8.75,-93,24048,t,2023-09-27 13:44:49.315,22791,866900000,7,0,-689793240,4/7,125000,2076,1,333333,7u7u,83917,,
83948,QjVCQkJCAA==,7.75,-91,24048,t,2023-09-27 13:44:49.771,20237,866500000,10,0,-689792937,4/7,125000,3253,1,333333,zMzM,83918,,
83949,QjVCQkJCAA==,11.5,-71,29,t,2023-09-27 13:44:50.787,39910,866700000,8,0,-689792144,4/7,125000,5212,1,777777,u7u7,83919,,
83950,QjVCQkJCAA==,9.5,-87,29,f,2023-09-27 13:44:52.749,37808,866900000,7,0,-689789787,4/7,125000,3609,1,777777,VVVV,83920,,
83951,QjVCQkJCAA==,9.5,-74,22851,t,2023-09-27 13:44:52.75,37808,866900000,7,0,-689789785,4/7,125000,3609,1,333333,VVVV,83921,,
83952,QjVCQkJCAA==,12,-72,29,t,2023-09-27 13:44:53.752,39911,866700000,8,0,-689788975,4/7,125000,5213,1,777777,u7u7,83922,,
83953,QjVCQkJCAA==,13.25,-69,29,f,2023-09-27 13:44:54.252,20053,866900000,9,0,-689788583,4/7,125000,3349,1,777777,qqqq,83923,,
83954,QjVCQkJCAA==,3.5,-114,22788,t,2023-09-27 13:44:54.254,20053,866900000,9,0,-689788589,4/7,125000,3349,1,333333,qqqq,83924,,
83955,QjVCQkJCAA==,10,-82,22788,t,2023-09-27 13:44:54.276,9440,866700000,8,0,-689788195,4/7,125000,2994,1,333333,3d3d,83925,,
83956,QjVCQkJCAA==,11.5,-70,29,f,2023-09-27 13:44:56.757,39912,866700000,8,0,-689785807,4/7,125000,5214,1,777777,u7u7,83926,,
83957,QjVCQkJCAA==,5.5,-107,22618,t,2023-09-27 13:44:56.758,39912,866700000,8,0,-689785802,4/7,125000,5214,1,333333,u7u7,83927,,
83958,QjVCQkJCAA==,11.75,-64,29,f,2023-09-27 13:44:57.259,20054,866900000,9,0,-689785323,4/7,125000,3350,1,777777,qqqq,83928,,
83959,QjVCQkJCAA==,3.25,-113,22618,t,2023-09-27 13:44:57.26,20054,866900000,9,0,-689785317,4/7,125000,3350,1,333333,qqqq,83929,,
83960,QjVCQkJCAA==,12.25,-71,29,f,2023-09-27 13:44:57.759,40774,866100000,8,0,-689784808,4/7,125000,4287,1,777777,mZmZ,83930,,
83961,QjVCQkJCAA==,8.5,-105,22448,t,2023-09-27 13:44:57.761,40774,866100000,8,0,-689784811,4/7,125000,4287,1,333333,mZmZ,83931,,
83962,QjVCQkJCAA==,8.75,-107,22136,t,2023-09-27 13:45:00.792,40775,866100000,8,0,-689781643,4/7,125000,4288,1,333333,mZmZ,83932,,
83963,QjVCQkJCAA==,12,-71,29,f,2023-09-27 13:45:00.794,40775,866100000,8,0,-689781644,4/7,125000,4288,1,777777,mZmZ,83933,,
83964,QjVCQkJCAA==,10.5,-101,22136,t,2023-09-27 13:45:01.293,11400,866900000,10,0,-689781520,4/7,125000,3510,1,333333,iIiI,83934,,
83965,QjVCQkJCAA==,10,-102,21966,t,2023-09-27 13:45:04.83,11401,866900000,10,0,-689778015,4/7,125000,3511,1,333333,iIiI,83935,,
83966,QjVCQkJCAA==,8,-95,21966,t,2023-09-27 13:45:05.34,20240,866500000,10,0,-689777389,4/7,125000,3254,1,333333,zMzM,83936,,
83967,QjVCQkJCAA==,11.5,-85,21966,t,2023-09-27 13:45:05.397,9442,866700000,8,0,-689777267,4/7,125000,2995,1,333333,3d3d,83937,,
