id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,msg_group_number,ap_id,node_id
1713,NzgsOTA=,7.1,-36.3,3600,t,2020-04-05 18:11:57.923,300,222222,yv4j
1714,NzgsOTA=,9.3,-58.7,3600,t,2020-04-05 18:11:58.502,127,222222,J4r0
1715,NzgsOTA=,9.53,-84.2,3600,t,2020-04-05 18:11:59.898,127,222222,D4n0
1716,NzgsOTA=,11.12,-57.2,3600,t,2020-04-05 18:12:00.194,289,222222,Jaro
1717,NzgsOTA=,9.1,-40,3600,t,2020-04-05 18:12:00.369,289,222222,ALEX
1718,NzgsOTA=,8.62,-56.1,3600,t,2020-04-05 18:12:00.464,290,222222,QUFB
1719,NzgsOTA=,10.34,-36.8,3600,t,2020-04-05 18:12:00.495,290,222222,ALBY
1720,NzgsOTA=,10.26,-57.8,3600,t,2020-04-05 18:12:02.781,301,222222,yv4j
1721,NzgsOTA=,7.69,-113.8,3600,t,2020-04-05 18:12:12.728,291,222222,ALBY
1722,NzgsOTA=,8.03,-58.5,3600,t,2020-04-05 18:12:22.752,291,222222,QUFB
1723,NzgsOTA=,8.82,-96.8,3600,t,2020-04-05 18:12:32.818,290,222222,ALEX
1724,NzgsOTA=,8.21,-111,3600,t,2020-04-05 18:12:42.742,290,222222,Jaro
1725,NzgsOTA=,10.31,-35.3,3600,t,2020-04-05 18:12:52.746,128,222222,D4n0
1726,NzgsOTA=,9.76,-112.1,3600,t,2020-04-05 18:13:02.788,128,222222,J4r0
1727,NzgsOTA=,7.82,-49.3,3600,t,2020-04-05 18:13:17.837,302,222222,yv4j
1728,NzgsOTA=,7.22,-38.8,3600,t,2020-04-05 18:13:27.879,292,222222,ALBY
1729,NzgsOTA=,8.28,-45.8,3600,t,2020-04-05 18:13:37.815,292,222222,QUFB
1730,NzgsOTA=,6.61,-114.7,3600,t,2020-04-05 18:13:39.982,303,444444,yv4j
1731,NzgsOTA=,8.38,-41.9,3600,t,2020-04-05 18:13:39.997,291,444444,Jaro
1732,NzgsOTA=,9.18,-102.1,3600,t,2020-04-05 18:13:40.011,291,444444,ALEX
1733,NzgsOTA=,8.96,-39.1,3600,t,2020-04-05 18:13:40.022,293,444444,QUFB
1734,NzgsOTA=,10.34,-91.7,3600,t,2020-04-05 18:13:40.033,293,444444,ALBY
1735,NzgsOTA=,9.71,-90.8,3600,t,2020-04-05 18:13:40.045,129,444444,D4n0
1736,NzgsOTA=,10.95,-102.3,3600,t,2020-04-05 18:13:40.178,129,444444,J4r0
1737,NzgsOTA=,10.47,-99,3600,t,2020-04-05 18:13:43.367,304,111111,yv4j
