xfR4,1.37,14496.48,0
izKt,3.55,14493.86,0
Ll45,955.76,14535.43,2
2gCA,1.28,14514.86,0
6yjw,2.96,14543.07,0
j7D6,2.95,14504.36,0
Nn71,4.72,14548.33,0
IrTo,1.74,14564.1,0
xXkI,3331.39,14572.05,9
v3Hf,2857.19,14478.11,6
yvMO,5.37,14527.79,0
JQxH,1431.61,14478.11,4
eltj,2.02,14485.99,0
UXTa,2.52,14480.74,0
Connection closed
Python script finished
xb15,4.69,14483.36,0
bwMQ,1.7,14478.11,0
TjHu,2.38,14501.73,0
93OA,480.55,14569.37,1
9Pbe,477.09,14499.11,1
BtJt,1.06,14491.24,0
nuk2,4.94,14540.45,0
rPRY,1.27,14506.99,0
cI7z,4.91,14512.24,0
hzgM,2.63,14488.61,0
xsec,2.41,14499.11,0
7DOp,479.17,14499.1,1
xqNe,4.51,14509.61,0
BZrS,1.41,14532.81,0
NcsU,1431.21,14499.11,3
bcyn,2858.2,14553.6,6
BH76,1.57,14545.7,0
dlN8,2.65,14517.49,0
FVZ0,4.61,14553.6,0
z1Og,1.65,14550.95,0
HDPI,477.04,14535.43,1
xwMg,1.91,14558.85,0
4m3u,1431.94,14553.6,3
t5nO,1.45,14535.43,0
D6aC,1905.37,14572.05,4
SpVi,478.76,14572.05,1
ElEl,3.44,14556.22,0
IKul,1.19,14535.43,0
HddN,3.3,14561.48,0
VfWU,2.58,14522.51,0
zeMO,4.06,14572.05,0
Jlce,3806.19,14553.6,9
qjvc,1904.47,14553.6,6
DEMM,4.66,14566.73,0
Dp1Q,1.33,14572.05,0
rXUz,0.99,14525.16,0
