id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id
34197,"",[],35920,t,f,t,2020-04-16 00:10:58.135,866900000,7,15,46,4/5,125000,111114,wC2r
33532,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:24.396,866900000,7,15,40,4/5,125000,111113,uw89
33533,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:26.67,866900000,7,15,40,4/5,125000,111112,WKmC
33534,"",[],35926,t,f,t,2020-04-15 23:56:26.732,866900000,7,15,40,4/5,125000,111120,QmGC
33535,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:26.844,866900000,7,15,40,4/5,125000,111113,GT96
33536,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:27.095,866900000,7,14,46,4/5,125000,111116,CrG6
33537,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:28.614,866900000,7,14,40,4/5,125000,111118,EPRt
33538,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:28.816,866900000,7,15,40,4/5,125000,111114,t1ir
33539,"",[],35926,t,f,t,2020-04-15 23:56:28.928,866900000,7,14,40,4/5,125000,111113,m74Y
33540,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:29.276,866900000,7,15,46,4/5,125000,111112,lFTS
33541,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:30.173,866900000,7,15,46,4/5,125000,111114,8Zpd
33542,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:30.359,866900000,7,14,46,4/5,125000,111116,eV13
33543,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:31.458,866900000,7,15,40,4/5,125000,111117,I5hC
33544,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:31.606,866900000,7,15,40,4/5,125000,111117,o7bK
33545,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:31.649,866900000,7,15,40,4/5,125000,111120,brYj
33546,"",[],35926,t,f,t,2020-04-15 23:56:35.111,866900000,7,15,40,4/5,125000,111114,rJ8n
33547,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:36.728,866900000,7,15,40,4/5,125000,111113,iH1q
33548,"",[],35920,t,f,t,2020-04-15 23:56:37.453,866900000,7,15,46,4/5,125000,111113,eAkR
33549,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:37.526,866900000,7,15,46,4/5,125000,111119,Qba1
33550,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:37.589,866900000,7,14,40,4/5,125000,111111,0V1E
33551,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:39.108,866900000,7,15,40,4/5,125000,111111,Vl8r
33552,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:39.746,866900000,7,14,40,4/5,125000,111112,0GfR
33553,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:39.968,866900000,7,15,40,4/5,125000,111114,0U3l
33554,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:40.848,866900000,7,15,40,4/5,125000,111114,lZQt
33555,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:42.331,866900000,7,15,46,4/5,125000,111119,dgNM
33556,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:44.644,866900000,7,15,46,4/5,125000,111116,789d
33557,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:45.362,866900000,7,15,40,4/5,125000,111118,Csb6
33558,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:45.811,866900000,7,15,40,4/5,125000,111113,Ci2f
33559,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:45.976,866900000,7,15,46,4/5,125000,111113,2AOO
33560,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:48.038,866900000,7,15,40,4/5,125000,111112,xHRp
33561,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:48.624,866900000,7,15,46,4/5,125000,111114,LSNJ
33562,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:48.787,866900000,7,15,40,4/5,125000,111111,D60i
33563,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:50.017,866900000,7,15,40,4/5,125000,111112,UOFX
33564,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-15 23:56:53.329,866900000,7,15,46,4/5,125000,111118,fQCG
33565,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-15 23:56:55.964,866900000,7,15,40,4/5,125000,111118,rFdv
33566,"",[],35926,t,f,t,2020-04-15 23:56:57.04,866900000,7,15,40,4/5,125000,111114,D0WD
