id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,seq,frequency,spf,power,airtime,coderate,bandwidth,msg_group_number,message_type_id,ap_id,node_id
3210,MTQ5LDEwMA==,10.63,-75.5,28907,t,2020-05-03 22:32:09.008,7,866900000,12,15,1032,4/5,125000,2,2,111112,tFEH
3211,MTM1LDEwMA==,7.65,-63.2,33515,t,2020-05-03 22:32:11.653,21,866100000,8,5,82,4/5,125000,20,1,111113,RRLB
3212,ODQsMTAw,11.7,-56,33690,t,2020-05-03 22:32:13.637,21,866100000,8,5,71,4/5,125000,20,1,111114,zJ0U
3213,ODAsMTAw,11.7,-105,33548,t,2020-05-03 22:32:16.655,21,866100000,8,5,71,4/5,125000,20,1,111113,tAoV
3214,MTExLDEwMA==,10.67,-76.5,35295,t,2020-05-03 22:32:18.647,21,866100000,8,5,82,4/5,125000,20,1,111114,g3qf
3215,NTMsMTAw,11.74,-108.8,34973,t,2020-05-03 22:32:19.086,4,866900000,12,15,901,4/5,125000,9,2,111112,U5PC
3216,MTEwLDEwMA==,8.3,-42.2,34755,t,2020-05-03 22:32:21.662,21,866100000,7,5,46,4/5,125000,20,1,111113,dzoZ
3217,ODcsMTAw,10.14,-45,34345,t,2020-05-03 22:32:23.641,21,866100000,8,5,71,4/5,125000,20,1,111114,zuy4
3218,NTIsMTAw,7.71,-67.2,32604,t,2020-05-03 22:32:24.153,11,866900000,12,15,901,4/5,125000,23,2,111112,h6Kv
3219,MTM1LDEwMA==,6.59,-84.1,35604,t,2020-05-03 22:32:26.679,21,866100000,7,5,46,4/5,125000,20,1,111113,2w4v
3220,NzAsMTAw,8.26,-102.7,33537,t,2020-05-03 22:32:28.64,21,866100000,8,5,71,4/5,125000,20,1,111114,6srZ
3221,MTQ4LDEwMA==,8.73,-52.3,32692,t,2020-05-03 22:32:29.233,12,866900000,12,15,1032,4/5,125000,27,2,111112,TOxm
3222,NjIsMTAw,6.78,-71.4,35622,t,2020-05-03 22:32:31.669,21,866100000,7,5,40,4/5,125000,20,1,111113,h1QN
3223,MTM5LDEwMA==,8.65,-49.4,34624,t,2020-05-03 22:32:33.646,21,866100000,7,6,46,4/5,125000,20,1,111114,ykMQ
3224,NjgsMTAw,6.93,-84.7,35604,t,2020-05-03 22:32:36.672,21,866100000,7,14,40,4/5,125000,20,1,111113,hMgq
3225,OTUsMTAw,10.2,-67.8,35604,t,2020-05-03 22:32:38.654,21,866100000,7,6,40,4/5,125000,20,1,111114,Vs4q
3226,MTQ5LDEwMA==,11.58,-100.7,33601,t,2020-05-03 22:32:39.311,4,866900000,12,15,1032,4/5,125000,12,2,111112,urCI
3227,MTQ5LDEwMA==,11.48,-97.4,34636,t,2020-05-03 22:32:41.174,21,866900000,12,15,1032,4/5,125000,20,2,111113,x52i
3228,OTEsMTAw,7.4,-76.8,35628,t,2020-05-03 22:32:43.658,21,866100000,7,6,40,4/5,125000,20,1,111114,92Np
3229,NTMsMTAw,10.88,-94.9,31233,t,2020-05-03 22:32:44.38,5,866900000,12,15,901,4/5,125000,5,2,111112,hY0x
3230,MTE1LDEwMA==,9.84,-92.1,34630,t,2020-05-03 22:32:46.747,21,866100000,7,14,46,4/5,125000,20,1,111113,3QoZ
3231,MTM4LDEwMA==,11.58,-74.7,35328,t,2020-05-03 22:32:48.665,21,866100000,8,5,82,4/5,125000,20,1,111114,GAyK
3232,MTQ5LDEwMA==,7.96,-82.5,33626,t,2020-05-03 22:32:51.245,21,866900000,12,15,1032,4/5,125000,20,2,111113,lNfY
3233,NTAsMTAw,10.48,-61.4,34509,t,2020-05-03 22:32:53.165,21,866900000,12,15,901,4/5,125000,20,2,111114,ow2Z
3234,OTMsMTAw,10.07,-44.3,33638,t,2020-05-03 22:32:56.864,21,866100000,7,6,40,4/5,125000,20,1,111113,X52I
3235,MTQyLDEwMA==,10.17,-44.9,34345,t,2020-05-03 22:32:58.731,21,866100000,8,5,82,4/5,125000,20,1,111114,yfOw
3236,MTAxLDEwMA==,8.98,-38.1,35616,t,2020-05-03 22:33:01.891,21,866100000,7,6,46,4/5,125000,20,1,111113,tMrs
3237,MTMxLDEwMA==,9.23,-42.6,34476,t,2020-05-03 22:33:03.736,21,866100000,8,5,82,4/5,125000,20,1,111114,vZmR
3238,NTEsMTAw,8.03,-111.4,35099,t,2020-05-03 22:33:04.463,1,866900000,12,15,901,4/5,125000,7,2,111112,hx1x
3239,MTQ5LDEwMA==,8.2,-51.1,32423,t,2020-05-03 22:33:08.268,21,866900000,12,15,1032,4/5,125000,20,2,111114,muIF
3240,MTQ3LDEwMA==,9.19,-47.6,33914,t,2020-05-03 22:33:09.529,4,866900000,12,15,1032,4/5,125000,13,2,111112,Bgfb
3241,OTUsMTAw,10.47,-37.3,35628,t,2020-05-03 22:33:11.141,21,866100000,7,7,40,4/5,125000,20,1,111113,IPGt
3242,NjcsMTAw,10.39,-78.6,35317,t,2020-05-03 22:33:13.835,21,866100000,8,5,71,4/5,125000,20,1,111114,j0Gh
3243,MTI2LDEwMA==,10.7,-51.9,33894,t,2020-05-03 22:33:16.178,21,866100000,7,7,46,4/5,125000,20,1,111113,abd8
3244,MTExLDEwMA==,7.68,-53,35339,t,2020-05-03 22:33:18.843,21,866100000,8,5,82,4/5,125000,20,1,111114,y7K4
3245,MTEwLDEwMA==,6.99,-66.9,35616,t,2020-05-03 22:33:21.15,21,866100000,7,7,46,4/5,125000,20,1,111113,w0sE
3246,OTUsMTAw,9.73,-56.2,35306,t,2020-05-03 22:33:23.866,21,866100000,8,5,71,4/5,125000,20,1,111114,tztI
3247,NTIsMTAw,8.81,-114.8,34402,t,2020-05-03 22:33:24.617,6,866900000,12,15,901,4/5,125000,26,2,111112,9mFn
3248,NjYsMTAw,7.09,-102.8,35328,t,2020-05-03 22:33:26.158,21,866100000,8,5,71,4/5,125000,20,1,111113,4jgr
3249,MTI2LDEwMA==,11.5,-54.8,33888,t,2020-05-03 22:33:28.851,21,866100000,7,6,46,4/5,125000,20,1,111114,8utX
3250,MTQ5LDEwMA==,7.3,-107.7,33763,t,2020-05-03 22:33:30.655,21,866900000,12,15,1032,4/5,125000,20,2,111113,Q22J
3251,NTcsMTAw,10.79,-77.8,35622,t,2020-05-03 22:33:33.859,21,866100000,7,6,40,4/5,125000,20,1,111114,Krsx
3252,ODYsMTAw,10.74,-72.2,35622,t,2020-05-03 22:33:36.222,21,866100000,7,6,40,4/5,125000,20,1,111113,4hbZ
3253,MTQ5LDEwMA==,7.56,-100.4,34618,t,2020-05-03 22:33:38.36,21,866900000,12,15,1032,4/5,125000,20,2,111114,24AZ
3254,MTQ4LDEwMA==,9,-60.6,34274,t,2020-05-03 22:33:39.692,10,866900000,12,15,1032,4/5,125000,1,2,111112,Ze6t
3255,MTQ3LDEwMA==,9.87,-48.8,33804,t,2020-05-03 22:33:40.696,4,866900000,12,15,1032,4/5,125000,32,2,111111,pjdQ
3256,MTA3LDEwMA==,7.41,-68.2,34755,t,2020-05-03 22:33:41.23,21,866100000,7,6,46,4/5,125000,20,1,111113,heuj
3257,NjQsMTAw,6.51,-73.5,34749,t,2020-05-03 22:33:43.953,21,866100000,7,6,40,4/5,125000,20,1,111114,EaIr
3258,NTEsMTAw,11.48,-88.2,29247,t,2020-05-03 22:33:44.762,11,866900000,12,15,901,4/5,125000,5,2,111112,obro
3259,MTQ2LDEwMA==,6.67,-80.9,33632,t,2020-05-03 22:33:45.806,8,866900000,12,15,1032,4/5,125000,21,2,111111,3HGr
3260,NjEsMTAw,11.01,-60.9,35610,t,2020-05-03 22:33:46.225,21,866100000,7,6,40,4/5,125000,20,1,111113,3bxT
3261,OTIsMTAw,11.11,-103.4,34400,t,2020-05-03 22:33:48.966,21,866100000,8,5,71,4/5,125000,20,1,111114,SqDh
3262,MTQ5LDEwMA==,9.1,-104.9,33936,t,2020-05-03 22:33:49.903,14,866900000,12,15,1032,4/5,125000,2,2,111112,Ry2Z
3263,MTQ2LDEwMA==,8.89,-51.9,33849,t,2020-05-03 22:33:50.996,6,866900000,12,15,1032,4/5,125000,22,2,111111,LteR
3264,MTA1LDEwMA==,10.84,-102.7,35284,t,2020-05-03 22:33:51.243,21,866100000,8,5,82,4/5,125000,20,1,111113,Oqpb
3265,OTcsMTAw,9.61,-81,34487,t,2020-05-03 22:33:54.505,21,866100000,8,5,71,4/5,125000,20,1,111114,4dfe
3266,NTEsMTAw,10.69,-74.3,26466,t,2020-05-03 22:33:55.496,10,866900000,12,15,901,4/5,125000,3,2,111112,OF3i
3267,NTQsMTAw,7.6,-80.1,31495,t,2020-05-03 22:33:56.51,4,866900000,12,15,901,4/5,125000,24,2,111111,JJ5v
3268,MTMwLDEwMA==,10.67,-65.4,34465,t,2020-05-03 22:33:57.233,21,866100000,8,5,82,4/5,125000,20,1,111113,infk
3269,MTI1LDEwMA==,9.39,-73.4,33515,t,2020-05-03 22:33:59.401,21,866100000,8,5,82,4/5,125000,20,1,111114,8rID
3270,ODQsMTAw,6.61,-50.8,34520,t,2020-05-03 22:34:02.026,21,866100000,8,5,71,4/5,125000,20,1,111113,Tfxu
3271,NTYsMTAw,6.94,-39.5,34498,t,2020-05-03 22:34:04.44,21,866100000,8,5,71,4/5,125000,20,1,111114,e2CC
3272,NzcsMTAw,9.69,-109.9,35328,t,2020-05-03 22:34:06.257,21,866100000,8,5,71,4/5,125000,20,1,111113,bT1g
3273,ODksMTAw,7.8,-70.2,32838,t,2020-05-03 22:34:11.272,21,866100000,8,5,71,4/5,125000,20,1,111113,jRrl
3274,NTEsMTAw,10.01,-65.3,33499,t,2020-05-03 22:34:11.796,2,866900000,12,15,901,4/5,125000,30,2,111111,OBzA
3275,MTE3LDEwMA==,8.41,-37.2,35339,t,2020-05-03 22:34:15.426,21,866100000,8,5,82,4/5,125000,20,1,111114,LzxA
3276,MTUwLDEwMA==,8.69,-46.3,33296,t,2020-05-03 22:34:15.872,7,866900000,12,15,1032,4/5,125000,13,2,111112,91UD
3277,MTMyLDEwMA==,7.79,-52,35306,t,2020-05-03 22:34:20.43,21,866100000,8,5,82,4/5,125000,20,1,111114,9qmh
3278,NzcsMTAw,10.63,-65.5,35317,t,2020-05-03 22:34:25.434,21,866100000,8,5,71,4/5,125000,20,1,111114,9OTe
3279,NTIsMTAw,9.9,-84.4,29946,t,2020-05-03 22:34:31.882,9,866900000,12,15,901,4/5,125000,19,2,111111,3mFZ
3280,NTEsMTAw,8.27,-102.1,34198,t,2020-05-03 22:34:36.949,1,866900000,12,15,901,4/5,125000,28,2,111111,TOxm
3281,MTQ5LDEwMA==,7.86,-110,32174,t,2020-05-03 22:34:40.97,12,866900000,12,15,1032,4/5,125000,5,2,111112,z56q
3282,NTUsMTAw,10.67,-75.1,33668,t,2020-05-03 22:34:46.039,7,866900000,12,15,901,4/5,125000,9,2,111112,83Dn
3283,NTIsMTAw,6.94,-102,27367,t,2020-05-03 22:34:47.025,8,866900000,12,15,901,4/5,125000,20,2,111111,QzjY
3284,NTMsMTAw,8.93,-80.9,34893,t,2020-05-03 22:34:51.111,6,866900000,12,15,901,4/5,125000,33,2,111112,pjdQ
3285,MTQ3LDEwMA==,7.95,-61.9,32436,t,2020-05-03 22:34:52.117,4,866900000,12,15,1032,4/5,125000,27,2,111111,HBsW
3286,MTE4LDEwMA==,9.02,-86.1,35564,t,2020-05-03 22:35:00.553,22,866100000,7,13,46,4/5,125000,21,1,111113,gsAZ
3287,NTMsMTAw,8.84,-111.6,33499,t,2020-05-03 22:35:02.269,2,866900000,12,15,901,4/5,125000,31,2,111111,7azr
3288,MTUwLDEwMA==,11.06,-46.7,34888,t,2020-05-03 22:35:06.213,3,866900000,12,15,1032,4/5,125000,7,2,111112,KK5G
3289,NTQsMTAw,9.71,-93.4,33848,t,2020-05-03 22:35:11.143,22,866900000,12,15,901,4/5,125000,21,2,111113,fRCZ
3290,MTQ3LDEwMA==,8.1,-59.3,32506,t,2020-05-03 22:35:11.311,11,866900000,12,15,1032,4/5,125000,4,2,111112,n5WB
3291,NTEsMTAw,8.51,-52.3,31868,t,2020-05-03 22:35:12.344,5,866900000,12,15,901,4/5,125000,23,2,111111,4WgY
3292,NTQsMTAw,6.97,-58.2,33723,t,2020-05-03 22:35:16.213,22,866900000,12,15,901,4/5,125000,21,2,111113,3h2U
3293,MTUwLDEwMA==,7.47,-98.6,25303,t,2020-05-03 22:35:16.387,11,866900000,12,15,1032,4/5,125000,4,2,111112,stuS
3294,MTE1LDEwMA==,10.59,-74.4,34572,t,2020-05-03 22:35:21.782,22,866100000,7,6,46,4/5,125000,21,1,111113,OnKb
3295,MTM0LDEwMA==,8.16,-41.7,35564,t,2020-05-03 22:35:26.786,22,866100000,7,6,46,4/5,125000,21,1,111113,BNK9
3296,MTQ5LDEwMA==,8.03,-42.6,29684,t,2020-05-03 22:35:27.423,9,866900000,12,15,1032,4/5,125000,24,2,111111,h6Kv
3297,NTMsMTAw,11.14,-77.2,30332,t,2020-05-03 22:35:31.461,6,866900000,12,15,901,4/5,125000,35,2,111112,F3LY
3298,NzcsMTAw,8.36,-71.1,35582,t,2020-05-03 22:35:31.79,22,866100000,7,6,40,4/5,125000,21,1,111113,ZBvV
3299,MTQ3LDEwMA==,7.14,-54.6,24271,t,2020-05-03 22:35:32.526,11,866900000,12,15,1032,4/5,125000,30,2,111111,5Z0m
3300,MTQ5LDEwMA==,10.63,-75.5,28907,t,2020-05-03 22:35:36.533,7,866900000,12,15,1032,4/5,125000,3,2,111112,tFEH
3301,MTI1LDEwMA==,10.79,-100.2,34578,t,2020-05-03 22:35:36.795,22,866100000,7,6,46,4/5,125000,20,1,111113,zQhj
3302,MTAyLDEwMA==,10.01,-113,35576,t,2020-05-03 22:35:41.799,22,866100000,7,6,46,4/5,125000,21,1,111113,6k7e
3303,NTEsMTAw,6.61,-42.2,25041,t,2020-05-03 22:35:42.606,10,866900000,12,15,901,4/5,125000,25,2,111111,evXD
3304,NTQsMTAw,8.25,-81.6,32478,t,2020-05-03 22:35:46.633,6,866900000,12,15,901,4/5,125000,10,2,111112,AvIk
3305,ODEsMTAw,11.03,-76.8,34590,t,2020-05-03 22:35:46.799,22,866100000,7,6,40,4/5,125000,21,1,111113,K44z
3306,NTEsMTAw,10.59,-86.1,32265,t,2020-05-03 22:35:47.673,3,866900000,12,15,901,4/5,125000,29,2,111111,BByP
3307,NTEsMTAw,10.31,-56.8,33980,t,2020-05-03 22:35:51.723,9,866900000,12,15,901,4/5,125000,32,2,111112,7azr
3308,OTgsMTAw,11.39,-113.2,34715,t,2020-05-03 22:35:51.812,22,866100000,7,6,40,4/5,125000,21,1,111113,CCEA
3309,MTA5LDEwMA==,10.28,-101.8,34715,t,2020-05-03 22:35:56.853,22,866100000,7,6,46,4/5,125000,21,1,111113,Tl0z
3310,NTUsMTAw,9.42,-105.3,34198,t,2020-05-03 22:35:57.756,1,866900000,12,15,901,4/5,125000,24,2,111111,2mY4
3311,MTExLDEwMA==,7.48,-79.5,35570,t,2020-05-03 22:36:01.813,22,866100000,7,6,46,4/5,125000,21,1,111113,Imqb
3312,MTM3LDEwMA==,11.3,-109,34578,t,2020-05-03 22:36:06.828,22,866100000,7,6,46,4/5,125000,21,1,111113,WAI2
3313,NTEsMTAw,10.75,-45.2,27498,t,2020-05-03 22:36:07.835,8,866900000,12,15,901,4/5,125000,23,2,111111,euVS
3314,MTQ4LDEwMA==,11.56,-67.8,30237,t,2020-05-03 22:36:11.803,9,866900000,12,15,1032,4/5,125000,10,2,111112,w3X0
3315,NTksMTAw,9.17,-75.6,34596,t,2020-05-03 22:36:11.827,22,866100000,7,6,40,4/5,125000,21,1,111113,yiWx
3316,NTAsMTAw,7.51,-104.3,30594,t,2020-05-03 22:36:12.907,5,866900000,12,15,901,4/5,125000,31,2,111111,wsdC
3317,NzAsMTAw,9.22,-114.6,35582,t,2020-05-03 22:36:16.832,22,866100000,7,6,40,4/5,125000,21,1,111113,miRo
3318,NTQsMTAw,7.62,-52.8,31233,t,2020-05-03 22:36:16.873,5,866900000,12,15,901,4/5,125000,10,2,111112,jgQL
3319,NTEsMTAw,7.1,-81.8,34067,t,2020-05-03 22:36:17.978,1,866900000,12,15,901,4/5,125000,36,2,111111,F3LY
3320,ODIsMTAw,7.44,-48.4,35558,t,2020-05-03 22:36:21.835,22,866100000,7,6,40,4/5,125000,21,1,111113,XHtC
3321,NTQsMTAw,9.77,-76.8,33668,t,2020-05-03 22:36:21.943,7,866900000,12,15,901,4/5,125000,10,2,111112,v6Bp
3322,ODMsMTAw,10.02,-60.5,35570,t,2020-05-03 22:36:26.84,22,866100000,7,6,40,4/5,125000,21,1,111113,v216
3323,MTQ4LDEwMA==,9.64,-70.9,32800,t,2020-05-03 22:36:27.016,4,866900000,12,15,1032,4/5,125000,11,2,111112,usRf
3324,MTUwLDEwMA==,10.09,-85.1,27236,t,2020-05-03 22:36:28.06,8,866900000,12,15,1032,4/5,125000,27,2,111111,9mFn
3325,NjUsMTAw,11.02,-78.5,34584,t,2020-05-03 22:36:31.849,22,866100000,7,6,40,4/5,125000,21,1,111113,O0pt
3326,MTUwLDEwMA==,9.54,-77.4,33936,t,2020-05-03 22:36:33.133,1,866900000,12,15,1032,4/5,125000,35,2,111111,34BL
3327,NzQsMTAw,10.23,-84.4,35570,t,2020-05-03 22:36:36.845,22,866100000,7,6,40,4/5,125000,21,1,111113,Q5P4
3328,MTQ3LDEwMA==,7.96,-41.8,34897,t,2020-05-03 22:36:37.09,2,866900000,12,15,1032,4/5,125000,5,2,111112,u25R
3329,MTE2LDEwMA==,8.52,-40,34584,t,2020-05-03 22:36:41.883,22,866100000,7,6,46,4/5,125000,21,1,111113,Kp3P
3330,ODUsMTAw,9.25,-75.1,35558,t,2020-05-03 22:36:46.87,22,866100000,7,6,40,4/5,125000,21,1,111113,HNvh
3331,MTIzLDEwMA==,10.07,-44.4,35202,t,2020-05-03 22:36:51.86,22,866100000,8,5,82,4/5,125000,21,1,111113,mNRb
3332,NjQsMTAw,7.22,-36.6,34394,t,2020-05-03 22:36:56.868,22,866100000,8,5,71,4/5,125000,21,1,111113,FPci
3333,MTUwLDEwMA==,7.58,-39,30148,t,2020-05-03 22:36:57.204,10,866900000,12,15,1032,4/5,125000,5,2,111112,im7T
3334,MTM1LDEwMA==,7.2,-98.1,34285,t,2020-05-03 22:37:01.892,22,866100000,8,5,82,4/5,125000,21,1,111113,Nvls
3335,NTAsMTAw,11.47,-51.4,34805,t,2020-05-03 22:37:02.282,3,866900000,12,15,901,4/5,125000,11,2,111112,NNUa
3336,ODgsMTAw,7,-106.1,34394,t,2020-05-03 22:37:06.873,22,866100000,8,5,71,4/5,125000,21,1,111113,CzAr
3337,NTMsMTAw,11.16,-92.1,34887,t,2020-05-03 22:37:07.356,6,866900000,12,15,901,4/5,125000,7,2,111112,ibXC
3338,MTI0LDEwMA==,10.66,-103.5,33433,t,2020-05-03 22:37:11.874,22,866100000,8,5,82,4/5,125000,21,1,111113,RRLB
3339,MTQ4LDEwMA==,8.73,-52.3,32692,t,2020-05-03 22:37:12.424,12,866900000,12,15,1032,4/5,125000,29,2,111112,TOxm
3340,NjQsMTAw,11.35,-59.7,33477,t,2020-05-03 22:37:16.883,22,866100000,8,5,71,4/5,125000,21,1,111113,tAoV
3341,MTE2LDEwMA==,10.09,-80.2,34709,t,2020-05-03 22:37:21.883,22,866100000,7,5,46,4/5,125000,21,1,111113,dzoZ
3342,MTQ3LDEwMA==,9.19,-47.6,33914,t,2020-05-03 22:37:22.499,4,866900000,12,15,1032,4/5,125000,14,2,111112,Bgfb
3343,MTQ5LDEwMA==,10.52,-37.2,34572,t,2020-05-03 22:37:26.392,22,866900000,12,15,1032,4/5,125000,21,2,111113,2w4v
3344,NTEsMTAw,9.58,-76.7,34971,t,2020-05-03 22:37:27.571,2,866900000,12,15,901,4/5,125000,5,2,111112,wIcc
3345,OTQsMTAw,7.06,-112.7,35582,t,2020-05-03 22:37:31.992,22,866100000,7,5,40,4/5,125000,21,1,111113,h1QN
3346,NTIsMTAw,10.85,-95.1,33466,t,2020-05-03 22:37:32.65,5,866900000,12,15,901,4/5,125000,31,2,111112,5Z0m
3347,MTM0LDEwMA==,8.02,-46.1,35558,t,2020-05-03 22:37:36.973,22,866100000,7,14,46,4/5,125000,21,1,111113,hMgq
3348,OTcsMTAw,8.56,-52.5,34596,t,2020-05-03 22:37:41.969,22,866100000,7,14,40,4/5,125000,21,1,111113,x52i
3349,MTUwLDEwMA==,9.96,-94.4,32696,t,2020-05-03 22:37:42.721,5,866900000,12,15,1032,4/5,125000,13,2,111112,BlXG
3350,MTMzLDEwMA==,8.38,-84.1,34584,t,2020-05-03 22:37:47.541,22,866100000,7,14,46,4/5,125000,21,1,111113,3QoZ
3351,MTQ3LDEwMA==,7.96,-41.8,34897,t,2020-05-03 22:37:47.788,2,866900000,12,15,1032,4/5,125000,6,2,111112,u25R
3352,MTM0LDEwMA==,9.84,-70.2,33580,t,2020-05-03 22:37:52.545,22,866100000,7,14,46,4/5,125000,21,1,111113,lNfY
3353,MTUwLDEwMA==,11.06,-46.7,34888,t,2020-05-03 22:37:52.86,3,866900000,12,15,1032,4/5,125000,8,2,111112,KK5G
3354,MTQ1LDEwMA==,9.11,-102.5,33592,t,2020-05-03 22:37:57.548,22,866100000,7,6,46,4/5,125000,21,1,111113,X52I
3355,MTEyLDEwMA==,8.37,-41.5,35570,t,2020-05-03 22:38:02.597,22,866100000,7,6,46,4/5,125000,21,1,111113,tMrs
3356,MTUwLDEwMA==,7.58,-39,30148,t,2020-05-03 22:38:07.94,10,866900000,12,15,1032,4/5,125000,6,2,111112,im7T
3357,MTQ1LDEwMA==,9.5,-54.2,35582,t,2020-05-03 22:38:11.241,22,866100000,7,7,46,4/5,125000,21,1,111113,IPGt
3358,NTMsMTAw,10.88,-94.9,31233,t,2020-05-03 22:38:13.03,5,866900000,12,15,901,4/5,125000,6,2,111112,hY0x
3359,MTIyLDEwMA==,10.2,-94.6,33848,t,2020-05-03 22:38:16.246,22,866100000,7,7,46,4/5,125000,21,1,111113,abd8
3360,MTQ3LDEwMA==,9.19,-47.6,33914,t,2020-05-03 22:38:18.113,4,866900000,12,15,1032,4/5,125000,15,2,111112,Bgfb
3361,MTM0LDEwMA==,7.57,-106,35570,t,2020-05-03 22:38:21.245,22,866100000,7,7,46,4/5,125000,21,1,111113,w0sE
3362,NTMsMTAw,8.16,-75.2,29143,t,2020-05-03 22:38:23.191,12,866900000,12,15,901,4/5,125000,4,2,111112,lTpX
3363,NjcsMTAw,9.29,-57.9,35257,t,2020-05-03 22:38:26.252,22,866100000,8,5,71,4/5,125000,21,1,111113,4jgr
3364,NTAsMTAw,11.61,-61.8,34255,t,2020-05-03 22:38:28.262,7,866900000,12,15,901,4/5,125000,7,2,111112,CAAi
3365,MTM4LDEwMA==,8.36,-52.9,35576,t,2020-05-03 22:38:31.255,22,866100000,7,6,46,4/5,125000,21,1,111113,4hbZ
3366,NTQsMTAw,9.77,-76.8,33668,t,2020-05-03 22:38:33.339,7,866900000,12,15,901,4/5,125000,11,2,111112,v6Bp
3367,MTM5LDEwMA==,10.72,-112.6,33717,t,2020-05-03 22:38:36.258,22,866100000,7,6,46,4/5,125000,21,1,111113,Q22J
3368,MTQ5LDEwMA==,10.63,-75.5,28907,t,2020-05-03 22:38:38.42,7,866900000,12,15,1032,4/5,125000,4,2,111112,tFEH
3369,MTEzLDEwMA==,9.43,-56.6,34709,t,2020-05-03 22:38:41.263,22,866100000,7,6,46,4/5,125000,21,1,111113,heuj
3370,MTQ3LDEwMA==,9.87,-48.8,33804,t,2020-05-03 22:38:43.305,4,866900000,12,15,1032,4/5,125000,34,2,111111,pjdQ
3371,MTQ5LDEwMA==,8.25,-44.2,34830,t,2020-05-03 22:38:43.493,16,866900000,12,15,1032,4/5,125000,0,2,111112,wcgf
3372,MTE0LDEwMA==,6.81,-48,35564,t,2020-05-03 22:38:46.268,22,866100000,7,6,46,4/5,125000,21,1,111113,3bxT
3373,MTQ2LDEwMA==,6.67,-80.9,33632,t,2020-05-03 22:38:48.378,8,866900000,12,15,1032,4/5,125000,22,2,111111,3HGr
3374,MTIzLDEwMA==,11.54,-78,35202,t,2020-05-03 22:38:51.269,22,866100000,8,5,82,4/5,125000,21,1,111113,Oqpb
3375,MTQ2LDEwMA==,8.89,-51.9,33849,t,2020-05-03 22:38:53.451,6,866900000,12,15,1032,4/5,125000,23,2,111111,LteR
3376,ODQsMTAw,9.86,-108.9,34394,t,2020-05-03 22:38:56.272,22,866100000,8,5,71,4/5,125000,21,1,111113,infk
3377,NTQsMTAw,7.6,-80.1,31495,t,2020-05-03 22:38:58.552,4,866900000,12,15,901,4/5,125000,25,2,111111,JJ5v
3378,MTE3LDEwMA==,11.75,-70.3,34438,t,2020-05-03 22:39:01.278,22,866100000,8,5,82,4/5,125000,21,1,111113,Tfxu
3379,NTAsMTAw,11.61,-61.8,34255,t,2020-05-03 22:39:03.582,7,866900000,12,15,901,4/5,125000,8,2,111112,CAAi
3380,MTE3LDEwMA==,8.65,-114,35246,t,2020-05-03 22:39:06.286,22,866100000,8,5,82,4/5,125000,21,1,111113,bT1g
3381,OTksMTAw,9.3,-107.1,32767,t,2020-05-03 22:39:11.286,22,866100000,8,5,71,4/5,125000,21,1,111113,jRrl
3382,NTEsMTAw,10.01,-65.3,33499,t,2020-05-03 22:39:13.632,2,866900000,12,15,901,4/5,125000,31,2,111111,OBzA
3383,MTQ5LDEwMA==,10.84,-66.2,30252,t,2020-05-03 22:39:13.667,9,866900000,12,15,1032,4/5,125000,8,2,111112,EAjO
3384,NTMsMTAw,11.16,-92.1,34887,t,2020-05-03 22:39:18.739,6,866900000,12,15,901,4/5,125000,8,2,111112,ibXC
3385,NTAsMTAw,11.24,-95.7,33270,t,2020-05-03 22:39:24.448,8,866900000,12,15,901,4/5,125000,5,2,111112,FUX0
3386,NTQsMTAw,7.62,-52.8,31233,t,2020-05-03 22:39:30.238,5,866900000,12,15,901,4/5,125000,11,2,111112,jgQL
3387,NTIsMTAw,9.9,-84.4,29946,t,2020-05-03 22:39:33.921,9,866900000,12,15,901,4/5,125000,20,2,111111,3mFZ
3388,NTIsMTAw,7.53,-95.6,34853,t,2020-05-03 22:39:36.201,4,866900000,12,15,901,4/5,125000,9,2,111112,XSrv
3389,NTEsMTAw,8.27,-102.1,34198,t,2020-05-03 22:39:39.396,1,866900000,12,15,901,4/5,125000,30,2,111111,TOxm
3390,NTIsMTAw,7.53,-95.6,34853,t,2020-05-03 22:39:41.295,4,866900000,12,15,901,4/5,125000,10,2,111112,XSrv
3391,NTEsMTAw,11.7,-89.1,34715,t,2020-05-03 22:39:46.368,10,866900000,12,15,901,4/5,125000,1,2,111112,b70u
3392,NTIsMTAw,6.94,-102,27367,t,2020-05-03 22:39:49.743,8,866900000,12,15,901,4/5,125000,21,2,111111,QzjY
3393,NTQsMTAw,7.71,-54.8,34677,t,2020-05-03 22:39:51.438,4,866900000,12,15,901,4/5,125000,11,2,111112,jSMt
3394,MTQ3LDEwMA==,7.95,-61.9,32436,t,2020-05-03 22:39:54.815,4,866900000,12,15,1032,4/5,125000,28,2,111111,HBsW
3395,NTEsMTAw,8.03,-111.4,35099,t,2020-05-03 22:39:56.507,1,866900000,12,15,901,4/5,125000,8,2,111112,hx1x
3396,ODYsMTAw,7.68,-46.9,35524,t,2020-05-03 22:40:00.651,23,866100000,7,13,40,4/5,125000,22,1,111113,gsAZ
3397,NTAsMTAw,7.89,-73.7,33297,t,2020-05-03 22:40:01.574,3,866900000,12,15,901,4/5,125000,7,2,111112,Qd4Z
