id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id
1686,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:32:35.239,866900000,7,15,40,4/5,125000,444444,aiBD
1687,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:32:43.135,866900000,7,15,40,4/5,125000,222222,COGd
1688,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:32:45.377,866900000,7,15,46,4/5,125000,111111,jUE5
1689,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:32:53.878,866900000,7,15,40,4/5,125000,000000,1cLx
1690,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:32:54.596,866900000,7,15,40,4/5,125000,999999,lGqv
1691,"",[],35926,t,f,t,2020-04-14 01:32:57.553,866900000,7,15,40,4/5,125000,BBBBBB,w9wJ
1692,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:32:59.816,866900000,7,14,46,4/5,125000,DDDDDD,rerN
1693,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:00.069,866900000,7,15,40,4/5,125000,AAAAAA,emQN
1694,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:02.139,866900000,7,15,40,4/5,125000,666666,CAKN
1695,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:06.062,866900000,7,15,40,4/5,125000,444444,p54p
1696,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:06.154,866900000,7,15,40,4/5,125000,111111,DVv8
1697,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:07.931,866900000,7,15,40,4/5,125000,222222,DVv8
1698,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:13.948,866900000,7,15,40,4/5,125000,222222,lXJx
1699,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:16.509,866900000,7,15,40,4/5,125000,333333,2rz9
1700,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:20.49,866900000,7,15,40,4/5,125000,DDDDDD,E95J
1701,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:21.372,866900000,7,15,40,4/5,125000,555555,9SkO
1702,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:33:24.435,866900000,7,15,46,4/5,125000,EEEEEE,E95J
1703,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:33:40.471,866900000,7,15,46,4/5,125000,222222,fs6x
1704,"",[],35926,t,f,t,2020-04-14 01:33:42.111,866900000,7,15,40,4/5,125000,CCCCCC,s362
1705,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:45.177,866900000,7,15,40,4/5,125000,EEEEEE,s362
1706,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:47.3,866900000,7,15,40,4/5,125000,333333,EHlx
1707,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:48.624,866900000,7,15,40,4/5,125000,222222,FnKw
1708,"",[],35920,t,f,t,2020-04-14 01:33:48.66,866900000,7,15,46,4/5,125000,888888,v2k4
1709,"",[],35926,t,f,t,2020-04-14 01:33:49.422,866900000,7,15,40,4/5,125000,GGGGGG,uwOt
1710,"",[],35926,t,f,t,2020-04-14 01:33:49.454,866900000,7,15,40,4/5,125000,333333,U7N3
1711,"",[],35920,t,f,t,2020-04-14 01:33:58.292,866900000,7,14,46,4/5,125000,BBBBBB,Atr4
1712,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:33:59.314,866900000,7,15,40,4/5,125000,222222,fPYv
1713,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:34:00.806,866900000,7,15,46,4/5,125000,AAAAAA,OWiR
1714,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:34:04.766,866900000,7,15,40,4/5,125000,222222,7lH1
1715,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:34:16.735,866900000,7,15,40,4/5,125000,444444,74VW
1716,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:34:23.006,866900000,7,15,40,4/5,125000,666666,0sVP
1717,"",[],35926,t,f,t,2020-04-14 01:34:29.926,866900000,7,15,40,4/5,125000,222222,t60l
1718,"",[],35926,t,f,t,2020-04-14 01:34:31.174,866900000,7,15,40,4/5,125000,222222,BoUN
1719,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:34:39.35,866900000,7,15,40,4/5,125000,888888,eIvH
1720,"",[],35920,t,f,t,2020-04-14 01:34:40.578,866900000,7,15,46,4/5,125000,222222,uw89
1721,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:34:41.505,866900000,7,15,46,4/5,125000,FFFFFF,cSVS
1722,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:34:42.263,866900000,7,15,40,4/5,125000,555555,GuVu
1723,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:34:55.851,866900000,7,14,40,4/5,125000,EEEEEE,UJFg
1724,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:34:57.413,866900000,7,15,46,4/5,125000,444444,wu0x
1725,"",[],35926,t,f,t,2020-04-14 01:34:58.951,866900000,7,15,40,4/5,125000,777777,P2cx
1726,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:00.105,866900000,7,15,40,4/5,125000,333333,fBr9
1727,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:14.794,866900000,7,15,40,4/5,125000,000000,BdgQ
1728,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:15.417,866900000,7,15,40,4/5,125000,222222,IcMo
1729,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:16.524,866900000,7,15,40,4/5,125000,EEEEEE,EFFr
1730,"",[],35926,t,f,t,2020-04-14 01:35:17.971,866900000,7,15,40,4/5,125000,333333,ZDV9
1731,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:22.971,866900000,7,15,40,4/5,125000,CCCCCC,t1Az
1732,"",[],35926,t,f,t,2020-04-14 01:35:26.882,866900000,7,15,40,4/5,125000,111111,u4vv
1733,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:38.028,866900000,7,15,40,4/5,125000,444444,lXJx
1734,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:48.646,866900000,7,15,40,4/5,125000,444444,M0Ca
1735,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:56.607,866900000,7,15,40,4/5,125000,222222,3azV
1736,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:57.191,866900000,7,15,40,4/5,125000,EEEEEE,5DDw
1737,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:57.536,866900000,7,15,40,4/5,125000,444444,7eiZ
1738,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:35:59.369,866900000,7,15,40,4/5,125000,111111,EyXf
1739,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:36:00.843,866900000,7,15,46,4/5,125000,GGGGGG,Yo4A
1740,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:01.935,866900000,7,15,40,4/5,125000,DDDDDD,MdOK
1741,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:15.469,866900000,7,15,40,4/5,125000,BBBBBB,cFhS
1742,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:15.589,866900000,7,15,40,4/5,125000,555555,tHq4
1743,"",[],35926,t,f,t,2020-04-14 01:36:15.674,866900000,7,15,40,4/5,125000,666666,QGoT
1744,"",[],35926,t,f,t,2020-04-14 01:36:15.887,866900000,7,15,40,4/5,125000,555555,Dp3N
1745,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:15.906,866900000,7,15,40,4/5,125000,DDDDDD,3qK6
1746,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:17.217,866900000,7,15,40,4/5,125000,222222,FEwg
1747,"",[],35926,t,f,t,2020-04-14 01:36:21.937,866900000,7,15,40,4/5,125000,222222,1Uor
1748,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:22.182,866900000,7,15,40,4/5,125000,FFFFFF,mAto
1749,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:25.575,866900000,7,15,40,4/5,125000,999999,XIJg
1750,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:28.688,866900000,7,15,40,4/5,125000,333333,Lukr
1751,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:35.48,866900000,7,15,40,4/5,125000,000000,2iDN
1752,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:37.916,866900000,7,15,40,4/5,125000,222222,Vt4R
1753,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:38.157,866900000,7,15,40,4/5,125000,444444,pItB
1754,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:36:39.364,866900000,7,15,46,4/5,125000,444444,3Aqi
1755,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:36:41.54,866900000,7,15,46,4/5,125000,222222,IbdW
1756,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:36:42.547,866900000,7,15,46,4/5,125000,222222,X5DJ
1757,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:36:46.418,866900000,7,15,46,4/5,125000,000000,Pg5x
1758,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:47.348,866900000,7,15,40,4/5,125000,555555,MjgA
1759,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:48.749,866900000,7,15,40,4/5,125000,444444,cFhS
1760,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:50.065,866900000,7,15,40,4/5,125000,888888,KsGK
1761,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:36:59.959,866900000,7,15,40,4/5,125000,444444,ZNPC
1762,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:02.152,866900000,7,14,40,4/5,125000,222222,tTWV
1763,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:09.799,866900000,7,15,40,4/5,125000,777777,SyTh
1764,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:12.81,866900000,7,15,40,4/5,125000,FFFFFF,bMKY
1765,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:13.84,866900000,7,15,40,4/5,125000,CCCCCC,xJ1M
1766,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:16.353,866900000,7,15,40,4/5,125000,BBBBBB,Ufoe
1767,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:37:17.981,866900000,7,15,46,4/5,125000,111111,9ygb
1768,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:37:20.714,866900000,7,15,46,4/5,125000,444444,Bhyu
1769,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:20.834,866900000,7,15,40,4/5,125000,333333,AzJn
1770,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:23.167,866900000,7,15,40,4/5,125000,222222,rhrw
1771,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:28.63,866900000,7,15,40,4/5,125000,111111,RvlQ
2352,"",[],35926,t,f,t,2020-04-14 02:09:24.498,866900000,7,15,40,4/5,125000,111111,goNe
1772,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:30.704,866900000,7,15,40,4/5,125000,888888,hGwl
1773,"",[],35920,t,f,t,2020-04-14 01:37:31.419,866900000,7,15,46,4/5,125000,333333,xZKq
1774,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:31.755,866900000,7,15,40,4/5,125000,AAAAAA,Yasf
1775,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:33.43,866900000,7,15,40,4/5,125000,FFFFFF,Ny2C
1776,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:37:36.344,866900000,7,15,46,4/5,125000,666666,a77e
1777,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:49.419,866900000,7,15,40,4/5,125000,111111,R8pO
1778,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:52.024,866900000,7,15,40,4/5,125000,333333,W96h
1779,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:56.673,866900000,7,15,40,4/5,125000,DDDDDD,FwLH
1780,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:37:57.904,866900000,7,15,40,4/5,125000,EEEEEE,FwLH
1781,"",[],35926,t,f,t,2020-04-14 01:38:03.842,866900000,7,15,40,4/5,125000,222222,NuYt
1782,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:38:04.032,866900000,7,15,46,4/5,125000,FFFFFF,lXJx
1783,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:38:04.567,866900000,7,15,46,4/5,125000,CCCCCC,VtLc
1784,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:38:08.066,866900000,7,15,46,4/5,125000,555555,GJeC
1785,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:38:08.555,866900000,7,15,40,4/5,125000,EEEEEE,VtLc
1786,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:38:10.189,866900000,7,15,40,4/5,125000,111111,bRYi
1787,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:38:21.033,866900000,7,14,46,4/5,125000,111111,ymA4
1788,"",[],35920,t,f,t,2020-04-14 01:38:21.375,866900000,7,15,46,4/5,125000,444444,Vt4R
1789,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:38:31.563,866900000,7,15,40,4/5,125000,GGGGGG,iEUY
1790,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:38:32.638,866900000,7,15,46,4/5,125000,333333,qFRD
1791,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:38:32.808,866900000,7,14,40,4/5,125000,222222,wHPg
1792,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:38:34.677,866900000,7,15,40,4/5,125000,FFFFFF,xxt0
1793,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:38:36.99,866900000,7,15,46,4/5,125000,666666,VMA9
1794,"",[],35926,t,f,t,2020-04-14 01:38:37.316,866900000,7,15,40,4/5,125000,000000,ME9f
1795,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:38:39.42,866900000,7,15,40,4/5,125000,333333,6qQZ
1796,"",[],35926,t,f,t,2020-04-14 01:38:45.265,866900000,7,15,40,4/5,125000,FFFFFF,dOEH
1797,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:38:55.894,866900000,7,15,40,4/5,125000,FFFFFF,MiDj
1798,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:38:57.312,866900000,7,15,46,4/5,125000,DDDDDD,fUtb
1799,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:01.395,866900000,7,14,46,4/5,125000,888888,3hu8
1800,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:03.404,866900000,7,15,46,4/5,125000,333333,4o2T
1801,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:39:11.738,866900000,7,15,40,4/5,125000,111111,vwAU
1802,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:17.616,866900000,7,15,46,4/5,125000,666666,OJNL
1803,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:19.283,866900000,7,15,46,4/5,125000,EEEEEE,pPaZ
1804,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:22.17,866900000,7,15,46,4/5,125000,444444,uBSj
1805,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:39:22.326,866900000,7,15,40,4/5,125000,111111,8Sug
1806,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:22.438,866900000,7,15,46,4/5,125000,AAAAAA,UNax
1807,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:39:24.045,866900000,7,15,40,4/5,125000,333333,eyXW
1808,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:39:26.481,866900000,7,15,40,4/5,125000,999999,oQLG
1809,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:32.762,866900000,7,15,46,4/5,125000,444444,8LnF
1810,"",[],35926,t,f,t,2020-04-14 01:39:32.913,866900000,7,15,40,4/5,125000,111111,BdgQ
1811,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:38.736,866900000,7,15,46,4/5,125000,555555,WRZr
1812,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:44.712,866900000,7,15,46,4/5,125000,222222,1pM9
1813,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:39:50.167,866900000,7,15,40,4/5,125000,111111,vB5b
1814,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:58.738,866900000,7,15,46,4/5,125000,222222,RvTE
1815,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:39:59.983,866900000,7,14,46,4/5,125000,EEEEEE,0qrk
1816,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:40:03.428,866900000,7,15,40,4/5,125000,444444,vggs
1817,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:40:03.476,866900000,7,15,46,4/5,125000,222222,f8uB
1818,"",[],35926,t,f,t,2020-04-14 01:40:06.582,866900000,7,15,40,4/5,125000,FFFFFF,f0KV
1819,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:40:10.576,866900000,7,15,40,4/5,125000,EEEEEE,dC1h
1820,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:40:13.584,866900000,7,15,40,4/5,125000,111111,IhVP
1821,"","[{""sf"":8,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:40:24.751,866900000,7,15,40,4/5,125000,333333,Jx78
1822,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:40:29.526,866900000,7,15,40,4/5,125000,222222,1cZ7
1823,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:40:34.094,866900000,7,15,46,4/5,125000,222222,gkwH
1824,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:40:42.267,866900000,7,15,46,4/5,125000,GGGGGG,3hdg
1825,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:40:47.176,866900000,7,15,46,4/5,125000,BBBBBB,BQ5L
1826,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-14 01:40:48.148,866900000,7,14,46,4/5,125000,DDDDDD,o2ai
1827,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:40:53.023,866900000,7,15,40,4/5,125000,GGGGGG,8ebe
1828,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:40:54.067,866900000,7,15,40,4/5,125000,444444,nVoB
1829,"",[],35920,t,f,t,2020-04-14 01:40:54.758,866900000,7,15,46,4/5,125000,222222,0yWs
1830,"",[],35926,t,f,t,2020-04-14 01:41:00.799,866900000,7,15,40,4/5,125000,777777,kQAA
1831,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:41:05.537,866900000,7,15,40,4/5,125000,222222,7VC9
1832,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-14 01:41:07.265,866900000,7,15,40,4/5,125000,999999,QHAR
