id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,seq,frequency,spf,power,airtime,coderate,bandwidth,msg_group_number,message_type_id,ap_id,node_id
1234,NTUsMTAw,8.61,-56.8,35099,t,2020-04-14 21:33:25.822,1,866900000,12,15,901,4/5,125000,0,1,111118,Lp6Y
1235,MTQ5LDEwMA==,7.15,-104.5,34968,t,2020-04-14 21:33:34.038,1,866900000,12,15,1032,4/5,125000,0,1,111114,MMW4
1236,NTYsMTAw,8.85,-114,35099,t,2020-04-14 21:33:35.459,1,866900000,12,15,901,4/5,125000,0,1,111114,NxcW
1237,NTIsMTAw,8.29,-60.4,35099,t,2020-04-14 21:33:35.474,1,866900000,12,15,901,4/5,125000,1,1,111113,wfE6
1238,NTUsMTAw,8.86,-52.5,35099,t,2020-04-14 21:33:35.563,1,866900000,12,15,901,4/5,125000,0,1,111117,KEcf
1239,MTQ2LDEwMA==,9.46,-66.2,34968,t,2020-04-14 21:33:35.643,1,866900000,12,15,1032,4/5,125000,0,1,111118,65sI
1240,NTgsMTAw,7.84,-56.1,35099,t,2020-04-14 21:33:36.107,1,866900000,12,15,901,4/5,125000,0,1,111119,46pf
1241,NTAsMTAw,8.47,-55.4,35099,t,2020-04-14 21:33:36.137,1,866900000,12,15,901,4/5,125000,1,1,111113,MMW4
1242,NTMsMTAw,8.12,-81.4,35099,t,2020-04-14 21:33:38.8,1,866900000,12,15,901,4/5,125000,1,1,111115,46pf
1243,NTEsMTAw,8.18,-62,35099,t,2020-04-14 21:33:43.095,1,866900000,12,15,901,4/5,125000,0,1,111119,uPhz
1244,NTUsMTAw,9.69,-112.9,35099,t,2020-04-14 21:33:46.542,1,866900000,12,15,901,4/5,125000,2,1,111117,46pf
1245,MTUwLDEwMA==,10.32,-38.7,34968,t,2020-04-14 21:33:47.103,1,866900000,12,15,1032,4/5,125000,0,1,111115,N8nR
1246,MTQ5LDEwMA==,7.55,-52.1,34968,t,2020-04-14 21:33:47.147,1,866900000,12,15,1032,4/5,125000,1,1,111117,65sI
1247,NTgsMTAw,9.41,-61.1,35099,t,2020-04-14 21:33:47.726,1,866900000,12,15,901,4/5,125000,2,1,111120,65sI
1248,MTQ3LDEwMA==,9.37,-96.7,34968,t,2020-04-14 21:33:48.204,1,866900000,12,15,1032,4/5,125000,0,1,111115,rkBl
1249,NTAsMTAw,9.26,-76.3,35099,t,2020-04-14 21:33:49.028,1,866900000,12,15,901,4/5,125000,0,1,111111,5qno
1250,NTAsMTAw,7.07,-80.7,35099,t,2020-04-14 21:33:50.383,1,866900000,12,15,901,4/5,125000,0,1,111115,UA1b
1251,NTMsMTAw,8.65,-102.4,35099,t,2020-04-14 21:33:58.69,1,866900000,12,15,901,4/5,125000,0,1,111115,TkkW
1252,NTgsMTAw,7.35,-46.2,35099,t,2020-04-14 21:33:59.32,1,866900000,12,15,901,4/5,125000,0,1,111113,l6w4
1253,NTEsMTAw,8.46,-63.5,35099,t,2020-04-14 21:33:59.793,1,866900000,12,15,901,4/5,125000,1,1,111115,l6w4
1254,MTQ3LDEwMA==,6.98,-55.7,34968,t,2020-04-14 21:34:01.126,1,866900000,12,15,1032,4/5,125000,1,1,111117,N8nR
1255,NTEsMTAw,8.39,-68.3,35099,t,2020-04-14 21:34:06.258,1,866900000,12,15,901,4/5,125000,2,1,111119,N8nR
1256,MTQ3LDEwMA==,11.05,-108.1,34968,t,2020-04-14 21:34:09.704,1,866900000,12,15,1032,4/5,125000,1,1,111117,5qno
1257,MTQ4LDEwMA==,9.18,-82.6,34968,t,2020-04-14 21:34:10.28,1,866900000,12,15,1032,4/5,125000,1,1,111111,TkkW
1258,NTUsMTAw,8.13,-47.4,35099,t,2020-04-14 21:34:10.922,1,866900000,12,15,901,4/5,125000,0,1,111113,k15T
1259,NTcsMTAw,9.32,-85.1,35099,t,2020-04-14 21:34:21.249,1,866900000,12,15,901,4/5,125000,0,1,111111,kSU9
1260,MTUwLDEwMA==,8.47,-112,34968,t,2020-04-14 21:34:21.294,1,866900000,12,15,1032,4/5,125000,0,1,111117,sQ5J
1261,NTgsMTAw,8.73,-59.6,35099,t,2020-04-14 21:34:21.774,1,866900000,12,15,901,4/5,125000,1,1,111114,kSU9
1262,NTUsMTAw,8.64,-93.5,35099,t,2020-04-14 21:34:21.943,1,866900000,12,15,901,4/5,125000,0,1,111117,o5Ie
1263,NTgsMTAw,9.63,-107.2,35099,t,2020-04-14 21:34:21.957,1,866900000,12,15,901,4/5,125000,1,1,111118,k15T
1264,NTksMTAw,6.96,-65,35099,t,2020-04-14 21:34:22.448,1,866900000,12,15,901,4/5,125000,2,1,111114,TkkW
1265,NTQsMTAw,7.02,-75.4,35099,t,2020-04-14 21:34:23.469,1,866900000,12,15,901,4/5,125000,0,1,111115,8r97
1266,NTMsMTAw,6.88,-102.4,35099,t,2020-04-14 21:34:23.754,1,866900000,12,15,901,4/5,125000,0,1,111111,ArdP
1267,NTMsMTAw,11.72,-48,35099,t,2020-04-14 21:34:32.763,1,866900000,12,15,901,4/5,125000,1,1,111120,ArdP
1268,NTMsMTAw,9.77,-55,35099,t,2020-04-14 21:34:33.372,1,866900000,12,15,901,4/5,125000,0,1,111116,1xuF
1269,MTQ2LDEwMA==,9.63,-57.1,34968,t,2020-04-14 21:34:33.527,1,866900000,12,15,1032,4/5,125000,1,1,111117,8r97
1270,MTQ3LDEwMA==,8.98,-82.9,34968,t,2020-04-14 21:34:33.547,1,866900000,12,15,1032,4/5,125000,0,1,111118,B0AC
1271,NTUsMTAw,9.09,-73.7,35099,t,2020-04-14 21:34:34.038,1,866900000,12,15,901,4/5,125000,0,1,111114,BGL7
1272,MTQ2LDEwMA==,7.18,-97.6,34968,t,2020-04-14 21:34:34.076,1,866900000,12,15,1032,4/5,125000,1,1,111111,B0AC
1273,MTQ2LDEwMA==,7.13,-37.8,34968,t,2020-04-14 21:34:40.977,1,866900000,12,15,1032,4/5,125000,0,1,111119,BoSU
1274,NTYsMTAw,9.23,-84.4,35099,t,2020-04-14 21:34:44.349,1,866900000,12,15,901,4/5,125000,0,1,111120,Yasf
1275,NTIsMTAw,7.26,-108.3,35099,t,2020-04-14 21:34:44.39,1,866900000,12,15,901,4/5,125000,0,1,111111,FxeX
1276,NTAsMTAw,7.32,-39.5,35099,t,2020-04-14 21:34:44.481,1,866900000,12,15,901,4/5,125000,2,1,111119,B0AC
1277,NTQsMTAw,8.1,-85.8,35099,t,2020-04-14 21:34:45.128,1,866900000,12,15,901,4/5,125000,2,1,111117,kSU9
1278,MTUwLDEwMA==,8.28,-63.6,34968,t,2020-04-14 21:34:45.585,1,866900000,12,15,1032,4/5,125000,0,1,111115,elOc
1279,NTYsMTAw,6.89,-38.4,35099,t,2020-04-14 21:34:46.836,1,866900000,12,15,901,4/5,125000,0,1,111118,DMrM
1280,NTAsMTAw,9.38,-105.6,35099,t,2020-04-14 21:34:55.449,1,866900000,12,15,901,4/5,125000,0,1,111119,72pB
1281,NTcsMTAw,11.11,-68.9,35099,t,2020-04-14 21:34:55.971,1,866900000,12,15,901,4/5,125000,0,1,111111,HrQI
1282,NTgsMTAw,11.07,-87,35099,t,2020-04-14 21:34:57.267,1,866900000,12,15,901,4/5,125000,0,1,111116,x3ay
1283,MTQ3LDEwMA==,11.63,-72.8,34968,t,2020-04-14 21:34:57.704,1,866900000,12,15,1032,4/5,125000,1,1,111112,HrQI
1284,NTQsMTAw,10.16,-91.1,35099,t,2020-04-14 21:34:58.158,1,866900000,12,15,901,4/5,125000,0,1,111120,nQPh
1285,MTQ2LDEwMA==,7.76,-54.3,34968,t,2020-04-14 21:35:07.481,1,866900000,12,15,1032,4/5,125000,1,1,111120,x3ay
1286,MTUwLDEwMA==,10.57,-111.3,34968,t,2020-04-14 21:35:07.536,1,866900000,12,15,1032,4/5,125000,0,1,111116,nf8g
1287,NTYsMTAw,7.99,-42.2,35099,t,2020-04-14 21:35:08.744,1,866900000,12,15,901,4/5,125000,2,1,111118,x3ay
1288,NTUsMTAw,7.19,-93.7,35099,t,2020-04-14 21:35:19.101,1,866900000,12,15,901,4/5,125000,0,1,111120,JfLn
1289,NTgsMTAw,9.15,-47.7,35099,t,2020-04-14 21:35:19.202,1,866900000,12,15,901,4/5,125000,1,1,111112,nf8g
1290,NTIsMTAw,8.93,-52.4,35099,t,2020-04-14 21:35:19.665,1,866900000,12,15,901,4/5,125000,0,1,111114,9UBm
1291,NTcsMTAw,10.75,-82.9,35099,t,2020-04-14 21:35:20.322,1,866900000,12,15,901,4/5,125000,0,1,111118,ZRcV
1292,MTQ4LDEwMA==,9.33,-63.3,34968,t,2020-04-14 21:35:20.368,1,866900000,12,15,1032,4/5,125000,1,1,111118,JfLn
1293,MTQ2LDEwMA==,10.68,-100.6,34968,t,2020-04-14 21:35:30.768,1,866900000,12,15,1032,4/5,125000,2,1,111119,nf8g
1294,NTYsMTAw,7.75,-47.4,35099,t,2020-04-14 21:35:31.273,1,866900000,12,15,901,4/5,125000,1,1,111113,9UBm
1295,NTksMTAw,10.9,-76.6,35099,t,2020-04-14 21:35:42.368,1,866900000,12,15,901,4/5,125000,2,1,111116,9UBm
1296,NTAsMTAw,11.32,-76.5,35099,t,2020-04-14 21:35:42.811,1,866900000,12,15,901,4/5,125000,0,1,111113,KEQL
1297,NTcsMTAw,8.64,-114.7,35099,t,2020-04-14 21:35:42.857,1,866900000,12,15,901,4/5,125000,0,1,111113,UAQW
1298,NTYsMTAw,8.95,-74.9,35099,t,2020-04-14 21:35:43.523,1,866900000,12,15,901,4/5,125000,1,1,111118,UAQW
1299,NTgsMTAw,10.12,-92.9,35099,t,2020-04-14 21:35:43.552,1,866900000,12,15,901,4/5,125000,0,1,111116,DtJI
1300,MTQ4LDEwMA==,7.63,-47.2,34968,t,2020-04-14 21:35:43.986,1,866900000,12,15,1032,4/5,125000,0,1,111112,KXas
1301,NTYsMTAw,8.29,-83.2,35099,t,2020-04-14 21:35:45.269,1,866900000,12,15,901,4/5,125000,0,1,111117,308w
1302,NTQsMTAw,10.97,-40.8,35099,t,2020-04-14 21:35:46.836,1,866900000,12,15,901,4/5,125000,2,1,111119,UAQW
1303,NTYsMTAw,7.8,-70.9,35099,t,2020-04-14 21:35:52.669,1,866900000,12,15,901,4/5,125000,1,1,111120,DtJI
1304,MTQ3LDEwMA==,9.81,-39.1,34968,t,2020-04-14 21:35:52.899,1,866900000,12,15,1032,4/5,125000,0,1,111114,r5Kj
1305,NTksMTAw,10.4,-105.1,35099,t,2020-04-14 21:35:53.214,1,866900000,12,15,901,4/5,125000,2,1,111119,DtJI
1306,NTAsMTAw,10.25,-74.8,35099,t,2020-04-14 21:35:53.835,1,866900000,12,15,901,4/5,125000,1,1,111116,r5Kj
1307,MTUwLDEwMA==,7.5,-94,34968,t,2020-04-14 21:35:53.948,1,866900000,12,15,1032,4/5,125000,3,1,111116,UAQW
1308,MTUwLDEwMA==,7.64,-114.2,34968,t,2020-04-14 21:35:53.964,1,866900000,12,15,1032,4/5,125000,1,1,111112,KEQL
1309,NTcsMTAw,7.88,-105.7,35099,t,2020-04-14 21:35:54.593,1,866900000,12,15,901,4/5,125000,4,1,111117,UAQW
1310,NTEsMTAw,7.6,-37.7,35099,t,2020-04-14 21:35:55.142,1,866900000,12,15,901,4/5,125000,0,1,111116,ftR6
1311,NTksMTAw,7.12,-100.8,35099,t,2020-04-14 21:35:55.185,1,866900000,12,15,901,4/5,125000,0,1,111120,z73F
1312,NTAsMTAw,9.46,-59.4,35099,t,2020-04-14 21:35:57.659,1,866900000,12,15,901,4/5,125000,3,1,111115,DtJI
1313,NTMsMTAw,11.14,-38.6,35099,t,2020-04-14 21:36:05.562,1,866900000,12,15,901,4/5,125000,4,1,111117,DtJI
1314,NTksMTAw,10.38,-69.6,35099,t,2020-04-14 21:36:06.013,1,866900000,12,15,901,4/5,125000,0,1,111113,6kQe
1315,NTgsMTAw,11.22,-104.7,35099,t,2020-04-14 21:36:06.153,1,866900000,12,15,901,4/5,125000,2,1,111118,r5Kj
1316,NTgsMTAw,9.17,-38.7,35099,t,2020-04-14 21:36:13.536,1,866900000,12,15,901,4/5,125000,0,1,111119,jJ6G
1317,MTQ5LDEwMA==,9.97,-44.9,34968,t,2020-04-14 21:36:17.114,1,866900000,12,15,1032,4/5,125000,1,1,111116,6kQe
1318,MTQ4LDEwMA==,11.02,-88.5,34968,t,2020-04-14 21:36:17.563,1,866900000,12,15,1032,4/5,125000,0,1,111114,yUeb
1319,NTcsMTAw,6.7,-62.3,35099,t,2020-04-14 21:36:17.592,1,866900000,12,15,901,4/5,125000,0,1,111113,o4yz
1320,NTMsMTAw,7.13,-59.4,35099,t,2020-04-14 21:36:18.705,1,866900000,12,15,901,4/5,125000,1,1,111112,yUeb
1321,NTAsMTAw,9.1,-93.8,35099,t,2020-04-14 21:36:20.901,1,866900000,12,15,901,4/5,125000,0,1,111115,qESf
1322,NTcsMTAw,10.04,-105.5,35099,t,2020-04-14 21:36:28.152,1,866900000,12,15,901,4/5,125000,1,1,111117,qESf
1323,NTEsMTAw,7.71,-39.5,35099,t,2020-04-14 21:36:28.691,1,866900000,12,15,901,4/5,125000,0,1,111111,X7ni
1324,NTQsMTAw,10.85,-103.4,35099,t,2020-04-14 21:36:29.749,1,866900000,12,15,901,4/5,125000,0,1,111118,FkJ2
1325,MTUwLDEwMA==,10.95,-43.8,34968,t,2020-04-14 21:36:29.91,1,866900000,12,15,1032,4/5,125000,0,1,111120,9WHV
1326,NTEsMTAw,6.54,-40.7,35099,t,2020-04-14 21:36:38.412,1,866900000,12,15,901,4/5,125000,0,1,111120,cCHv
1327,NTgsMTAw,9.28,-63,35099,t,2020-04-14 21:36:39.527,1,866900000,12,15,901,4/5,125000,1,1,111119,cCHv
1328,MTQ5LDEwMA==,8.55,-112.1,34968,t,2020-04-14 21:36:40.141,1,866900000,12,15,1032,4/5,125000,0,1,111113,ZnkN
1329,NTQsMTAw,10.87,-86.7,35099,t,2020-04-14 21:36:40.304,1,866900000,12,15,901,4/5,125000,0,1,111112,pJPf
1330,MTQ4LDEwMA==,9,-38.2,34968,t,2020-04-14 21:36:41.449,1,866900000,12,15,1032,4/5,125000,0,1,111116,egCH
1331,NTQsMTAw,9.61,-65.7,35099,t,2020-04-14 21:36:44.09,1,866900000,12,15,901,4/5,125000,2,1,111115,cCHv
1332,NTYsMTAw,10.56,-72.3,35099,t,2020-04-14 21:36:50.789,1,866900000,12,15,901,4/5,125000,0,1,111114,2D0K
1333,MTQ5LDEwMA==,11.13,-38.1,34968,t,2020-04-14 21:36:51.908,1,866900000,12,15,1032,4/5,125000,1,1,111119,pJPf
1334,NTgsMTAw,10.59,-105.7,35099,t,2020-04-14 21:36:52.954,1,866900000,12,15,901,4/5,125000,0,1,111118,fkuw
1335,NTAsMTAw,8.83,-70.4,35099,t,2020-04-14 21:36:53.026,1,866900000,12,15,901,4/5,125000,0,1,111116,Oa0s
1336,NTksMTAw,8.97,-58.4,35099,t,2020-04-14 21:36:54.113,1,866900000,12,15,901,4/5,125000,0,1,111118,jidY
1337,MTQ3LDEwMA==,9.18,-95.9,34968,t,2020-04-14 21:37:01.564,1,866900000,12,15,1032,4/5,125000,1,1,111113,Oa0s
1338,MTQ3LDEwMA==,8.62,-88.7,34968,t,2020-04-14 21:37:04.041,1,866900000,12,15,1032,4/5,125000,1,1,111117,fkuw
1339,NTAsMTAw,6.81,-57,35099,t,2020-04-14 21:37:04.919,1,866900000,12,15,901,4/5,125000,0,1,111120,f0pQ
1340,NTEsMTAw,6.76,-87.8,35099,t,2020-04-14 21:37:07.876,1,866900000,12,15,901,4/5,125000,0,1,111119,hJC2
1341,MTQ5LDEwMA==,7.01,-110.6,34968,t,2020-04-14 21:37:11.398,1,866900000,12,15,1032,4/5,125000,0,1,111119,617e
1342,MTQ4LDEwMA==,6.54,-78.9,34968,t,2020-04-14 21:37:14.448,1,866900000,12,15,1032,4/5,125000,2,1,111117,Oa0s
1343,NTAsMTAw,8.13,-79.7,35099,t,2020-04-14 21:37:15.036,1,866900000,12,15,901,4/5,125000,3,1,111114,Oa0s
1344,MTQ3LDEwMA==,8.73,-57.3,34968,t,2020-04-14 21:37:15.585,1,866900000,12,15,1032,4/5,125000,0,1,111118,dvIK
1345,NTgsMTAw,11,-96.8,35099,t,2020-04-14 21:37:16.042,1,866900000,12,15,901,4/5,125000,0,1,111118,6p3q
1346,NTQsMTAw,7,-64,35099,t,2020-04-14 21:37:16.185,1,866900000,12,15,901,4/5,125000,0,1,111116,3E1L
1347,NTAsMTAw,7.7,-96.7,35099,t,2020-04-14 21:37:16.201,1,866900000,12,15,901,4/5,125000,1,1,111114,617e
1348,NTUsMTAw,7.35,-84.3,35099,t,2020-04-14 21:37:16.5,1,866900000,12,15,901,4/5,125000,0,1,111120,FLKu
1349,NTgsMTAw,10.56,-91.5,35099,t,2020-04-14 21:37:26.406,1,866900000,12,15,901,4/5,125000,0,1,111116,sxPK
1350,MTQ2LDEwMA==,8.38,-74.1,34968,t,2020-04-14 21:37:27.736,1,866900000,12,15,1032,4/5,125000,1,1,111112,FLKu
1351,NTksMTAw,7.19,-47.1,35099,t,2020-04-14 21:37:27.791,1,866900000,12,15,901,4/5,125000,1,1,111114,f0pQ
1352,MTQ2LDEwMA==,6.95,-74.6,34968,t,2020-04-14 21:37:27.806,1,866900000,12,15,1032,4/5,125000,1,1,111120,dvIK
1353,NTYsMTAw,8.74,-83,35099,t,2020-04-14 21:37:28.127,1,866900000,12,15,901,4/5,125000,0,1,111112,0V1E
1354,NTYsMTAw,10.83,-102,35099,t,2020-04-14 21:37:28.835,1,866900000,12,15,901,4/5,125000,2,1,111118,FLKu
1355,NTEsMTAw,7.85,-91.7,35099,t,2020-04-14 21:37:39.337,1,866900000,12,15,901,4/5,125000,0,1,111116,YjzN
1356,NTgsMTAw,7.95,-107.7,35099,t,2020-04-14 21:37:39.381,1,866900000,12,15,901,4/5,125000,3,1,111114,FLKu
1357,MTUwLDEwMA==,7.03,-59.4,34968,t,2020-04-14 21:37:40.463,1,866900000,12,15,1032,4/5,125000,1,1,111111,YjzN
1358,MTUwLDEwMA==,8.97,-40.3,34968,t,2020-04-14 21:37:42.053,1,866900000,12,15,1032,4/5,125000,0,1,111115,4LQl
1359,NTYsMTAw,7.53,-109.6,35099,t,2020-04-14 21:37:48.009,1,866900000,12,15,901,4/5,125000,0,1,111111,btBW
1360,MTQ4LDEwMA==,9.64,-43.7,34968,t,2020-04-14 21:37:50.205,1,866900000,12,15,1032,4/5,125000,0,1,111111,eyKl
1361,MTQ3LDEwMA==,8.22,-89.3,34968,t,2020-04-14 21:38:01.259,1,866900000,12,15,1032,4/5,125000,0,1,111116,840o
1362,MTQ2LDEwMA==,10.13,-44.9,34968,t,2020-04-14 21:38:01.663,1,866900000,12,15,1032,4/5,125000,0,1,111113,OYba
1363,NTMsMTAw,11.29,-43.2,35099,t,2020-04-14 21:38:01.753,1,866900000,12,15,901,4/5,125000,1,1,111113,btBW
1364,NTcsMTAw,7.29,-91.4,35099,t,2020-04-14 21:38:02.37,1,866900000,12,15,901,4/5,125000,0,1,111118,S3FF
1365,NTEsMTAw,7.36,-113.6,35099,t,2020-04-14 21:38:02.455,1,866900000,12,15,901,4/5,125000,0,1,111111,gQb4
1366,NTgsMTAw,8.15,-43.8,35099,t,2020-04-14 21:38:02.581,1,866900000,12,15,901,4/5,125000,1,1,111115,OYba
1367,NTksMTAw,8.14,-66.8,35099,t,2020-04-14 21:38:02.643,1,866900000,12,15,901,4/5,125000,0,1,111112,c7R4
1368,NTEsMTAw,9.41,-44.7,35099,t,2020-04-14 21:38:02.859,1,866900000,12,15,901,4/5,125000,0,1,111112,x5wY
1369,NTgsMTAw,11.4,-42.7,35099,t,2020-04-14 21:38:05.724,1,866900000,12,15,901,4/5,125000,2,1,111119,btBW
1370,NTMsMTAw,10.29,-103.5,35099,t,2020-04-14 21:38:11.008,1,866900000,12,15,901,4/5,125000,0,1,111113,3hdg
1371,NTAsMTAw,11.03,-99.8,35099,t,2020-04-14 21:38:11.179,1,866900000,12,15,901,4/5,125000,0,1,111111,eXuZ
1372,NTQsMTAw,7.09,-67,35099,t,2020-04-14 21:38:12.413,1,866900000,12,15,901,4/5,125000,2,1,111118,OYba
1373,NTgsMTAw,8.99,-81.4,35099,t,2020-04-14 21:38:13.343,1,866900000,12,15,901,4/5,125000,1,1,111113,x5wY
1374,MTQ2LDEwMA==,7.78,-45.6,34968,t,2020-04-14 21:38:13.359,1,866900000,12,15,1032,4/5,125000,0,1,111111,1h0W
1375,NTUsMTAw,11.32,-97.4,35099,t,2020-04-14 21:38:13.498,1,866900000,12,15,901,4/5,125000,3,1,111117,btBW
1376,NTksMTAw,8.05,-99.4,35099,t,2020-04-14 21:38:15.726,1,866900000,12,15,901,4/5,125000,1,1,111117,1h0W
1377,NTIsMTAw,8.36,-113.8,35099,t,2020-04-14 21:38:22.79,1,866900000,12,15,901,4/5,125000,0,1,111111,klVo
1378,MTQ5LDEwMA==,6.97,-57,34968,t,2020-04-14 21:38:24.606,1,866900000,12,15,1032,4/5,125000,1,1,111114,klVo
1379,MTQ4LDEwMA==,6.93,-112.8,34968,t,2020-04-14 21:38:25.918,1,866900000,12,15,1032,4/5,125000,0,1,111111,KgKv
1380,NTUsMTAw,6.58,-76.7,35099,t,2020-04-14 21:38:27.153,1,866900000,12,15,901,4/5,125000,0,1,111116,lhnx
1381,NTMsMTAw,10.56,-105.6,35099,t,2020-04-14 21:38:32.557,1,866900000,12,15,901,4/5,125000,0,1,111119,Crka
1382,MTQ2LDEwMA==,8.19,-50.2,34968,t,2020-04-14 21:38:33.668,1,866900000,12,15,1032,4/5,125000,1,1,111120,lhnx
1383,MTQ3LDEwMA==,9.2,-87.2,34968,t,2020-04-14 21:38:35.62,1,866900000,12,15,1032,4/5,125000,1,1,111117,KgKv
1384,MTUwLDEwMA==,10.58,-94.9,34968,t,2020-04-14 21:38:36.233,1,866900000,12,15,1032,4/5,125000,0,1,111111,dZ8U
1385,NTgsMTAw,6.73,-102,35099,t,2020-04-14 21:38:36.758,1,866900000,12,15,901,4/5,125000,1,1,111116,eXuZ
1386,NTIsMTAw,9.14,-70.4,35099,t,2020-04-14 21:38:39.189,1,866900000,12,15,901,4/5,125000,2,1,111120,KgKv
1387,NTcsMTAw,8.79,-66.8,35099,t,2020-04-14 21:38:44.787,1,866900000,12,15,901,4/5,125000,1,1,111119,dZ8U
1388,NTksMTAw,10.48,-103.2,35099,t,2020-04-14 21:38:48.478,1,866900000,12,15,901,4/5,125000,2,1,111116,klVo
1389,NTIsMTAw,11.63,-91.2,35099,t,2020-04-14 21:38:48.609,1,866900000,12,15,901,4/5,125000,3,1,111117,klVo
1390,NTcsMTAw,9.1,-50,35099,t,2020-04-14 21:38:49.744,1,866900000,12,15,901,4/5,125000,0,1,111111,61Lu
1391,NTMsMTAw,9.52,-47.3,35099,t,2020-04-14 21:38:50.318,1,866900000,12,15,901,4/5,125000,0,1,111120,xeMQ
1392,NTQsMTAw,7.3,-48.5,35099,t,2020-04-14 21:38:51.121,1,866900000,12,15,901,4/5,125000,0,1,111120,cUGX
1393,MTQ4LDEwMA==,8.15,-114.4,34968,t,2020-04-14 21:38:57.701,1,866900000,12,15,1032,4/5,125000,0,1,111113,kTTh
1394,NTgsMTAw,11.08,-55.6,35099,t,2020-04-14 21:38:58.799,1,866900000,12,15,901,4/5,125000,0,1,111112,nSML
1395,NTMsMTAw,7.01,-92.2,35099,t,2020-04-14 21:39:01.348,1,866900000,12,15,901,4/5,125000,1,1,111111,nSML
1396,MTUwLDEwMA==,10.4,-112.6,34968,t,2020-04-14 21:39:02.721,1,866900000,12,15,1032,4/5,125000,1,1,111120,61Lu
1397,NTEsMTAw,7.77,-40.7,35099,t,2020-04-14 21:39:10.352,1,866900000,12,15,901,4/5,125000,0,1,111119,Q9xw
1398,NTIsMTAw,9.51,-80.5,35099,t,2020-04-14 21:39:10.506,1,866900000,12,15,901,4/5,125000,0,1,111111,rrWG
1399,NTMsMTAw,8.42,-64.6,35099,t,2020-04-14 21:39:10.934,1,866900000,12,15,901,4/5,125000,0,1,111113,qSVX
1400,MTQ2LDEwMA==,9.52,-57,34968,t,2020-04-14 21:39:13.139,1,866900000,12,15,1032,4/5,125000,0,1,111111,JAor
1401,NTQsMTAw,9.68,-64,35099,t,2020-04-14 21:39:19.509,1,866900000,12,15,901,4/5,125000,1,1,111119,rrWG
1402,NTIsMTAw,7.92,-107.9,35099,t,2020-04-14 21:39:23.409,1,866900000,12,15,901,4/5,125000,0,1,111118,HkS2
1403,NTAsMTAw,10.14,-59.6,35099,t,2020-04-14 21:39:24.883,1,866900000,12,15,901,4/5,125000,0,1,111112,wwTP
1404,NTIsMTAw,10.58,-82.8,35099,t,2020-04-14 21:39:25.735,1,866900000,12,15,901,4/5,125000,0,1,111118,SYVM
1405,NTEsMTAw,9.23,-72.5,35099,t,2020-04-14 21:39:25.933,1,866900000,12,15,901,4/5,125000,1,1,111120,JAor
1406,NTAsMTAw,11.49,-76.8,35099,t,2020-04-14 21:39:25.954,1,866900000,12,15,901,4/5,125000,0,1,111115,jQfX
1407,NTMsMTAw,10.86,-102.8,35099,t,2020-04-14 21:39:26.242,1,866900000,12,15,901,4/5,125000,1,1,111115,HkS2
1408,NTIsMTAw,6.84,-113,35099,t,2020-04-14 21:39:32.422,1,866900000,12,15,901,4/5,125000,0,1,111111,rXo4
1409,NTksMTAw,11.63,-110.3,35099,t,2020-04-14 21:39:33.212,1,866900000,12,15,901,4/5,125000,2,1,111117,HkS2
1410,NTAsMTAw,7.81,-104.9,35099,t,2020-04-14 21:39:33.76,1,866900000,12,15,901,4/5,125000,1,1,111113,wwTP
1411,NTEsMTAw,6.83,-46.3,35099,t,2020-04-14 21:39:33.789,1,866900000,12,15,901,4/5,125000,1,1,111117,qSVX
1412,NTEsMTAw,8.59,-86.4,35099,t,2020-04-14 21:39:35.871,1,866900000,12,15,901,4/5,125000,0,1,111111,neuL
1413,NTgsMTAw,8.67,-67.8,35099,t,2020-04-14 21:39:36.479,1,866900000,12,15,901,4/5,125000,0,1,111116,T8Vf
1414,MTUwLDEwMA==,9.08,-110.4,34968,t,2020-04-14 21:39:43.719,1,866900000,12,15,1032,4/5,125000,0,1,111112,UOOK
1415,NTIsMTAw,10.06,-64.4,35099,t,2020-04-14 21:39:44.842,1,866900000,12,15,901,4/5,125000,1,1,111111,UOOK
1416,MTUwLDEwMA==,8.07,-93.2,34968,t,2020-04-14 21:39:45.065,1,866900000,12,15,1032,4/5,125000,1,1,111119,neuL
1417,NTQsMTAw,8.41,-88.9,35099,t,2020-04-14 21:39:45.219,1,866900000,12,15,901,4/5,125000,2,1,111116,wwTP
1418,NTEsMTAw,8.66,-40.3,35099,t,2020-04-14 21:39:45.381,1,866900000,12,15,901,4/5,125000,3,1,111117,wwTP
1419,MTQ2LDEwMA==,7.03,-46.9,34968,t,2020-04-14 21:39:45.669,1,866900000,12,15,1032,4/5,125000,0,1,111113,pSUF
1420,NTIsMTAw,6.7,-60.1,35099,t,2020-04-14 21:39:48.024,1,866900000,12,15,901,4/5,125000,0,1,111116,mAto
1421,MTQ4LDEwMA==,7.57,-89.7,34968,t,2020-04-14 21:39:49.396,1,866900000,12,15,1032,4/5,125000,2,1,111115,neuL
1422,MTQ3LDEwMA==,8.52,-66.1,34968,t,2020-04-14 21:39:55.303,1,866900000,12,15,1032,4/5,125000,0,1,111112,WdT6
1423,NTQsMTAw,7.49,-57.9,35099,t,2020-04-14 21:39:56.669,1,866900000,12,15,901,4/5,125000,1,1,111112,pSUF
