id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,ap_id,node_id
39,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:38:23.423,111111,ZSRb
40,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:41:14.914,111111,vj49
41,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:43:15.703,111111,Azpd
42,"",[],3028,t,f,t,2020-04-10 12:47:06.789,111111,BEZU
43,"",[],3207,t,f,t,2020-04-10 12:47:07.52,111111,8YL9
44,"",[],3028,t,f,t,2020-04-10 12:48:38.246,111111,6GQ1
45,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:50:49.107,111111,W1BT
46,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:50:49.919,111111,EV8i
47,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:50:50.613,111111,qBTP
48,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:52:01.516,111111,2Agb
49,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:53:22.22,111111,Xq78
50,"",[],3207,t,f,t,2020-04-10 12:53:22.937,111111,AwvM
51,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:53:53.744,111111,RVYZ
52,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:54:54.388,111111,ymA4
53,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:54:55.086,111111,qkA5
54,"",[],3028,t,f,t,2020-04-10 12:55:15.772,111111,hMvd
55,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:57:06.569,111111,SfsH
56,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:57:37.39,111111,0zyq
57,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:57:38.016,111111,gPeP
58,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:57:38.718,111111,mGUh
59,"",[],3207,t,f,t,2020-04-10 12:58:00.183,111111,TAOV
60,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:58:31.042,111111,dnUP
61,"",[],3028,t,f,t,2020-04-10 12:58:31.676,111111,ONeQ
62,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:58:31.726,111111,L84q
63,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:58:32.386,111111,DpGD
64,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:58:43.025,111111,HDfa
65,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:58:43.577,111111,LofR
66,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:58:43.607,111111,onzX
67,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 12:58:44.296,111111,CvhW
68,"",[],3207,t,f,t,2020-04-10 12:58:44.355,111111,hXM6
69,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 12:59:45.078,111111,HAuL
70,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:00:05.863,111111,M0Ca
71,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:00:06.59,111111,xHKw
72,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:00:07.307,111111,gOZ5
73,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:00:28.086,111111,UfXu
74,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:00:48.872,111111,VqNJ
75,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:00:59.466,111111,ZPdy
76,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:01:40.283,111111,tYRO
77,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:01:51.163,111111,hH58
78,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:01:51.72,111111,MsRh
79,"",[],3207,t,f,t,2020-04-10 13:03:22.76,111111,oBC1
80,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:03:34.132,111111,NSxf
81,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:06:34.992,111111,9ygb
319,"",[],3053,t,f,t,2020-04-10 17:20:34.926,333333,35Ww
82,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:06:45.843,111111,9MMD
83,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:06:56.596,111111,LMUT
84,"",[],3028,t,f,t,2020-04-10 13:07:47.389,111111,bMKY
85,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:08:17.997,111111,7Tfj
86,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:08:28.76,111111,1DJ2
87,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:08:29.508,111111,3tos
88,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:08:40.585,111111,XizK
89,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:09:12.067,111111,YO7G
90,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:09:13.12,111111,k6Uy
91,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:10:13.919,111111,IhVP
92,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:12:24.893,111111,SnJg
93,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:13:05.693,111111,VB5G
94,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:13:56.541,111111,rveK
95,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:14:17.323,111111,VthF
96,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:15:08.195,111111,9eJE
97,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:15:29.138,111111,etNM
98,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:16:39.86,111111,uK9h
99,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:20:40.915,111111,cbun
100,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:21:01.818,111111,F6Qc
101,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:21:02.48,111111,mffj
102,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:21:43.45,111111,Ocqa
103,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:21:44.005,111111,90tG
104,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:22:44.818,111111,BOIv
105,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:23:25.68,111111,EmNr
106,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:23:26.539,111111,Eroy
107,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:23:27.256,111111,i4iC
108,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:23:58.167,111111,DOjN
109,"",[],3207,t,f,t,2020-04-10 13:23:58.861,111111,OvKI
110,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:25:19.753,111111,Skez
111,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 13:25:40.549,111111,guB6
112,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 13:26:11.5,111111,5qno
113,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 14:55:40.441,111111,MtzP
114,"",[],3207,t,f,t,2020-04-10 15:07:49.556,111111,Mmdl
115,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:08:00.511,111111,jQ1u
116,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:09:31.447,111111,v85z
117,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:10:12.303,111111,Ru1A
118,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:10:43.096,111111,mc5V
119,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:13:04.301,111111,YiqN
120,"",[],3207,t,f,t,2020-04-10 15:18:26.698,111111,eBHH
121,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:41:42.192,111111,a77e
122,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:41:49.041,222222,jLFz
123,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:41:52.782,111111,7OIr
124,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:42:59.681,222222,a1hM
125,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:43:13.433,111111,0G9J
126,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:43:24.023,111111,GxJ9
127,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:43:34.623,111111,dHjj
128,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:43:55.263,111111,MJKa
129,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:44:35.864,111111,7wmc
130,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:44:56.461,111111,NQiU
131,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:45:00.382,222222,aiBD
132,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:46:07.1,111111,LED7
133,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:46:17.724,111111,1sO8
134,"",[],3207,t,f,t,2020-04-10 15:46:28.323,111111,BrIj
135,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:46:38.916,111111,vwAU
136,"",[],3028,t,f,t,2020-04-10 15:47:19.538,111111,oBC1
137,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:47:21.098,222222,mAto
138,"",[],3207,t,f,t,2020-04-10 15:48:21.811,222222,Tg0Q
139,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:48:42.41,222222,UVjx
140,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:48:53.002,222222,sJRD
141,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:49:20.22,111111,s3EY
142,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:50:00.835,111111,Fd8V
143,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:50:23.667,222222,jPTf
144,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:50:31.72,111111,wYGo
145,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:53:04.379,222222,MKmR
146,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:53:14.973,222222,F1pJ
147,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:53:52.489,111111,V7uM
148,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:55:05.643,222222,eyZ3
149,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:56:06.284,222222,og0S
150,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:56:26.886,222222,zR7l
151,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:57:33.283,111111,dWkf
152,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:57:43.943,111111,bRYi
153,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:58:04.54,111111,6QLS
154,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:58:15.154,111111,Fvgw
155,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:58:55.771,111111,VzWt
156,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:59:06.363,111111,VcvN
157,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:59:16.948,111111,RX7I
158,"",[],3028,t,f,t,2020-04-10 15:59:37.647,222222,xHKw
159,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:59:48.235,222222,bNi2
160,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 15:59:57.565,111111,gOZ5
161,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 15:59:58.828,222222,Mmdl
162,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:00:09.417,222222,BbpI
163,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:00:20.01,222222,TKbk
164,"",[],3028,t,f,t,2020-04-10 16:00:28.179,111111,eBHH
165,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:00:38.767,111111,LZSY
166,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:00:59.404,111111,wj5T
167,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:01:50.679,222222,P76q
168,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:02:31.29,222222,k6Uy
169,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:02:51.892,222222,DfzV
170,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:03:22.49,222222,zvPH
171,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:03:43.098,222222,uir2
172,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:03:50.14,111111,VOI8
173,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:03:53.699,222222,g7Bl
174,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:04:20.753,111111,xKgy
175,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:05:44.384,222222,mEoR
176,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:05:51.638,111111,kPOe
177,"",[],3207,t,f,t,2020-04-10 16:05:55,222222,ySwL
178,"",[],3028,t,f,t,2020-04-10 16:06:05.588,222222,7gfV
179,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:06:26.188,222222,RVYZ
180,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:07:02.289,111111,xGaO
181,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:07:36.856,222222,wNcS
182,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:07:59.327,222222,cCHv
183,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:09:50.043,222222,vTXQ
184,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:09:53.065,111111,y90Y
185,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:10:40.683,222222,Noya
186,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:10:43.708,111111,FbsK
187,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:10:54.306,111111,tzTG
188,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:11:25.035,111111,e0f8
189,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:11:41.327,222222,ch6M
190,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:12:05.668,111111,Rylx
191,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:13:02.005,222222,RWdX
192,"",[],3207,t,f,t,2020-04-10 16:14:26.378,111111,hH58
193,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:14:42.686,222222,gKHL
194,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:14:53.289,222222,mOCQ
195,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:15:17.006,111111,WILL
196,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:15:27.595,111111,GByd
197,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:16:43.972,222222,Y63j
198,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:17:08.262,111111,ZS4x
199,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:17:38.86,111111,TAoW
200,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:17:49.45,111111,CCAa
201,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:18:24.631,222222,StzA
202,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:18:45.228,222222,7S7e
203,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:19:06.304,222222,z1Y5
204,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:19:30.173,111111,onkw
205,"",[],3207,t,f,t,2020-04-10 16:20:06.936,222222,GuVu
206,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:20:17.528,222222,wyXp
207,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:20:30.824,111111,QSCN
208,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:21:38.18,222222,f2x4
209,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:21:48.78,222222,Ocqa
210,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:22:19.492,222222,ivbG
211,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:22:51.528,111111,WL1n
212,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:23:00.115,222222,WRZr
213,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:25:12.28,111111,lC7S
214,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:28:21.07,222222,iw48
215,"",[],3207,t,f,t,2020-04-10 16:28:41.66,222222,tdVr
216,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:29:03.052,111111,KmoT
217,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:29:42.297,222222,qVqH
218,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:31:22.968,222222,5XFO
219,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:31:23.763,111111,EV8i
220,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:34:34.502,111111,QS2w
221,"",[],3207,t,f,t,2020-04-10 16:34:53.758,222222,2Agb
222,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:35:54.39,222222,Lw8o
223,"",[],3207,t,f,t,2020-04-10 16:36:14.989,222222,r80N
224,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:37:35.681,222222,iaqp
225,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",3008,t,f,t,2020-04-10 16:38:05.286,111111,6T1V
226,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:38:06.289,222222,EiGg
227,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",3187,t,f,t,2020-04-10 16:38:15.892,111111,1VyA
