id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,msg_group_number,ap_id,node_id
53298,MTE0LDEwMA==,8.7,-42.5,31975,t,2020-04-12 15:14:46.965,48,111111,Pip2
53299,MTMyLDEwMA==,9.09,-56.6,31975,t,2020-04-12 15:14:50.207,70,222222,M2oC
53300,NzIsMTAw,8.3,-44.1,32975,t,2020-04-12 15:14:56.016,71,333333,M2oC
53301,NTYsMTAw,7.34,-62.7,32975,t,2020-04-12 15:14:56.978,53,111111,KWoS
53302,NTAsMTAw,10.36,-78.4,32975,t,2020-04-12 15:15:00.217,71,222222,U7N3
53303,MTEzLDEwMA==,9.02,-92.8,31975,t,2020-04-12 15:15:06.026,72,333333,U7N3
53304,NjMsMTAw,7.72,-71.8,32975,t,2020-04-12 15:15:07.636,52,111111,giC3
53305,NzAsMTAw,7.82,-65.7,32975,t,2020-04-12 15:15:10.795,70,222222,Gjr8
53306,MTIxLDEwMA==,6.79,-106.5,31975,t,2020-04-12 15:15:16.032,71,333333,Gjr8
53307,MTAwLDEwMA==,9.98,-88.7,31975,t,2020-04-12 15:15:17.582,50,111111,TKdZ
53308,ODIsMTAw,8.52,-85,32975,t,2020-04-12 15:15:20.809,71,222222,7lH1
53309,MTM1LDEwMA==,9.96,-102.1,31975,t,2020-04-12 15:15:26.041,72,333333,7lH1
53310,MTQ3LDEwMA==,10.97,-56.5,31975,t,2020-04-12 15:15:27.6,53,111111,t8on
53311,MTQ3LDEwMA==,9.88,-43.6,31975,t,2020-04-12 15:15:30.818,70,222222,D6TE
53312,MTEzLDEwMA==,6.7,-63.3,31975,t,2020-04-12 15:15:36.048,71,333333,D6TE
53313,NTQsMTAw,6.72,-48.1,32975,t,2020-04-12 15:15:38.193,52,111111,Db41
53314,MTAyLDEwMA==,8.3,-67.3,31975,t,2020-04-12 15:15:41.405,67,222222,q4jB
53315,MTE1LDEwMA==,7.07,-76.6,31975,t,2020-04-12 15:15:46.071,68,333333,q4jB
53316,NzMsMTAw,8.04,-101.8,32975,t,2020-04-12 15:15:48.778,52,111111,nHbO
53317,ODQsMTAw,9.81,-107.3,32975,t,2020-04-12 15:15:51.415,70,222222,0WFb
53318,MTI2LDEwMA==,9.35,-65.1,31975,t,2020-04-12 15:15:56.127,71,333333,0WFb
53319,MTM5LDEwMA==,9.23,-57.1,31975,t,2020-04-12 15:15:58.788,54,111111,JTV7
53320,NTgsMTAw,6.5,-50.2,32975,t,2020-04-12 15:16:01.425,66,222222,uJ5i
53321,MTAwLDEwMA==,10.62,-78.1,31975,t,2020-04-12 15:16:06.078,67,333333,uJ5i
53322,NjgsMTAw,8.07,-91.7,32975,t,2020-04-12 15:16:08.796,48,111111,uwOt
53323,NjgsMTAw,11.33,-59.6,32975,t,2020-04-12 15:16:12.018,65,222222,fBr9
53324,MTA1LDEwMA==,8.15,-56.9,31975,t,2020-04-12 15:16:16.085,66,333333,fBr9
53325,MTAwLDEwMA==,8.01,-80.5,31975,t,2020-04-12 15:16:18.804,48,111111,RVYZ
53326,NzEsMTAw,9.85,-88.6,32975,t,2020-04-12 15:16:22.239,66,222222,ZLiV
53327,NTcsMTAw,9.42,-84.3,32975,t,2020-04-12 15:16:26.098,67,333333,ZLiV
53328,MTM5LDEwMA==,9.99,-72.9,31975,t,2020-04-12 15:16:29.438,52,111111,W4Ly
53329,NjMsMTAw,9.56,-48.9,32975,t,2020-04-12 15:16:32.611,68,222222,IcMo
53330,NzEsMTAw,8.21,-108,32975,t,2020-04-12 15:16:36.816,69,333333,IcMo
53331,NjUsMTAw,8.08,-44.3,32975,t,2020-04-12 15:16:39,48,111111,vPkA
53332,NTMsMTAw,7.5,-50.3,32975,t,2020-04-12 15:16:42.56,68,222222,FR2S
53333,MTQ3LDEwMA==,10.35,-103.8,31975,t,2020-04-12 15:16:46.779,69,333333,FR2S
53334,MTUwLDEwMA==,7.3,-35.3,31975,t,2020-04-12 15:16:48.835,51,111111,8zy9
53335,NTMsMTAw,11.48,-101.6,32975,t,2020-04-12 15:16:53.577,66,222222,uydL
53336,NTIsMTAw,11.63,-39.6,32975,t,2020-04-12 15:16:57.387,67,333333,uydL
53337,MTAxLDEwMA==,8.63,-103.8,31975,t,2020-04-12 15:16:59.43,47,111111,0TsX
53338,NzIsMTAw,7.32,-45.5,32975,t,2020-04-12 15:17:04.172,61,222222,tS1V
53339,ODYsMTAw,9.7,-107.6,32975,t,2020-04-12 15:17:07.98,62,333333,tS1V
53340,OTgsMTAw,10.17,-66.5,32975,t,2020-04-12 15:17:09.439,53,111111,46pf
53341,NjcsMTAw,7.35,-89.1,32975,t,2020-04-12 15:17:14.179,64,222222,3azV
53342,ODUsMTAw,8.54,-86.4,32975,t,2020-04-12 15:17:17.979,65,333333,3azV
53343,MTQ3LDEwMA==,8.93,-67,31975,t,2020-04-12 15:17:19.455,52,111111,TCnm
53344,NzUsMTAw,8.65,-73.3,32975,t,2020-04-12 15:17:24.19,62,222222,1sDM
53345,OTMsMTAw,9.03,-102.8,32975,t,2020-04-12 15:17:27.993,63,333333,1sDM
53346,NTAsMTAw,9.64,-78.4,32975,t,2020-04-12 15:17:30.145,51,111111,cQQI
53347,MTQwLDEwMA==,8.13,-110.6,31975,t,2020-04-12 15:17:34.201,64,222222,FEwg
53348,NTIsMTAw,6.91,-108.2,32975,t,2020-04-12 15:17:38.003,65,333333,FEwg
53349,ODksMTAw,10.87,-109.7,32975,t,2020-04-12 15:17:41.521,50,111111,wfU2
53350,NjAsMTAw,7.39,-81.8,32975,t,2020-04-12 15:17:44.206,63,222222,AmbT
53351,MTA4LDEwMA==,9.36,-77.3,31975,t,2020-04-12 15:17:48.59,64,333333,AmbT
53352,MTMyLDEwMA==,6.52,-57.9,31975,t,2020-04-12 15:17:51.516,47,111111,ag9q
53353,MTM2LDEwMA==,9.29,-47.7,31975,t,2020-04-12 15:17:54.219,63,222222,Vt4R
53354,OTksMTAw,10.48,-99.6,32975,t,2020-04-12 15:17:58.597,64,333333,Vt4R
53355,MTI1LDEwMA==,7.47,-110,31975,t,2020-04-12 15:18:01.598,48,111111,1DJ2
53356,NzksMTAw,7.04,-95.8,32975,t,2020-04-12 15:18:04.235,61,222222,xxt0
53357,MTM0LDEwMA==,6.74,-79.9,31975,t,2020-04-12 15:18:08.613,62,333333,xxt0
53358,NjcsMTAw,8.81,-106.9,32975,t,2020-04-12 15:18:11.534,56,111111,Qmvg
53359,MTA5LDEwMA==,11.3,-85.6,31975,t,2020-04-12 15:18:14.24,61,222222,ZsxG
53360,NTYsMTAw,7.65,-37,32975,t,2020-04-12 15:18:18.614,62,333333,ZsxG
53361,NjksMTAw,9.35,-61.4,32975,t,2020-04-12 15:18:21.543,52,111111,CsQo
53362,MTExLDEwMA==,7.12,-93.9,31975,t,2020-04-12 15:18:24.248,63,222222,m74Y
53363,OTAsMTAw,11.15,-114.7,32975,t,2020-04-12 15:18:29.201,64,333333,m74Y
53364,NzEsMTAw,11.4,-36.2,32975,t,2020-04-12 15:18:31.548,49,111111,7dR7
53365,ODUsMTAw,9.62,-92.8,32975,t,2020-04-12 15:18:34.259,64,222222,AzJn
53366,MTI1LDEwMA==,8.73,-49.9,31975,t,2020-04-12 15:18:39.208,65,333333,AzJn
53367,MTI4LDEwMA==,9.13,-47.8,31975,t,2020-04-12 15:18:41.562,52,111111,Noya
53368,NzcsMTAw,11.73,-68.5,32975,t,2020-04-12 15:18:44.274,61,222222,xZKq
53369,MTE0LDEwMA==,9.87,-100,31975,t,2020-04-12 15:18:49.219,62,333333,xZKq
53370,MTA1LDEwMA==,7.41,-47.1,31975,t,2020-04-12 15:18:51.581,53,111111,S3FF
53371,NjAsMTAw,6.81,-45.1,32975,t,2020-04-12 15:18:54.276,63,222222,jLFz
53372,OTksMTAw,9.04,-53.7,32975,t,2020-04-12 15:18:59.226,64,333333,jLFz
53373,MTAzLDEwMA==,10.27,-62.7,31975,t,2020-04-12 15:19:01.581,48,111111,KZu7
53374,MTAxLDEwMA==,10.08,-91.5,31975,t,2020-04-12 15:19:04.285,61,222222,W96h
53375,MTEzLDEwMA==,10.73,-111.5,31975,t,2020-04-12 15:19:09.445,62,333333,W96h
53376,MTA0LDEwMA==,11.67,-69.2,31975,t,2020-04-12 15:19:11.595,51,111111,9SkO
53377,OTQsMTAw,10,-56.6,32975,t,2020-04-12 15:19:14.289,63,222222,x2oX
53378,NzQsMTAw,7.24,-44.4,32975,t,2020-04-12 15:19:19.24,64,333333,x2oX
53379,MTEwLDEwMA==,7.75,-78.2,31975,t,2020-04-12 15:19:21.648,48,111111,0zyq
53380,NTMsMTAw,10.22,-60.7,32975,t,2020-04-12 15:19:24.3,62,222222,q4Dm
53381,NTksMTAw,11.46,-89.3,32975,t,2020-04-12 15:19:29.249,63,333333,q4Dm
53382,MTE1LDEwMA==,10.49,-55.7,31975,t,2020-04-12 15:19:31.617,45,111111,f1r9
53383,MTA2LDEwMA==,9.27,-64.9,31975,t,2020-04-12 15:19:34.881,63,222222,ySwL
53384,OTAsMTAw,10.05,-65.6,32975,t,2020-04-12 15:19:39.845,64,333333,ySwL
53385,MTAwLDEwMA==,9.95,-71.1,31975,t,2020-04-12 15:19:41.621,49,111111,SfsH
53386,MTI0LDEwMA==,10.23,-67.2,31975,t,2020-04-12 15:19:44.894,57,222222,qFRD
53387,MTA4LDEwMA==,9.96,-46.5,31975,t,2020-04-12 15:19:49.848,58,333333,qFRD
53388,NjAsMTAw,9.43,-106.9,32975,t,2020-04-12 15:19:51.636,53,111111,Bhyu
53389,MTM0LDEwMA==,8.65,-91.5,31975,t,2020-04-12 15:19:54.907,58,222222,WiRi
53390,NjUsMTAw,8.46,-105.6,32975,t,2020-04-12 15:19:59.864,59,333333,WiRi
53391,MTI5LDEwMA==,7.74,-107.7,31975,t,2020-04-12 15:20:01.642,52,111111,KjD4
53392,MTA5LDEwMA==,10.87,-46.6,31975,t,2020-04-12 15:20:04.918,59,222222,EoMu
53393,MTE2LDEwMA==,10.69,-47.9,31975,t,2020-04-12 15:20:09.864,60,333333,EoMu
53394,MTM3LDEwMA==,10.2,-49.2,31975,t,2020-04-12 15:20:11.667,51,111111,UfEC
53395,NzksMTAw,11.14,-100.5,32975,t,2020-04-12 15:20:14.944,58,222222,4o2T
53396,NjQsMTAw,8.66,-55.2,32975,t,2020-04-12 15:20:19.881,59,333333,4o2T
53397,MTIwLDEwMA==,7.05,-87.6,31975,t,2020-04-12 15:20:21.738,51,111111,NEg7
53398,MTAyLDEwMA==,10.69,-52.3,31975,t,2020-04-12 15:20:24.93,57,222222,Ajb8
53399,NzksMTAw,10.26,-73.9,32975,t,2020-04-12 15:20:29.896,58,333333,Ajb8
53400,MTQ2LDEwMA==,10.74,-67.4,31975,t,2020-04-12 15:20:31.798,48,111111,cX1q
53401,MTMyLDEwMA==,10.25,-113.9,31975,t,2020-04-12 15:20:34.949,58,222222,eyXW
53402,MTExLDEwMA==,9.88,-65.8,31975,t,2020-04-12 15:20:39.912,59,333333,eyXW
53403,ODgsMTAw,10.53,-67.6,32975,t,2020-04-12 15:20:42.569,52,111111,6AEI
53404,MTI0LDEwMA==,11.21,-90.5,31975,t,2020-04-12 15:20:44.965,58,222222,ot3w
53405,MTE4LDEwMA==,7.33,-111.4,31975,t,2020-04-12 15:20:49.905,59,333333,ot3w
53406,NzEsMTAw,10.87,-100.3,32975,t,2020-04-12 15:20:52.517,46,111111,LHvD
53407,NzMsMTAw,7.16,-112,32975,t,2020-04-12 15:20:54.957,56,222222,OcGm
53408,NzgsMTAw,8.19,-77.7,32975,t,2020-04-12 15:20:59.928,57,333333,OcGm
53409,NjEsMTAw,7.45,-97.5,32975,t,2020-04-12 15:21:02.528,50,111111,ct5n
53410,MTQ4LDEwMA==,8.44,-67.4,31975,t,2020-04-12 15:21:04.964,59,222222,MiMg
53411,ODIsMTAw,9.33,-100.2,32975,t,2020-04-12 15:21:09.914,60,333333,MiMg
53412,MTA2LDEwMA==,11.16,-68,31975,t,2020-04-12 15:21:12.54,53,111111,Acnt
53413,MTMzLDEwMA==,8.19,-114.7,31975,t,2020-04-12 15:21:15.553,56,222222,RvTE
53414,MTEwLDEwMA==,10,-60.4,31975,t,2020-04-12 15:21:19.926,57,333333,RvTE
53415,MTE3LDEwMA==,10.31,-101.5,31975,t,2020-04-12 15:21:22.546,50,111111,SBCe
53416,MTM2LDEwMA==,10.19,-54,31975,t,2020-04-12 15:21:25.561,58,222222,Tg0Q
53417,NTcsMTAw,10.41,-108.7,32975,t,2020-04-12 15:21:29.932,59,333333,Tg0Q
53418,MTQ0LDEwMA==,9.17,-45.4,31975,t,2020-04-12 15:21:32.551,53,111111,IzCt
53419,NTMsMTAw,8.45,-56,32975,t,2020-04-12 15:21:35.571,55,222222,Jx78
53420,NjQsMTAw,9.93,-73.8,23900,t,2020-04-12 15:21:40.539,56,333333,Jx78
53421,MTI1LDEwMA==,10.16,-104.2,31975,t,2020-04-12 15:21:42.562,48,111111,NDSF
53422,MTMwLDEwMA==,9.62,-51.3,31975,t,2020-04-12 15:21:46.16,56,222222,1cZ7
53423,NzIsMTAw,7.09,-86.6,23900,t,2020-04-12 15:21:50.547,57,333333,1cZ7
53424,NjYsMTAw,7.53,-93.9,32975,t,2020-04-12 15:21:52.601,53,111111,vKsb
53425,NTQsMTAw,7.25,-73.4,32975,t,2020-04-12 15:21:56.164,58,222222,5NjV
53426,NzAsMTAw,9.97,-61.9,23900,t,2020-04-12 15:22:00.558,59,333333,5NjV
53427,MTEwLDEwMA==,10.25,-41.7,31975,t,2020-04-12 15:22:02.862,46,111111,wfuN
53428,MTQ2LDEwMA==,7.42,-56.9,31975,t,2020-04-12 15:22:06.965,55,222222,XPyW
53429,NzgsMTAw,7.22,-50.4,23900,t,2020-04-12 15:22:11.576,56,333333,XPyW
53430,MTQ4LDEwMA==,6.7,-81,31975,t,2020-04-12 15:22:13.177,47,111111,oDOC
53431,NjksMTAw,10.91,-36.1,32975,t,2020-04-12 15:22:18.981,56,222222,eyZ3
53432,NjMsMTAw,10.83,-106.3,23900,t,2020-04-12 15:22:20.571,57,333333,eyZ3
53433,MTMzLDEwMA==,11.58,-63.9,31975,t,2020-04-12 15:22:23.94,75,111111,yNLs
53434,MTQ1LDEwMA==,8.12,-99.6,31975,t,2020-04-12 15:22:27.571,55,222222,fwHU
53435,NjQsMTAw,9.3,-51.6,32975,t,2020-04-12 15:22:29.556,94,444444,KmoT
53436,ODcsMTAw,7.9,-83.2,23900,t,2020-04-12 15:22:30.581,56,333333,fwHU
53437,NjgsMTAw,9.59,-99.7,32975,t,2020-04-12 15:22:33.944,46,111111,Lkhz
53438,NzAsMTAw,10.12,-89.9,32975,t,2020-04-12 15:22:37.608,55,222222,jQTe
53439,ODIsMTAw,11.37,-46.9,32975,t,2020-04-12 15:22:39.592,90,444444,meQy
53440,MTAzLDEwMA==,7.58,-62.5,23900,t,2020-04-12 15:22:40.588,56,333333,jQTe
53441,NzMsMTAw,9.71,-95.2,32975,t,2020-04-12 15:22:43.97,47,111111,eAeL
53442,NzAsMTAw,8.5,-42.1,32975,t,2020-04-12 15:22:47.65,56,222222,qBKP
53443,MTEwLDEwMA==,8.53,-36.8,31975,t,2020-04-12 15:22:49.58,87,444444,qNkd
53444,MTIyLDEwMA==,10.01,-71.1,23900,t,2020-04-12 15:22:50.598,57,333333,qBKP
53445,MTQ4LDEwMA==,7.42,-78.8,31975,t,2020-04-12 15:22:53.999,51,111111,fToX
53446,OTAsMTAw,6.75,-66.9,32975,t,2020-04-12 15:22:57.591,55,222222,ME9f
53447,MTIyLDEwMA==,7.7,-60.6,31975,t,2020-04-12 15:22:59.585,82,444444,rawO
53448,MTM5LDEwMA==,11.12,-44.1,23900,t,2020-04-12 15:23:00.609,56,333333,ME9f
53449,MTA2LDEwMA==,10.87,-51.3,31975,t,2020-04-12 15:23:04.634,49,111111,M9Wl
53450,ODMsMTAw,6.56,-102.6,32975,t,2020-04-12 15:23:07.605,55,222222,Hfab
53451,ODgsMTAw,8.58,-88.5,32975,t,2020-04-12 15:23:09.592,78,444444,Vz1w
53452,MTExLDEwMA==,8.83,-108.7,23900,t,2020-04-12 15:23:10.626,56,333333,Hfab
53453,MTM1LDEwMA==,8.9,-68.1,31975,t,2020-04-12 15:23:14.636,65,111111,x2oX
