id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,frequency,spf,power,airtime,coderate,bandwidth,msg_group_number,message_type_id,ap_id,node_id
10986,ODYsMTAw,9.25,-109.4,35767,t,2020-04-13 15:19:29.135,866100000,10,14,233,4/5,125000,2,1,333333,2pab
10987,MTQzLDEwMA==,9.36,-103,35954,t,2020-04-13 15:19:29.774,866100000,7,13,46,4/5,125000,5,1,222222,1VyA
10988,NTEsMTAw,10.72,-43,35960,t,2020-04-13 15:19:29.874,866900000,7,14,40,4/5,125000,6,1,000000,5nVK
10989,NzUsMTAw,11.64,-113,35960,t,2020-04-13 15:19:31.682,866100000,7,10,40,4/5,125000,6,1,333333,1VyA
10990,OTksMTAw,11.6,-44.1,35960,t,2020-04-13 15:19:32.095,866100000,7,11,40,4/5,125000,7,1,FFFFFF,VMA9
10991,NzYsMTAw,10.38,-106.1,35872,t,2020-04-13 15:19:32.372,866100000,9,15,128,4/5,125000,2,1,888888,a2xV
10992,NzAsMTAw,7.05,-42.2,35960,t,2020-04-13 15:19:32.636,866100000,7,8,40,4/5,125000,5,1,111111,XizK
10993,ODcsMTAw,9.33,-88.1,35872,t,2020-04-13 15:19:33.079,866100000,9,15,128,4/5,125000,1,1,777777,4068
10994,MTA4LDEwMA==,8.14,-101.6,35954,t,2020-04-13 15:19:33.894,866100000,7,11,46,4/5,125000,2,1,444444,5roy
10995,NzksMTAw,11.51,-113.4,35960,t,2020-04-13 15:19:33.93,866100000,7,11,40,4/5,125000,7,1,555555,kn7S
10996,OTMsMTAw,7.83,-90.2,35505,t,2020-04-13 15:19:35.603,866100000,11,15,495,4/5,125000,0,1,DDDDDD,23sN
10997,MTIwLDEwMA==,8.99,-40.6,35734,t,2020-04-13 15:19:36.554,866100000,10,14,266,4/5,125000,1,1,999999,qqRf
10998,NjUsMTAw,10.67,-109.9,35929,t,2020-04-13 15:19:37.486,866100000,8,14,71,4/5,125000,6,1,GGGGGG,NSn7
10999,NzQsMTAw,11.18,-89.6,35960,t,2020-04-13 15:19:38.996,866100000,7,11,40,4/5,125000,7,1,666666,55OR
11000,MTIyLDEwMA==,9.38,-75.3,35734,t,2020-04-13 15:19:39.141,866100000,10,14,266,4/5,125000,1,1,333333,Ftgy
11001,MTI0LDEwMA==,10.14,-113.9,35954,t,2020-04-13 15:19:39.787,866100000,7,13,46,4/5,125000,4,1,222222,blt7
11002,NTksMTAw,9.79,-82.6,35960,t,2020-04-13 15:19:40.361,866900000,7,14,40,4/5,125000,1,1,CCCCCC,23sN
11003,ODUsMTAw,8.1,-93.5,35960,t,2020-04-13 15:19:40.459,866100000,7,9,40,4/5,125000,6,1,000000,IVHS
11004,MTM4LDEwMA==,6.68,-39.3,35954,t,2020-04-13 15:19:41.559,866100000,7,10,46,4/5,125000,5,1,333333,blt7
11005,MTExLDEwMA==,8.39,-91.4,35954,t,2020-04-13 15:19:42.041,866100000,7,11,46,4/5,125000,4,1,FFFFFF,ZH7e
11006,ODYsMTAw,11.64,-83.4,35872,t,2020-04-13 15:19:42.382,866100000,9,15,128,4/5,125000,2,1,888888,VbVj
11007,ODEsMTAw,10.42,-110.5,35505,t,2020-04-13 15:19:42.446,866100000,11,14,495,4/5,125000,2,1,EEEEEE,23sN
11008,NTIsMTAw,10.12,-63.4,35960,t,2020-04-13 15:19:42.637,866900000,7,14,40,4/5,125000,6,1,111111,m6kp
11009,NjksMTAw,6.71,-61.2,35872,t,2020-04-13 15:19:43.088,866100000,9,15,128,4/5,125000,1,1,777777,2WEi
11010,OTksMTAw,9.07,-60.4,35960,t,2020-04-13 15:19:43.898,866100000,7,11,40,4/5,125000,7,1,444444,8Sug
11011,ODIsMTAw,10.63,-48,35960,t,2020-04-13 15:19:43.936,866100000,7,11,40,4/5,125000,5,1,555555,cSVS
11012,ODgsMTAw,10.19,-40,35505,t,2020-04-13 15:19:45.611,866100000,11,15,495,4/5,125000,0,1,DDDDDD,6uEP
11013,MTUwLDEwMA==,9.86,-50.3,35954,t,2020-04-13 15:19:47.222,866900000,7,14,46,4/5,125000,7,1,GGGGGG,a77e
11014,MTEwLDEwMA==,9.86,-36.6,35954,t,2020-04-13 15:19:49.004,866100000,7,11,46,4/5,125000,6,1,666666,ArdP
11015,MTM1LDEwMA==,10.52,-88.7,35734,t,2020-04-13 15:19:49.148,866100000,10,14,266,4/5,125000,1,1,333333,qWAd
11016,MTM0LDEwMA==,7.98,-62,35954,t,2020-04-13 15:19:49.795,866100000,7,13,46,4/5,125000,5,1,222222,D1D4
11017,NTgsMTAw,8.03,-65.4,35960,t,2020-04-13 15:19:50.471,866900000,7,14,40,4/5,125000,4,1,000000,8UW0
11018,ODUsMTAw,9.86,-70.7,35099,t,2020-04-13 15:19:50.947,866100000,12,15,901,4/5,125000,1,1,CCCCCC,6uEP
11019,MTE4LDEwMA==,9.18,-38.7,35954,t,2020-04-13 15:19:51.569,866100000,7,10,46,4/5,125000,6,1,333333,D1D4
11020,NjgsMTAw,6.67,-112.3,35960,t,2020-04-13 15:19:52.047,866100000,7,11,40,4/5,125000,7,1,FFFFFF,SbQV
11021,MTMzLDEwMA==,11.03,-53.3,35853,t,2020-04-13 15:19:52.382,866100000,9,15,147,4/5,125000,0,1,888888,XpZ7
11022,ODEsMTAw,8.86,-85.2,35505,t,2020-04-13 15:19:52.451,866100000,11,14,495,4/5,125000,2,1,EEEEEE,6uEP
11023,OTMsMTAw,6.65,-68.9,35960,t,2020-04-13 15:19:53.233,866100000,7,12,40,4/5,125000,6,1,111111,odWW
11024,NzksMTAw,8.31,-65.6,35960,t,2020-04-13 15:19:53.909,866100000,7,11,40,4/5,125000,5,1,444444,XXxm
11025,ODcsMTAw,8.32,-93.8,35960,t,2020-04-13 15:19:53.961,866100000,7,11,40,4/5,125000,6,1,555555,ZNPC
11026,NTgsMTAw,6.97,-93.3,35960,t,2020-04-13 15:19:55.613,866900000,7,14,40,4/5,125000,0,1,DDDDDD,gWpV
11027,MTA0LDEwMA==,10.51,-78.5,35734,t,2020-04-13 15:19:56.056,866100000,10,15,266,4/5,125000,1,1,222222,AgQm
11028,ODksMTAw,9.18,-86.5,35767,t,2020-04-13 15:19:56.572,866100000,10,14,233,4/5,125000,2,1,999999,lDPI
11029,NTQsMTAw,7.05,-87.3,35960,t,2020-04-13 15:19:57.814,866900000,7,14,40,4/5,125000,6,1,GGGGGG,tmy7
11030,MTIzLDEwMA==,9.61,-35.2,35954,t,2020-04-13 15:19:59.02,866100000,7,11,46,4/5,125000,5,1,666666,mEoR
11031,NjQsMTAw,10.64,-39.3,35767,t,2020-04-13 15:19:59.153,866100000,10,14,233,4/5,125000,2,1,333333,I4Lt
11032,ODcsMTAw,10.51,-90.5,35960,t,2020-04-13 15:19:59.802,866100000,7,13,40,4/5,125000,6,1,222222,WBxG
11033,ODIsMTAw,9.48,-42.3,35099,t,2020-04-13 15:20:00.96,866100000,12,15,901,4/5,125000,1,1,CCCCCC,gWpV
11034,NzQsMTAw,10.21,-107.7,35960,t,2020-04-13 15:20:01.065,866100000,7,10,40,4/5,125000,6,1,000000,FkJ2
11035,OTYsMTAw,7.94,-84.4,35960,t,2020-04-13 15:20:01.616,866100000,7,10,40,4/5,125000,7,1,333333,WBxG
11036,NTIsMTAw,11.64,-42.5,35960,t,2020-04-13 15:20:02.056,866900000,7,14,40,4/5,125000,5,1,FFFFFF,DOjN
11037,NTQsMTAw,9.33,-112.2,35960,t,2020-04-13 15:20:02.394,866900000,7,14,40,4/5,125000,1,1,888888,tHm7
11038,ODksMTAw,8.66,-37.1,35505,t,2020-04-13 15:20:02.464,866100000,11,14,495,4/5,125000,2,1,EEEEEE,gWpV
11039,MTI5LDEwMA==,6.91,-63,35954,t,2020-04-13 15:20:03.329,866100000,7,12,46,4/5,125000,3,1,111111,ahno
11040,NjIsMTAw,8.97,-41.4,35960,t,2020-04-13 15:20:04.034,866100000,7,11,40,4/5,125000,7,1,444444,ekzM
11041,MTM2LDEwMA==,9.49,-63.1,35954,t,2020-04-13 15:20:04.06,866100000,7,11,46,4/5,125000,4,1,555555,OhBP
11042,NzMsMTAw,9,-43.3,35767,t,2020-04-13 15:20:06.077,866100000,10,15,233,4/5,125000,1,1,222222,CHpK
11043,NjQsMTAw,6.78,-67.8,35505,t,2020-04-13 15:20:06.199,866100000,11,15,495,4/5,125000,0,1,DDDDDD,vk5u
11044,MTM2LDEwMA==,9.27,-63.4,35954,t,2020-04-13 15:20:08.404,866100000,7,10,46,4/5,125000,6,1,GGGGGG,wfU2
11045,NjIsMTAw,7.13,-43.2,35960,t,2020-04-13 15:20:09.025,866100000,7,11,40,4/5,125000,8,1,666666,qBKP
11046,MTMzLDEwMA==,6.53,-110.4,35734,t,2020-04-13 15:20:09.179,866100000,10,14,266,4/5,125000,2,1,333333,lxIl
11047,MTE2LDEwMA==,8.87,-98.2,35954,t,2020-04-13 15:20:09.819,866100000,7,13,46,4/5,125000,5,1,222222,DV5I
11048,NzksMTAw,7.34,-106.3,35099,t,2020-04-13 15:20:10.975,866100000,12,15,901,4/5,125000,1,1,CCCCCC,vk5u
11049,NzYsMTAw,9.16,-56.8,35960,t,2020-04-13 15:20:11.074,866100000,7,10,40,4/5,125000,7,1,000000,7S7e
11050,ODMsMTAw,8.63,-41.2,35960,t,2020-04-13 15:20:11.587,866100000,7,10,40,4/5,125000,6,1,333333,DV5I
11051,ODAsMTAw,7.47,-90.3,35505,t,2020-04-13 15:20:12.477,866100000,11,14,495,4/5,125000,2,1,EEEEEE,vk5u
11052,OTcsMTAw,10.25,-69.5,35960,t,2020-04-13 15:20:12.649,866100000,7,8,40,4/5,125000,7,1,FFFFFF,mWD1
11053,OTcsMTAw,10.93,-39.9,35872,t,2020-04-13 15:20:12.986,866100000,9,15,128,4/5,125000,2,1,888888,GZUn
11054,ODAsMTAw,9.38,-93,35960,t,2020-04-13 15:20:13.249,866100000,7,12,40,4/5,125000,6,1,111111,gPeP
11055,NTksMTAw,9.27,-97.7,35960,t,2020-04-13 15:20:13.917,866900000,7,14,40,4/5,125000,6,1,444444,wQrU
11056,MTUwLDEwMA==,7.29,-91.3,35954,t,2020-04-13 15:20:13.969,866900000,7,14,46,4/5,125000,7,1,555555,ZLiV
11057,OTAsMTAw,8,-43.6,35505,t,2020-04-13 15:20:16.208,866100000,11,15,495,4/5,125000,0,1,DDDDDD,0i5c
11058,OTIsMTAw,7.76,-114.9,35767,t,2020-04-13 15:20:16.6,866100000,10,14,233,4/5,125000,2,1,999999,sPoK
11059,MTE4LDEwMA==,8.26,-75.6,35954,t,2020-04-13 15:20:18.414,866100000,7,10,46,4/5,125000,7,1,GGGGGG,Jx78
11060,ODgsMTAw,8.83,-109.7,35960,t,2020-04-13 15:20:19.036,866100000,7,11,40,4/5,125000,7,1,666666,FzCG
11061,NzcsMTAw,10.72,-37.2,35767,t,2020-04-13 15:20:19.172,866100000,10,14,233,4/5,125000,1,1,333333,1fLR
11062,NzgsMTAw,7.45,-105.2,35960,t,2020-04-13 15:20:19.825,866100000,7,13,40,4/5,125000,6,1,222222,cQQI
11063,NzEsMTAw,11.22,-42.7,35099,t,2020-04-13 15:20:20.978,866100000,12,15,901,4/5,125000,1,1,CCCCCC,0i5c
11064,OTMsMTAw,6.69,-89,35960,t,2020-04-13 15:20:21.087,866100000,7,10,40,4/5,125000,3,1,000000,Diou
11065,MTUwLDEwMA==,9.35,-38.6,35954,t,2020-04-13 15:20:21.661,866900000,7,14,46,4/5,125000,7,1,333333,cQQI
11066,MTQ1LDEwMA==,10.03,-89.9,35432,t,2020-04-13 15:20:22.479,866100000,11,14,568,4/5,125000,2,1,EEEEEE,0i5c
11067,MTI4LDEwMA==,9.79,-96.7,35954,t,2020-04-13 15:20:22.663,866100000,7,8,46,4/5,125000,4,1,FFFFFF,dOEH
11068,MTI5LDEwMA==,11.31,-53.4,35853,t,2020-04-13 15:20:22.996,866100000,9,15,147,4/5,125000,2,1,888888,pGfe
11069,NzEsMTAw,11.68,-103.1,35960,t,2020-04-13 15:20:23.258,866100000,7,12,40,4/5,125000,5,1,111111,BOIv
11070,ODQsMTAw,10.11,-61.3,35872,t,2020-04-13 15:20:24.513,866100000,9,13,128,4/5,125000,3,1,444444,FeGc
11071,MTA0LDEwMA==,10.66,-62.3,35954,t,2020-04-13 15:20:24.558,866100000,7,11,46,4/5,125000,5,1,555555,NDPf
11072,NzksMTAw,8.82,-71.9,35505,t,2020-04-13 15:20:26.223,866100000,11,15,495,4/5,125000,0,1,DDDDDD,Pz4i
11073,NTYsMTAw,9.26,-38.7,35960,t,2020-04-13 15:20:26.622,866900000,7,14,40,4/5,125000,2,1,999999,OnAs
11074,NjksMTAw,6.67,-83,35960,t,2020-04-13 15:20:28.42,866100000,7,10,40,4/5,125000,3,1,GGGGGG,vggs
11075,NjksMTAw,8.42,-50.2,35960,t,2020-04-13 15:20:29.114,866100000,7,11,40,4/5,125000,6,1,666666,r4r7
11076,ODYsMTAw,9.94,-65.1,35767,t,2020-04-13 15:20:29.231,866100000,10,14,233,4/5,125000,2,1,333333,jM6H
11077,MTIwLDEwMA==,9.6,-79.1,35954,t,2020-04-13 15:20:29.863,866100000,7,13,46,4/5,125000,6,1,222222,7SiR
11078,NTgsMTAw,10.61,-39.1,35960,t,2020-04-13 15:20:31.055,866900000,7,14,40,4/5,125000,1,1,CCCCCC,Pz4i
11079,MTE1LDEwMA==,11.26,-48,35954,t,2020-04-13 15:20:31.389,866100000,7,10,46,4/5,125000,6,1,000000,beWP
11080,ODksMTAw,11.66,-104.7,35960,t,2020-04-13 15:20:32.285,866100000,7,7,40,4/5,125000,7,1,333333,7SiR
11081,MTE5LDEwMA==,10.58,-39.9,35432,t,2020-04-13 15:20:32.532,866100000,11,14,568,4/5,125000,2,1,EEEEEE,Pz4i
11082,OTYsMTAw,7.08,-44.3,35960,t,2020-04-13 15:20:32.695,866100000,7,8,40,4/5,125000,7,1,FFFFFF,jjiQ
11083,MTM5LDEwMA==,11.65,-113.1,35853,t,2020-04-13 15:20:33.029,866100000,9,15,147,4/5,125000,2,1,888888,IDBv
11084,NzcsMTAw,10.54,-43.2,35960,t,2020-04-13 15:20:33.303,866100000,7,12,40,4/5,125000,6,1,111111,kTTh
11085,MTE5LDEwMA==,8.52,-68,35853,t,2020-04-13 15:20:34.762,866100000,9,13,147,4/5,125000,7,1,444444,EoMu
11086,ODgsMTAw,7.16,-48.9,35960,t,2020-04-13 15:20:35.382,866100000,7,11,40,4/5,125000,5,1,555555,JTV7
11087,NTcsMTAw,9.26,-36.1,35960,t,2020-04-13 15:20:36.323,866900000,7,14,40,4/5,125000,1,1,222222,KiDF
11088,MTQ3LDEwMA==,10.53,-114.9,35954,t,2020-04-13 15:20:37.487,866900000,7,14,46,4/5,125000,2,1,999999,NdHR
11089,MTIyLDEwMA==,9.64,-93.2,35432,t,2020-04-13 15:20:37.61,866100000,11,15,568,4/5,125000,0,1,DDDDDD,fzAF
11090,MTQzLDEwMA==,10.16,-97.5,35954,t,2020-04-13 15:20:38.473,866100000,7,10,46,4/5,125000,6,1,GGGGGG,ME9f
11091,NzMsMTAw,6.78,-110.4,35960,t,2020-04-13 15:20:39.09,866100000,7,11,40,4/5,125000,4,1,666666,istc
11092,MTE2LDEwMA==,11.01,-39.3,35734,t,2020-04-13 15:20:39.195,866100000,10,14,266,4/5,125000,1,1,333333,Ci2f
11093,MTA2LDEwMA==,9.08,-65.4,35954,t,2020-04-13 15:20:39.851,866100000,7,13,46,4/5,125000,7,1,222222,9SkO
11094,MTA2LDEwMA==,9.5,-46.9,35954,t,2020-04-13 15:20:41.104,866100000,7,10,46,4/5,125000,7,1,000000,nPKo
11095,MTQ1LDEwMA==,7.62,-75.9,35734,t,2020-04-13 15:20:41.647,866100000,10,15,266,4/5,125000,1,1,CCCCCC,fzAF
11096,MTMzLDEwMA==,6.7,-96.7,35954,t,2020-04-13 15:20:42.506,866100000,7,7,46,4/5,125000,8,1,333333,9SkO
11097,MTE1LDEwMA==,6.52,-68.5,35432,t,2020-04-13 15:20:42.582,866100000,11,14,568,4/5,125000,2,1,EEEEEE,fzAF
11098,NTIsMTAw,11.23,-95.7,35960,t,2020-04-13 15:20:42.69,866900000,7,14,40,4/5,125000,6,1,FFFFFF,blt7
11099,NjIsMTAw,8.63,-78.5,35872,t,2020-04-13 15:20:43.017,866100000,9,15,128,4/5,125000,2,1,888888,qvg0
11100,ODQsMTAw,9,-94.9,35872,t,2020-04-13 15:20:43.13,866100000,9,15,128,4/5,125000,1,1,777777,7C4W
11101,NjYsMTAw,11.01,-94.9,35960,t,2020-04-13 15:20:43.274,866100000,7,12,40,4/5,125000,5,1,111111,J12C
11102,MTQxLDEwMA==,8.99,-75.4,35853,t,2020-04-13 15:20:44.529,866100000,9,13,147,4/5,125000,5,1,444444,8oyY
11103,MTI4LDEwMA==,10.31,-83.7,35954,t,2020-04-13 15:20:44.579,866100000,7,11,46,4/5,125000,4,1,555555,fH6n
11104,MTQ1LDEwMA==,9.76,-67.5,35432,t,2020-04-13 15:20:46.239,866100000,11,15,568,4/5,125000,0,1,DDDDDD,6kqO
11105,NjQsMTAw,8.89,-93.5,35767,t,2020-04-13 15:20:48.112,866100000,10,15,233,4/5,125000,2,1,999999,8CYQ
11106,OTgsMTAw,8.06,-85.6,35960,t,2020-04-13 15:20:48.442,866100000,7,10,40,4/5,125000,6,1,GGGGGG,zYf4
11107,MTM3LDEwMA==,11.35,-102.1,35954,t,2020-04-13 15:20:49.067,866100000,7,11,46,4/5,125000,3,1,666666,7dR7
11108,MTA4LDEwMA==,11.54,-84.9,35954,t,2020-04-13 15:20:49.85,866100000,7,13,46,4/5,125000,7,1,222222,0sVP
11109,MTI3LDEwMA==,7.84,-51.7,35954,t,2020-04-13 15:20:51.11,866100000,7,10,46,4/5,125000,8,1,000000,HAuL
11110,MTEyLDEwMA==,6.91,-65.1,35734,t,2020-04-13 15:20:51.674,866100000,10,15,266,4/5,125000,1,1,CCCCCC,6kqO
11111,NTcsMTAw,10.3,-86.5,35960,t,2020-04-13 15:20:52.273,866900000,7,14,40,4/5,125000,8,1,333333,0sVP
11112,MTMzLDEwMA==,7.45,-110.7,35432,t,2020-04-13 15:20:52.508,866100000,11,14,568,4/5,125000,2,1,EEEEEE,6kqO
11113,ODUsMTAw,10.69,-107.4,35872,t,2020-04-13 15:20:53.027,866100000,9,15,128,4/5,125000,2,1,888888,b7MZ
11114,ODQsMTAw,10.57,-112.7,35872,t,2020-04-13 15:20:53.14,866100000,9,15,128,4/5,125000,1,1,777777,Ixzf
11115,ODEsMTAw,8.1,-109.7,35960,t,2020-04-13 15:20:53.282,866100000,7,12,40,4/5,125000,7,1,111111,tHq4
11116,MTM1LDEwMA==,10.39,-51.5,35954,t,2020-04-13 15:20:53.294,866100000,7,12,46,4/5,125000,7,1,FFFFFF,bN8D
11117,NTksMTAw,9.5,-52.9,35960,t,2020-04-13 15:20:54.693,866900000,7,14,40,4/5,125000,7,1,555555,Lc4v
11118,NzgsMTAw,11.67,-67.2,35872,t,2020-04-13 15:20:54.867,866100000,9,13,128,4/5,125000,7,1,444444,P76q
11119,NjcsMTAw,8.61,-45.7,35960,t,2020-04-13 15:20:58.45,866100000,7,10,40,4/5,125000,8,1,GGGGGG,HDfa
11120,OTQsMTAw,9.64,-46.5,35960,t,2020-04-13 15:20:59.075,866100000,7,11,40,4/5,125000,4,1,666666,7gfV
11121,MTQ1LDEwMA==,8.51,-43.2,35734,t,2020-04-13 15:20:59.204,866100000,10,14,266,4/5,125000,2,1,333333,Zyou
11122,MTM2LDEwMA==,10.08,-91.5,35954,t,2020-04-13 15:20:59.859,866100000,7,13,46,4/5,125000,6,1,222222,DSdJ
11123,OTMsMTAw,7.89,-47.3,35960,t,2020-04-13 15:21:01.123,866100000,7,10,40,4/5,125000,6,1,000000,ymA4
11124,MTQ4LDEwMA==,10.01,-86.5,35954,t,2020-04-13 15:21:02.862,866900000,7,14,46,4/5,125000,7,1,333333,DSdJ
11125,NzUsMTAw,7.45,-62.9,35872,t,2020-04-13 15:21:03.031,866100000,9,15,128,4/5,125000,1,1,888888,nSzI
11126,NjUsMTAw,7.77,-57.8,35960,t,2020-04-13 15:21:03.289,866100000,7,12,40,4/5,125000,6,1,111111,tbQi
11127,MTQ5LDEwMA==,8.56,-53.9,35954,t,2020-04-13 15:21:03.3,866900000,7,14,46,4/5,125000,4,1,FFFFFF,qYlC
11128,NTEsMTAw,11.38,-46.4,35960,t,2020-04-13 15:21:04.552,866900000,7,14,40,4/5,125000,8,1,444444,Yzme
11129,MTM4LDEwMA==,8.09,-85.8,35954,t,2020-04-13 15:21:05.4,866100000,7,10,46,4/5,125000,6,1,555555,DxW4
11130,MTI3LDEwMA==,11.28,-92.7,35734,t,2020-04-13 15:21:08.22,866100000,10,15,266,4/5,125000,1,1,999999,vVgN
11131,MTM4LDEwMA==,10.47,-68.5,35954,t,2020-04-13 15:21:08.971,866100000,7,10,46,4/5,125000,6,1,GGGGGG,LU48
11132,MTAzLDEwMA==,10.21,-71.2,35954,t,2020-04-13 15:21:09.116,866100000,7,11,46,4/5,125000,5,1,666666,C9fB
11133,ODksMTAw,9.28,-69.1,35767,t,2020-04-13 15:21:09.234,866100000,10,14,233,4/5,125000,1,1,333333,UorZ
11134,MTI3LDEwMA==,8.67,-71.3,35954,t,2020-04-13 15:21:09.869,866100000,7,13,46,4/5,125000,5,1,222222,t2EN
11135,NzcsMTAw,6.56,-76,35960,t,2020-04-13 15:21:11.132,866100000,7,10,40,4/5,125000,7,1,000000,5ITv
11136,OTgsMTAw,10.61,-104.4,35960,t,2020-04-13 15:21:13.306,866100000,7,12,40,4/5,125000,7,1,111111,f0KV
11137,NzYsMTAw,10.23,-91,35960,t,2020-04-13 15:21:13.451,866100000,7,8,40,4/5,125000,6,1,333333,t2EN
11138,MTExLDEwMA==,9.59,-56.3,35954,t,2020-04-13 15:21:13.908,866100000,7,13,46,4/5,125000,8,1,FFFFFF,OJLv
11139,MTQ4LDEwMA==,7.63,-69.9,35954,t,2020-04-13 15:21:15.148,866900000,7,14,46,4/5,125000,5,1,444444,VthF
11140,MTAwLDEwMA==,8,-68.2,35954,t,2020-04-13 15:21:15.41,866100000,7,10,46,4/5,125000,4,1,555555,tlFe
11141,MTI3LDEwMA==,11.63,-104,35432,t,2020-04-13 15:21:16.263,866100000,11,15,568,4/5,125000,0,1,DDDDDD,uTek
11142,NzAsMTAw,11.7,-89.8,35767,t,2020-04-13 15:21:18.14,866100000,10,15,233,4/5,125000,1,1,999999,wRpm
11143,MTQ3LDEwMA==,6.69,-46.2,35954,t,2020-04-13 15:21:18.472,866900000,7,14,46,4/5,125000,6,1,GGGGGG,f2x4
11144,MTAwLDEwMA==,9.7,-60.9,35954,t,2020-04-13 15:21:19.103,866100000,7,11,46,4/5,125000,6,1,666666,Xq78
11145,NjAsMTAw,8.57,-93.8,35767,t,2020-04-13 15:21:19.216,866100000,10,14,233,4/5,125000,2,1,333333,j828
11146,MTI5LDEwMA==,8.19,-78.4,35954,t,2020-04-13 15:21:19.877,866100000,7,13,46,4/5,125000,5,1,222222,4m9Y
11147,NjcsMTAw,8.56,-79.6,35960,t,2020-04-13 15:21:21.145,866100000,7,10,40,4/5,125000,6,1,000000,5WiV
11148,NzgsMTAw,8.51,-87.5,35767,t,2020-04-13 15:21:21.68,866100000,10,15,233,4/5,125000,1,1,CCCCCC,uTek
11149,OTYsMTAw,7.59,-44.5,35505,t,2020-04-13 15:21:22.545,866100000,11,14,495,4/5,125000,2,1,EEEEEE,uTek
11150,MTIzLDEwMA==,10.23,-99.5,35954,t,2020-04-13 15:21:23.313,866100000,7,12,46,4/5,125000,4,1,111111,0zyq
11151,MTA0LDEwMA==,7.17,-103,35954,t,2020-04-13 15:21:23.449,866100000,7,8,46,4/5,125000,6,1,333333,4m9Y
11152,MTMwLDEwMA==,9.2,-94.5,35954,t,2020-04-13 15:21:23.9,866100000,7,13,46,4/5,125000,7,1,FFFFFF,Jd7c
11153,MTQzLDEwMA==,7.72,-56.1,35954,t,2020-04-13 15:21:25.423,866100000,7,10,46,4/5,125000,6,1,555555,1XbF
11154,ODUsMTAw,7.39,-41.2,35960,t,2020-04-13 15:21:25.764,866100000,7,12,40,4/5,125000,3,1,444444,11YF
11155,MTM1LDEwMA==,8.25,-78.4,35432,t,2020-04-13 15:21:26.271,866100000,11,15,568,4/5,125000,0,1,DDDDDD,laFF
11156,NzcsMTAw,9.03,-76.1,35872,t,2020-04-13 15:21:27.988,866100000,9,15,128,4/5,125000,1,1,222222,ansk
11157,OTcsMTAw,11.43,-62.4,35960,t,2020-04-13 15:21:29.061,866100000,7,10,40,4/5,125000,5,1,GGGGGG,R6RD
11158,MTQ2LDEwMA==,9.35,-35.4,35954,t,2020-04-13 15:21:29.105,866900000,7,14,46,4/5,125000,6,1,666666,OJNL
11159,MTMwLDEwMA==,8.19,-107.3,35734,t,2020-04-13 15:21:29.226,866100000,10,14,266,4/5,125000,2,1,333333,YNnk
11160,MTA5LDEwMA==,8.32,-90.8,35954,t,2020-04-13 15:21:29.888,866100000,7,13,46,4/5,125000,6,1,222222,q0Ll
11161,MTE4LDEwMA==,7.34,-57.5,35954,t,2020-04-13 15:21:31.153,866100000,7,10,46,4/5,125000,6,1,000000,mywX
11162,MTAwLDEwMA==,11.32,-113.8,35734,t,2020-04-13 15:21:31.694,866100000,10,15,266,4/5,125000,1,1,CCCCCC,laFF
11163,MTMxLDEwMA==,7.7,-68.7,35432,t,2020-04-13 15:21:32.554,866100000,11,14,568,4/5,125000,2,1,EEEEEE,laFF
11164,MTA0LDEwMA==,9.17,-113.5,35853,t,2020-04-13 15:21:33.065,866100000,9,15,147,4/5,125000,2,1,888888,Q39A
11165,ODQsMTAw,10.8,-98.3,35872,t,2020-04-13 15:21:33.176,866100000,9,15,128,4/5,125000,1,1,777777,fDOD
11166,ODcsMTAw,10.62,-94.7,35960,t,2020-04-13 15:21:33.322,866100000,7,12,40,4/5,125000,7,1,111111,g2uM
11167,NjYsMTAw,10.99,-43,35960,t,2020-04-13 15:21:33.47,866100000,7,8,40,4/5,125000,7,1,333333,q0Ll
11168,OTksMTAw,8.51,-53.3,35960,t,2020-04-13 15:21:33.907,866100000,7,13,40,4/5,125000,4,1,FFFFFF,3vBZ
11169,NTYsMTAw,7.36,-57.5,35960,t,2020-04-13 15:21:35.43,866900000,7,14,40,4/5,125000,5,1,555555,N27W
11170,NTAsMTAw,11.26,-52.5,35960,t,2020-04-13 15:21:35.763,866900000,7,14,40,4/5,125000,3,1,444444,FMYh
11171,NTAsMTAw,9.34,-81.6,35960,t,2020-04-13 15:21:36.282,866900000,7,14,40,4/5,125000,0,1,DDDDDD,8kTr
11172,MTMyLDEwMA==,7.45,-97.7,35853,t,2020-04-13 15:21:37.989,866100000,9,15,147,4/5,125000,1,1,222222,BZNL
11173,MTE3LDEwMA==,11.55,-36.3,35734,t,2020-04-13 15:21:38.169,866100000,10,15,266,4/5,125000,2,1,999999,cBhO
11174,NzMsMTAw,11.66,-49.5,35960,t,2020-04-13 15:21:39.071,866100000,7,10,40,4/5,125000,7,1,GGGGGG,mDNB
11175,NzAsMTAw,10.19,-71.2,35767,t,2020-04-13 15:21:39.239,866100000,10,14,233,4/5,125000,2,1,333333,qgSS
11176,NTUsMTAw,10.2,-87.2,35960,t,2020-04-13 15:21:39.755,866900000,7,14,40,4/5,125000,4,1,666666,r7Ar
11177,OTMsMTAw,7.88,-102.4,35960,t,2020-04-13 15:21:40.465,866100000,7,13,40,4/5,125000,5,1,222222,tlFe
11178,ODcsMTAw,11.39,-50.2,35960,t,2020-04-13 15:21:41.161,866100000,7,10,40,4/5,125000,6,1,000000,jQ1u
