id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,frequency,spf,power,airtime,coderate,bandwidth,msg_group_number,message_type_id,ap_id,node_id
994,NzEsMTAw,8.94,-66.9,35960,t,2020-04-13 13:12:24.269,866100000,7,9,40,4/5,125000,2,1,000000,hBgH
995,MTI2LDEwMA==,10.73,-97.9,35853,t,2020-04-13 13:12:24.675,866100000,9,14,147,4/5,125000,0,1,444444,t2EN
996,OTQsMTAw,10.23,-64.8,35505,t,2020-04-13 13:12:24.737,866100000,11,14,495,4/5,125000,0,1,333333,dXDO
997,NzksMTAw,11.61,-104.3,35960,t,2020-04-13 13:12:25.368,866100000,7,10,40,4/5,125000,0,1,111111,Vd8Z
998,NzYsMTAw,7.11,-53.3,35767,t,2020-04-13 13:12:26.377,866100000,10,15,233,4/5,125000,0,1,999999,aDVH
999,NzUsMTAw,8.55,-41.3,35767,t,2020-04-13 13:12:26.734,866100000,10,15,233,4/5,125000,0,1,888888,zhlP
1000,MTM5LDEwMA==,9.63,-57.9,35734,t,2020-04-13 13:12:28.994,866100000,10,15,266,4/5,125000,0,1,777777,cPBw
1001,OTYsMTAw,8.57,-91.8,35960,t,2020-04-13 13:12:30.412,866100000,7,14,40,4/5,125000,0,1,666666,jh6S
1002,NTEsMTAw,9.06,-76.5,35960,t,2020-04-13 13:12:30.913,866900000,7,14,40,4/5,125000,0,1,555555,bH9n
1003,NzMsMTAw,11.56,-74.2,35960,t,2020-04-13 13:12:34.282,866100000,7,9,40,4/5,125000,1,1,000000,SyDL
1004,NzQsMTAw,11.31,-107.9,35872,t,2020-04-13 13:12:34.692,866100000,9,14,128,4/5,125000,0,1,444444,qxme
1005,ODcsMTAw,8.8,-37.2,35505,t,2020-04-13 13:12:34.74,866100000,11,14,495,4/5,125000,0,1,333333,Mdgf
1006,MTI5LDEwMA==,8,-46.2,35954,t,2020-04-13 13:12:35.377,866100000,7,10,46,4/5,125000,1,1,111111,WMDm
1007,NTEsMTAw,7.17,-74.3,35960,t,2020-04-13 13:12:36.363,866900000,7,14,40,4/5,125000,0,1,999999,kjps
1008,MTI3LDEwMA==,10.86,-79.1,35734,t,2020-04-13 13:12:36.745,866100000,10,15,266,4/5,125000,0,1,888888,l6w4
1009,MTAyLDEwMA==,8.12,-69.6,35954,t,2020-04-13 13:12:40.423,866100000,7,14,46,4/5,125000,0,1,666666,Z46u
1010,MTUwLDEwMA==,9.04,-96.1,35954,t,2020-04-13 13:12:41.495,866900000,7,14,46,4/5,125000,2,1,555555,kMoR
1011,NjQsMTAw,8.57,-73.7,35960,t,2020-04-13 13:12:44.294,866100000,7,9,40,4/5,125000,0,1,000000,g7Bl
1012,MTE2LDEwMA==,6.88,-97.9,35853,t,2020-04-13 13:12:44.694,866100000,9,14,147,4/5,125000,0,1,444444,Ynnw
1013,MTA5LDEwMA==,10.83,-77.2,35432,t,2020-04-13 13:12:44.753,866100000,11,14,568,4/5,125000,0,1,333333,k15T
1014,MTQwLDEwMA==,10.29,-72.1,35954,t,2020-04-13 13:12:45.383,866100000,7,10,46,4/5,125000,0,1,111111,6siv
1015,MTQ3LDEwMA==,8.5,-70.9,35954,t,2020-04-13 13:12:46.751,866900000,7,14,46,4/5,125000,0,1,888888,xrXd
1016,MTIyLDEwMA==,7.45,-50.1,35432,t,2020-04-13 13:12:46.962,866100000,11,14,568,4/5,125000,0,1,999999,eKCe
1017,MTMxLDEwMA==,8.94,-46,35954,t,2020-04-13 13:12:50.426,866100000,7,14,46,4/5,125000,0,1,666666,f2x4
1018,OTksMTAw,8.44,-61.2,35929,t,2020-04-13 13:12:52.078,866100000,8,14,71,4/5,125000,2,1,555555,EUJx
1019,NjcsMTAw,8.6,-79.5,35960,t,2020-04-13 13:12:54.3,866100000,7,9,40,4/5,125000,0,1,000000,02yT
1020,NzcsMTAw,11.5,-86.2,35872,t,2020-04-13 13:12:54.702,866100000,9,14,128,4/5,125000,0,1,444444,XWSU
1021,MTAwLDEwMA==,8.09,-99.6,35432,t,2020-04-13 13:12:54.766,866100000,11,14,568,4/5,125000,0,1,333333,0i1m
1022,MTM1LDEwMA==,9.87,-81.6,35954,t,2020-04-13 13:12:55.392,866100000,7,10,46,4/5,125000,1,1,111111,ujxf
1023,MTQ0LDEwMA==,8.04,-49.8,35432,t,2020-04-13 13:12:56.972,866100000,11,14,568,4/5,125000,0,1,999999,BwSg
1024,MTUwLDEwMA==,10.88,-83.3,35954,t,2020-04-13 13:12:57.334,866900000,7,14,46,4/5,125000,0,1,888888,Zz1h
1025,MTQ0LDEwMA==,10.96,-49.8,35734,t,2020-04-13 13:12:59.012,866100000,10,15,266,4/5,125000,0,1,777777,hr6R
1026,NTYsMTAw,11.24,-52.8,35960,t,2020-04-13 13:13:00.438,866900000,7,14,40,4/5,125000,2,1,666666,MeQ0
1027,MTI3LDEwMA==,6.77,-101.8,35918,t,2020-04-13 13:13:02.092,866100000,8,14,82,4/5,125000,1,1,555555,8G4a
1028,NTUsMTAw,10.38,-92,35960,t,2020-04-13 13:13:04.317,866900000,7,14,40,4/5,125000,0,1,000000,GUCy
1029,NzgsMTAw,10.44,-56.5,35872,t,2020-04-13 13:13:04.712,866100000,9,14,128,4/5,125000,1,1,444444,KvnY
1030,MTA0LDEwMA==,6.94,-99.2,35432,t,2020-04-13 13:13:04.769,866100000,11,14,568,4/5,125000,0,1,333333,IDBv
1031,ODAsMTAw,8.5,-73.3,35767,t,2020-04-13 13:13:04.983,866100000,10,15,233,4/5,125000,0,1,222222,zgdk
1032,MTAwLDEwMA==,7.19,-56.9,35954,t,2020-04-13 13:13:05.401,866100000,7,10,46,4/5,125000,0,1,111111,ySwL
1033,MTA1LDEwMA==,7.29,-66.3,35432,t,2020-04-13 13:13:06.984,866100000,11,14,568,4/5,125000,0,1,999999,2Cwg
1034,MTI3LDEwMA==,7.36,-40.4,35432,t,2020-04-13 13:13:07.914,866100000,11,14,568,4/5,125000,0,1,888888,Gm0O
1035,MTMyLDEwMA==,11.72,-93.5,35954,t,2020-04-13 13:13:11.035,866100000,7,11,46,4/5,125000,2,1,666666,4jtT
1036,MTE4LDEwMA==,11.56,-87.8,35918,t,2020-04-13 13:13:12.102,866100000,8,14,82,4/5,125000,1,1,555555,aIkj
1037,NTAsMTAw,7.48,-107.3,35960,t,2020-04-13 13:13:14.727,866900000,7,14,40,4/5,125000,1,1,444444,vewT
1038,OTQsMTAw,10.73,-41.3,35505,t,2020-04-13 13:13:14.777,866100000,11,14,495,4/5,125000,0,1,333333,V037
1039,MTA1LDEwMA==,9.69,-40.6,35954,t,2020-04-13 13:13:14.908,866100000,7,9,46,4/5,125000,0,1,000000,hjUx
1040,MTEwLDEwMA==,7.68,-41.9,35954,t,2020-04-13 13:13:15.41,866100000,7,10,46,4/5,125000,0,1,111111,iaoH
1041,MTAwLDEwMA==,10.59,-85.8,35432,t,2020-04-13 13:13:16.995,866100000,11,14,568,4/5,125000,1,1,999999,MBTX
1042,MTQyLDEwMA==,10.27,-106.6,35432,t,2020-04-13 13:13:17.931,866100000,11,14,568,4/5,125000,0,1,888888,UcDk
1043,OTIsMTAw,10.26,-107.5,35767,t,2020-04-13 13:13:19.032,866100000,10,15,233,4/5,125000,1,1,777777,Oomu
1044,OTgsMTAw,7.86,-111.7,35960,t,2020-04-13 13:13:21.044,866100000,7,11,40,4/5,125000,1,1,666666,fBr9
1045,NTEsMTAw,9.66,-95.8,35960,t,2020-04-13 13:13:22.111,866900000,7,14,40,4/5,125000,0,1,555555,4m9Y
1046,OTEsMTAw,11.36,-101.5,35505,t,2020-04-13 13:13:24.792,866100000,11,14,495,4/5,125000,0,1,333333,4sxs
1047,NjUsMTAw,11.72,-60.7,35960,t,2020-04-13 13:13:24.919,866100000,7,9,40,4/5,125000,2,1,000000,KxJQ
1048,MTA4LDEwMA==,9.41,-45.1,35734,t,2020-04-13 13:13:24.999,866100000,10,15,266,4/5,125000,0,1,222222,3SBL
1049,NTQsMTAw,9.86,-72.3,35960,t,2020-04-13 13:13:25.313,866900000,7,14,40,4/5,125000,1,1,444444,FkHi
1050,ODcsMTAw,7.88,-106.3,35960,t,2020-04-13 13:13:25.436,866100000,7,10,40,4/5,125000,1,1,111111,nT6c
1051,ODksMTAw,8.04,-100.3,35505,t,2020-04-13 13:13:27.002,866100000,11,14,495,4/5,125000,0,1,999999,FeTz
1052,MTQ5LDEwMA==,8.03,-83.1,35954,t,2020-04-13 13:13:27.94,866900000,7,14,46,4/5,125000,1,1,888888,e3MT
1053,ODUsMTAw,7.49,-56.9,35767,t,2020-04-13 13:13:29.038,866100000,10,15,233,4/5,125000,0,1,777777,vX47
1054,NzUsMTAw,8.42,-61.9,35960,t,2020-04-13 13:13:31.06,866100000,7,11,40,4/5,125000,1,1,666666,RX7I
1055,NjUsMTAw,8.64,-46,35929,t,2020-04-13 13:13:32.704,866100000,8,14,71,4/5,125000,1,1,555555,bIpl
1056,NzcsMTAw,6.96,-45.7,35505,t,2020-04-13 13:13:34.798,866100000,11,14,495,4/5,125000,0,1,333333,eGuK
1057,MTQ4LDEwMA==,11.54,-76.6,35954,t,2020-04-13 13:13:34.93,866900000,7,14,46,4/5,125000,0,1,000000,W45e
1058,OTEsMTAw,8.78,-64.8,35767,t,2020-04-13 13:13:35.015,866100000,10,15,233,4/5,125000,0,1,222222,mKRQ
1059,ODEsMTAw,7.15,-43.5,35960,t,2020-04-13 13:13:35.433,866100000,7,10,40,4/5,125000,0,1,111111,la23
1060,MTMwLDEwMA==,9.42,-86.1,35954,t,2020-04-13 13:13:35.939,866100000,7,8,46,4/5,125000,0,1,444444,W96h
1061,ODksMTAw,7.28,-104.4,35505,t,2020-04-13 13:13:37.013,866100000,11,14,495,4/5,125000,0,1,999999,dkY1
1062,MTMxLDEwMA==,8.06,-55.3,35432,t,2020-04-13 13:13:38.521,866100000,11,15,568,4/5,125000,0,1,888888,3hu8
1063,MTQ0LDEwMA==,11.41,-55.9,35954,t,2020-04-13 13:13:41.064,866100000,7,11,46,4/5,125000,1,1,666666,EmZP
1064,NzMsMTAw,9.54,-67.2,35929,t,2020-04-13 13:13:42.707,866100000,8,14,71,4/5,125000,0,1,555555,8vhg
1065,NTgsMTAw,7.92,-81.5,35960,t,2020-04-13 13:13:44.811,866900000,7,14,40,4/5,125000,0,1,333333,W5nB
1066,MTIyLDEwMA==,7.21,-89.6,35954,t,2020-04-13 13:13:45.442,866100000,7,10,46,4/5,125000,0,1,111111,rURR
1067,OTUsMTAw,8.46,-77,35960,t,2020-04-13 13:13:45.514,866100000,7,10,40,4/5,125000,2,1,000000,YAUr
1068,NTksMTAw,6.57,-43.7,35960,t,2020-04-13 13:13:45.939,866900000,7,14,40,4/5,125000,0,1,444444,Ru1A
1069,MTM2LDEwMA==,8.14,-78.4,35432,t,2020-04-13 13:13:48.53,866100000,11,15,568,4/5,125000,0,1,888888,dNm3
1070,NTYsMTAw,7.86,-95.2,35960,t,2020-04-13 13:13:51.066,866900000,7,14,40,4/5,125000,0,1,666666,NW3e
1071,NTIsMTAw,8.52,-41.2,35960,t,2020-04-13 13:13:52.71,866900000,7,14,40,4/5,125000,0,1,555555,8j6V
1072,MTE3LDEwMA==,9.79,-107.7,35734,t,2020-04-13 13:13:55.405,866100000,10,15,266,4/5,125000,0,1,333333,MDVn
1073,OTksMTAw,10.88,-94.5,35960,t,2020-04-13 13:13:55.489,866100000,7,10,40,4/5,125000,0,1,111111,a1hM
1074,NjYsMTAw,10.58,-90.7,35960,t,2020-04-13 13:13:55.541,866100000,7,10,40,4/5,125000,0,1,000000,8E0U
1075,NjcsMTAw,11.22,-110.8,35960,t,2020-04-13 13:13:56.53,866100000,7,7,40,4/5,125000,1,1,444444,Q2xb
1076,NTYsMTAw,7.62,-46,35960,t,2020-04-13 13:13:57.035,866900000,7,14,40,4/5,125000,0,1,999999,tKt0
1077,NjMsMTAw,6.7,-38.3,35505,t,2020-04-13 13:13:58.543,866100000,11,15,495,4/5,125000,0,1,888888,0AUJ
1078,MTIwLDEwMA==,8.31,-94.5,35954,t,2020-04-13 13:14:01.664,866100000,7,11,46,4/5,125000,0,1,666666,1baP
1079,OTMsMTAw,11.05,-43.7,35960,t,2020-04-13 13:14:03.3,866100000,7,12,40,4/5,125000,0,1,555555,yIWD
1080,NzksMTAw,8.12,-65.5,35767,t,2020-04-13 13:14:05.043,866100000,10,15,233,4/5,125000,0,1,222222,aSNZ
1081,OTgsMTAw,7.54,-65.9,35767,t,2020-04-13 13:14:05.405,866100000,10,15,233,4/5,125000,0,1,333333,KBZu
1082,NTAsMTAw,11.64,-112.8,35960,t,2020-04-13 13:14:05.465,866900000,7,14,40,4/5,125000,0,1,111111,ZbhY
1083,MTEzLDEwMA==,10.78,-71.2,35954,t,2020-04-13 13:14:05.545,866100000,7,10,46,4/5,125000,2,1,000000,LHvD
1084,MTI2LDEwMA==,11.46,-43.2,35954,t,2020-04-13 13:14:06.544,866100000,7,7,46,4/5,125000,0,1,444444,sQ5J
1085,OTIsMTAw,7.39,-88,35767,t,2020-04-13 13:14:07.623,866100000,10,15,233,4/5,125000,0,1,999999,kGIO
1086,NjcsMTAw,10.49,-61.2,35505,t,2020-04-13 13:14:08.826,866100000,11,15,495,4/5,125000,0,1,888888,C9mk
1087,MTE2LDEwMA==,9.19,-90.9,35954,t,2020-04-13 13:14:11.714,866100000,7,11,46,4/5,125000,0,1,666666,e0f8
1088,NjQsMTAw,10.29,-35.3,35960,t,2020-04-13 13:14:13.982,866100000,7,12,40,4/5,125000,2,1,555555,1aLn
1089,ODksMTAw,6.77,-83,35767,t,2020-04-13 13:14:15.417,866100000,10,15,233,4/5,125000,0,1,222222,Le10
1090,OTUsMTAw,7.92,-75.1,35960,t,2020-04-13 13:14:15.967,866100000,7,10,40,4/5,125000,0,1,000000,4vYl
1091,MTEwLDEwMA==,10.31,-58.1,35734,t,2020-04-13 13:14:16.412,866100000,10,15,266,4/5,125000,0,1,333333,LQmA
1092,MTA0LDEwMA==,10.75,-105.4,35954,t,2020-04-13 13:14:16.733,866100000,7,7,46,4/5,125000,1,1,444444,C9fB
1093,MTM1LDEwMA==,8.4,-84.8,35918,t,2020-04-13 13:14:16.894,866100000,8,10,82,4/5,125000,1,1,111111,mwZ1
1094,MTQxLDEwMA==,10.62,-97.3,35432,t,2020-04-13 13:14:19.383,866100000,11,15,568,4/5,125000,0,1,888888,WYV0
1095,NTcsMTAw,6.52,-58.3,35960,t,2020-04-13 13:14:19.745,866900000,7,14,40,4/5,125000,1,1,777777,mQ2V
1096,MTI2LDEwMA==,6.74,-58.9,35954,t,2020-04-13 13:14:21.936,866100000,7,11,46,4/5,125000,0,1,666666,IjwH
1097,NTksMTAw,9.92,-111.5,35960,t,2020-04-13 13:14:23.388,866900000,7,14,40,4/5,125000,0,1,555555,mNF8
1098,MTA5LDEwMA==,7.25,-85.2,35734,t,2020-04-13 13:14:30.148,866100000,10,15,266,4/5,125000,0,1,999999,S7CO
1099,NzAsMTAw,6.76,-108.6,35960,t,2020-04-13 13:14:30.25,866100000,7,7,40,4/5,125000,0,1,444444,MKmR
1100,MTQ3LDEwMA==,11.51,-38.4,35954,t,2020-04-13 13:14:30.34,866900000,7,14,46,4/5,125000,0,1,111111,FylL
1101,NzgsMTAw,10.42,-38.1,35960,t,2020-04-13 13:14:30.735,866100000,7,10,40,4/5,125000,0,1,000000,EGX2
1102,MTI1LDEwMA==,11.16,-52.3,35734,t,2020-04-13 13:14:30.83,866100000,10,15,266,4/5,125000,0,1,333333,ZAjB
1103,MTE1LDEwMA==,9.01,-100.5,35734,t,2020-04-13 13:14:30.992,866100000,10,15,266,4/5,125000,0,1,222222,n9p0
1104,MTE5LDEwMA==,9.66,-69.9,35853,t,2020-04-13 13:14:31.076,866100000,9,15,147,4/5,125000,1,1,777777,aiEu
1105,NTMsMTAw,10.32,-63.2,35960,t,2020-04-13 13:14:31.719,866900000,7,14,40,4/5,125000,0,1,666666,UiiZ
1106,NjIsMTAw,9.79,-113.8,35767,t,2020-04-13 13:14:35.435,866100000,10,15,233,4/5,125000,0,1,333333,PNqb
1107,MTM0LDEwMA==,8.26,-67.4,35954,t,2020-04-13 13:14:35.558,866100000,7,10,46,4/5,125000,0,1,000000,EFEJ
1108,MTE3LDEwMA==,9.27,-81.8,35954,t,2020-04-13 13:14:36.563,866100000,7,7,46,4/5,125000,0,1,444444,1XbF
1109,MTQ3LDEwMA==,11.07,-106.7,35954,t,2020-04-13 13:14:37.649,866900000,7,14,46,4/5,125000,0,1,999999,mZVl
1110,MTQ2LDEwMA==,8.38,-47.6,35954,t,2020-04-13 13:14:37.837,866900000,7,14,46,4/5,125000,2,1,555555,pIH0
1111,ODgsMTAw,9.48,-74.3,35505,t,2020-04-13 13:14:38.579,866100000,11,15,495,4/5,125000,1,1,888888,q7dw
1112,ODIsMTAw,6.78,-77.8,35960,t,2020-04-13 13:14:41.21,866100000,7,13,40,4/5,125000,1,1,111111,ozBN
1113,MTExLDEwMA==,7.58,-41,35918,t,2020-04-13 13:14:42.445,866100000,8,14,82,4/5,125000,0,1,666666,8tUy
1114,MTA4LDEwMA==,9.69,-50.5,35734,t,2020-04-13 13:14:45.099,866100000,10,15,266,4/5,125000,0,1,222222,n1TL
1115,OTIsMTAw,11.44,-60.2,35767,t,2020-04-13 13:14:45.441,866100000,10,15,233,4/5,125000,0,1,333333,8wZr
1116,MTM4LDEwMA==,7.89,-57.5,35954,t,2020-04-13 13:14:45.568,866100000,7,10,46,4/5,125000,0,1,000000,Rylx
1117,MTIzLDEwMA==,10.41,-39.9,35954,t,2020-04-13 13:14:46.573,866100000,7,7,46,4/5,125000,0,1,444444,dnUP
1118,MTIzLDEwMA==,7.79,-68.8,35734,t,2020-04-13 13:14:48.254,866100000,10,15,266,4/5,125000,0,1,999999,ZCT4
1119,NjQsMTAw,10.68,-80.9,35929,t,2020-04-13 13:14:48.426,866100000,8,12,71,4/5,125000,0,1,555555,rNKn
1120,MTA1LDEwMA==,9.13,-73.1,35432,t,2020-04-13 13:14:48.587,866100000,11,15,568,4/5,125000,0,1,888888,Shsj
1121,MTA0LDEwMA==,11.43,-83.8,35954,t,2020-04-13 13:14:51.216,866100000,7,13,46,4/5,125000,1,1,111111,neMu
1122,MTQ1LDEwMA==,9.68,-59.9,35918,t,2020-04-13 13:14:52.453,866100000,8,14,82,4/5,125000,0,1,666666,ZSRb
1123,OTgsMTAw,11.08,-92.9,35767,t,2020-04-13 13:14:55.112,866100000,10,15,233,4/5,125000,0,1,222222,gJb4
1124,OTksMTAw,8.99,-108.7,35767,t,2020-04-13 13:14:55.456,866100000,10,15,233,4/5,125000,0,1,333333,2fnW
1125,OTEsMTAw,8.04,-83.4,35960,t,2020-04-13 13:14:55.58,866100000,7,10,40,4/5,125000,0,1,000000,Qmvg
1126,MTQ3LDEwMA==,9.75,-96.8,35954,t,2020-04-13 13:14:56.587,866900000,7,14,46,4/5,125000,2,1,444444,OhBP
1127,NzgsMTAw,10.87,-83.6,35767,t,2020-04-13 13:14:58.25,866100000,10,15,233,4/5,125000,1,1,999999,NOjn
1128,MTMyLDEwMA==,9.5,-45.9,35918,t,2020-04-13 13:14:58.438,866100000,8,12,82,4/5,125000,0,1,555555,DV5I
1129,MTQ0LDEwMA==,9.93,-45.2,35432,t,2020-04-13 13:14:58.603,866100000,11,15,568,4/5,125000,0,1,888888,KQ9K
1130,NjYsMTAw,9.08,-101.7,35960,t,2020-04-13 13:15:01.312,866100000,7,13,40,4/5,125000,0,1,111111,OcGm
1131,MTMzLDEwMA==,11.18,-70.3,35918,t,2020-04-13 13:15:02.459,866100000,8,14,82,4/5,125000,0,1,666666,etNM
1132,NjAsMTAw,7.71,-56.7,35767,t,2020-04-13 13:15:05.47,866100000,10,15,233,4/5,125000,0,1,333333,K3er
1133,ODUsMTAw,7.82,-44.7,35960,t,2020-04-13 13:15:05.596,866100000,7,10,40,4/5,125000,0,1,000000,zykj
1134,NjMsMTAw,7.08,-60.6,35960,t,2020-04-13 13:15:07.169,866100000,7,11,40,4/5,125000,1,1,444444,k6Uy
1135,MTQyLDEwMA==,7.56,-92,35734,t,2020-04-13 13:15:08.252,866100000,10,15,266,4/5,125000,0,1,999999,3G5C
1136,MTIzLDEwMA==,7.98,-40.7,35918,t,2020-04-13 13:15:08.445,866100000,8,12,82,4/5,125000,1,1,555555,YO7G
1137,MTQ0LDEwMA==,6.67,-72.6,35432,t,2020-04-13 13:15:08.604,866100000,11,15,568,4/5,125000,1,1,888888,UjHn
1138,OTgsMTAw,9.91,-80.9,35872,t,2020-04-13 13:15:10.649,866100000,9,15,128,4/5,125000,0,1,777777,MMGl
1139,NzQsMTAw,8.89,-75,35960,t,2020-04-13 13:15:11.241,866100000,7,13,40,4/5,125000,0,1,111111,AmbT
1140,MTI2LDEwMA==,8.44,-47.9,35918,t,2020-04-13 13:15:12.469,866100000,8,14,82,4/5,125000,1,1,666666,TCnm
1141,MTAyLDEwMA==,7.01,-41.7,35734,t,2020-04-13 13:15:15.112,866100000,10,15,266,4/5,125000,0,1,222222,ccrz
1142,MTQwLDEwMA==,8.36,-111,35734,t,2020-04-13 13:15:15.474,866100000,10,15,266,4/5,125000,1,1,333333,WkTR
1143,ODAsMTAw,10.34,-77.5,35960,t,2020-04-13 13:15:15.603,866100000,7,10,40,4/5,125000,0,1,000000,Z8OM
1144,NzAsMTAw,9.91,-48.2,35960,t,2020-04-13 13:15:17.176,866100000,7,11,40,4/5,125000,0,1,444444,SbQV
1145,MTA2LDEwMA==,6.75,-102.6,35734,t,2020-04-13 13:15:18.263,866100000,10,15,266,4/5,125000,0,1,999999,HlKG
1146,MTE3LDEwMA==,9.9,-69.7,35918,t,2020-04-13 13:15:18.454,866100000,8,12,82,4/5,125000,1,1,555555,bT0p
1147,OTksMTAw,7.42,-107.2,35505,t,2020-04-13 13:15:18.614,866100000,11,15,495,4/5,125000,0,1,888888,cUGX
1148,MTE0LDEwMA==,10.44,-113.3,35853,t,2020-04-13 13:15:20.66,866100000,9,15,147,4/5,125000,0,1,777777,tsiR
1149,MTEzLDEwMA==,10.01,-64.8,35954,t,2020-04-13 13:15:21.271,866100000,7,13,46,4/5,125000,0,1,111111,HkS2
1150,NTAsMTAw,8.1,-65.9,35960,t,2020-04-13 13:15:22.476,866900000,7,14,40,4/5,125000,1,1,666666,1QiS
1151,OTQsMTAw,7.3,-107.1,35767,t,2020-04-13 13:15:25.481,866100000,10,15,233,4/5,125000,0,1,333333,KLzB
1152,NjAsMTAw,9.97,-36,35960,t,2020-04-13 13:15:25.607,866100000,7,10,40,4/5,125000,1,1,000000,xbvn
1153,MTQ4LDEwMA==,11.18,-90.4,35954,t,2020-04-13 13:15:27.188,866900000,7,14,46,4/5,125000,2,1,444444,Ssxg
1154,ODUsMTAw,6.55,-112.7,35767,t,2020-04-13 13:15:28.271,866100000,10,15,233,4/5,125000,1,1,999999,3iVH
1155,ODEsMTAw,7.3,-49.3,35929,t,2020-04-13 13:15:28.483,866100000,8,12,71,4/5,125000,0,1,555555,mWD1
1156,MTM5LDEwMA==,8.13,-105.8,35432,t,2020-04-13 13:15:28.623,866100000,11,15,568,4/5,125000,0,1,888888,jVYL
1157,NzUsMTAw,9.68,-55.5,35872,t,2020-04-13 13:15:30.67,866100000,9,15,128,4/5,125000,0,1,777777,LzUD
1158,NzYsMTAw,7.67,-72.4,35960,t,2020-04-13 13:15:31.253,866100000,7,13,40,4/5,125000,0,1,111111,F3ab
1159,MTMyLDEwMA==,7.48,-76.5,35918,t,2020-04-13 13:15:33.065,866100000,8,14,82,4/5,125000,0,1,666666,4ESx
1160,MTA4LDEwMA==,9.03,-35.3,35954,t,2020-04-13 13:15:35.66,866100000,7,10,46,4/5,125000,0,1,000000,wfuN
1161,MTE2LDEwMA==,6.52,-104,35954,t,2020-04-13 13:15:37.77,866100000,7,11,46,4/5,125000,0,1,444444,AqyI
1162,MTAwLDEwMA==,7.13,-107,35918,t,2020-04-13 13:15:38.473,866100000,8,12,82,4/5,125000,0,1,555555,BOIv
1163,NjUsMTAw,7.59,-80,35505,t,2020-04-13 13:15:38.635,866100000,11,15,495,4/5,125000,0,1,888888,r6kP
1164,MTM5LDEwMA==,6.95,-64.6,35954,t,2020-04-13 13:15:41.261,866100000,7,13,46,4/5,125000,1,1,111111,35Ww
1165,MTE5LDEwMA==,9.68,-38.6,35918,t,2020-04-13 13:15:43.073,866100000,8,14,82,4/5,125000,0,1,666666,OJLv
1166,ODYsMTAw,10.3,-44.4,35767,t,2020-04-13 13:15:45.495,866100000,10,15,233,4/5,125000,0,1,333333,J8nT
1167,MTA2LDEwMA==,7.66,-113.5,35954,t,2020-04-13 13:15:45.623,866100000,7,10,46,4/5,125000,1,1,000000,WSIO
1168,MTAyLDEwMA==,7.49,-112.9,35954,t,2020-04-13 13:15:47.784,866100000,7,11,46,4/5,125000,1,1,444444,PF5D
1169,OTgsMTAw,10.88,-52.7,35767,t,2020-04-13 13:15:48.3,866100000,10,15,233,4/5,125000,0,1,999999,MVvL
1170,MTA2LDEwMA==,9.46,-37.4,35918,t,2020-04-13 13:15:48.489,866100000,8,12,82,4/5,125000,0,1,555555,HRvA
1171,MTE0LDEwMA==,8.05,-89.4,35853,t,2020-04-13 13:15:50.698,866100000,9,15,147,4/5,125000,0,1,777777,4FQu
1172,NjQsMTAw,7.05,-53.9,35960,t,2020-04-13 13:15:51.271,866100000,7,13,40,4/5,125000,0,1,111111,7jw5
1173,ODQsMTAw,7.93,-102.1,35929,t,2020-04-13 13:15:53.08,866100000,8,14,71,4/5,125000,1,1,666666,yW3T
1174,MTMzLDEwMA==,7.4,-100,35734,t,2020-04-13 13:15:55.505,866100000,10,15,266,4/5,125000,0,1,333333,5Kqg
1175,NzcsMTAw,7.14,-46,35960,t,2020-04-13 13:15:55.635,866100000,7,10,40,4/5,125000,2,1,000000,NDSF
1176,NzUsMTAw,9.16,-73.4,35960,t,2020-04-13 13:15:57.783,866100000,7,11,40,4/5,125000,1,1,444444,COGd
1177,MTM1LDEwMA==,10.05,-54.4,35734,t,2020-04-13 13:15:58.303,866100000,10,15,266,4/5,125000,0,1,999999,VqyG
1178,MTQxLDEwMA==,10.13,-63.3,35918,t,2020-04-13 13:15:58.499,866100000,8,12,82,4/5,125000,1,1,555555,U7N3
1179,MTE1LDEwMA==,7.96,-49.2,35432,t,2020-04-13 13:15:58.659,866100000,11,15,568,4/5,125000,0,1,888888,J6yJ
1180,NjQsMTAw,10.35,-43.8,35960,t,2020-04-13 13:16:01.284,866100000,7,13,40,4/5,125000,0,1,111111,2wuB
1181,MTIwLDEwMA==,6.96,-76.6,35918,t,2020-04-13 13:16:03.086,866100000,8,14,82,4/5,125000,0,1,666666,lk9f
1182,NTEsMTAw,10.99,-55.6,35960,t,2020-04-13 13:16:05.176,866900000,7,14,40,4/5,125000,0,1,222222,tgFt
1183,MTI3LDEwMA==,9,-76,35734,t,2020-04-13 13:16:05.511,866100000,10,15,266,4/5,125000,1,1,333333,4S0y
1184,ODgsMTAw,7.3,-98.8,35960,t,2020-04-13 13:16:05.649,866100000,7,10,40,4/5,125000,2,1,000000,tBfb
1185,NzQsMTAw,10.92,-76.7,35960,t,2020-04-13 13:16:07.802,866100000,7,11,40,4/5,125000,1,1,444444,kBqL
1186,MTAxLDEwMA==,10.6,-57.1,35734,t,2020-04-13 13:16:08.31,866100000,10,15,266,4/5,125000,1,1,999999,YqxQ
1187,NjMsMTAw,9.86,-41.8,35929,t,2020-04-13 13:16:08.501,866100000,8,12,71,4/5,125000,0,1,555555,wLtQ
1188,NzcsMTAw,6.6,-64.3,35872,t,2020-04-13 13:16:10.726,866100000,9,15,128,4/5,125000,0,1,777777,Knee
