id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id
1,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:45:07.078,866900000,7,15,40,4/5,125000,111111,LF5e
2,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:46:40.129,866900000,7,15,40,4/5,125000,111111,Mly9
3,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:48:10.804,866900000,7,15,40,4/5,125000,111111,1XpN
4,"",[],35926,t,f,t,2020-04-13 12:50:18.073,866900000,7,15,40,4/5,125000,111111,wfU2
5,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:52:22.66,866900000,7,15,40,4/5,125000,111111,XYOq
6,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:52:53.298,866900000,7,15,40,4/5,125000,111111,g2PS
7,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:53:13.928,866900000,7,15,40,4/5,125000,111111,FuPl
8,"","[{""sf"":8,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:53:24.546,866900000,7,15,40,4/5,125000,111111,iJS0
9,"","[{""sf"":8,""power"":11,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:53:35.155,866900000,7,14,46,4/5,125000,111111,7Isl
10,"",[],35926,t,f,t,2020-04-13 12:53:50.397,866900000,7,14,40,4/5,125000,222222,hQ5y
11,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:54:16.16,866900000,7,15,46,4/5,125000,333333,g7Oe
12,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:54:35.798,866900000,7,15,40,4/5,125000,111111,R8pO
13,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:54:51.055,866900000,7,15,40,4/5,125000,222222,gUHl
14,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:55:20.195,866900000,7,15,46,4/5,125000,666666,xExX
15,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:55:30.799,866900000,7,15,46,4/5,125000,666666,Uass
16,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:55:31.687,866900000,7,15,46,4/5,125000,222222,2Aqj
17,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:55:39.991,866900000,7,15,40,4/5,125000,555555,Pg5x
18,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:55:45.114,866900000,7,15,40,4/5,125000,777777,Vt5i
19,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:55:50.589,866900000,7,15,46,4/5,125000,555555,BbJ6
20,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:56:02.303,866900000,7,15,40,4/5,125000,222222,NJDV
21,"","[{""sf"":12,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:56:12.902,866900000,7,14,40,4/5,125000,222222,M4T7
22,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:56:31.211,866900000,7,15,40,4/5,125000,555555,ozBN
23,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:56:41.799,866900000,7,15,46,4/5,125000,555555,Mx1S
24,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:56:55.42,866900000,7,15,40,4/5,125000,444444,tdVr
25,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:57:09.693,866900000,7,15,40,4/5,125000,999999,0XJI
26,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:57:11.467,866900000,7,15,46,4/5,125000,666666,EuRD
27,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:57:18.946,866900000,7,15,46,4/5,125000,888888,95LI
28,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:57:26.698,866900000,7,15,40,4/5,125000,444444,OXM5
29,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:57:36.859,866900000,7,15,40,4/5,125000,111111,aaWR
30,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:57:57.311,866900000,7,15,40,4/5,125000,444444,uir2
31,"",[],35926,t,f,t,2020-04-13 12:58:00.321,866900000,7,15,40,4/5,125000,999999,nSzI
32,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:58:07.47,866900000,7,15,40,4/5,125000,111111,c9cC
33,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:58:28.083,866900000,7,15,40,4/5,125000,111111,Q2xb
34,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:58:31.187,866900000,7,15,46,4/5,125000,000000,JmpM
35,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:58:38.796,866900000,7,15,40,4/5,125000,111111,SuDT
36,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:58:52.508,866900000,7,15,46,4/5,125000,555555,1cLx
37,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35900,t,f,t,2020-04-13 12:58:56.994,866900000,7,15,46,4/5,125000,333333,aAXN
38,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:59:00.951,866900000,7,15,40,4/5,125000,999999,Lukr
39,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:59:07.955,866900000,7,15,40,4/5,125000,444444,TAoW
40,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-13 12:59:09.611,866900000,7,15,40,4/5,125000,888888,F8tJ
