id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id
63519,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:38:22.95,866900000,7,15,46,4/5,125000,111116,4RaM
63520,"",[],35926,t,f,t,2020-04-16 23:38:23.08,866900000,7,15,40,4/5,125000,111113,o3Eb
63521,"",[],35926,t,f,t,2020-04-16 23:38:24.198,866900000,7,15,40,4/5,125000,111112,GFZD
63522,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:24.503,866900000,7,15,40,4/5,125000,111115,rNyz
63523,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:30.187,866900000,7,15,40,4/5,125000,111118,Wx59
63524,"",[],35926,t,f,t,2020-04-16 23:38:30.571,866900000,7,15,40,4/5,125000,111113,VIsy
63525,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:38:31.346,866900000,7,15,46,4/5,125000,111119,hI1e
63526,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:31.558,866900000,7,15,40,4/5,125000,111112,vQcs
63527,"",[],35926,t,f,t,2020-04-16 23:38:32.233,866900000,7,15,40,4/5,125000,111114,404J
63528,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:33.877,866900000,7,15,40,4/5,125000,111116,CTr6
63529,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:34.201,866900000,7,15,40,4/5,125000,111111,QkuL
63530,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:38:35.924,866900000,7,15,46,4/5,125000,111111,xI1p
63531,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:36.629,866900000,7,14,40,4/5,125000,111113,5blC
63532,"",[],35926,t,f,t,2020-04-16 23:38:37.378,866900000,7,15,40,4/5,125000,111115,ydoi
63533,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:37.607,866900000,7,15,40,4/5,125000,111111,IsEv
63534,"",[],35926,t,f,t,2020-04-16 23:38:38.29,866900000,7,15,40,4/5,125000,111120,LofR
63535,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:38:38.579,866900000,7,15,46,4/5,125000,111113,1UhV
63536,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:39.158,866900000,7,15,40,4/5,125000,111113,q8tk
63537,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:39.725,866900000,7,14,40,4/5,125000,111111,aIpw
63538,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:40.396,866900000,7,15,40,4/5,125000,111120,dfv4
63539,"",[],35926,t,f,t,2020-04-16 23:38:40.896,866900000,7,15,40,4/5,125000,111116,Pg5x
63540,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:41.044,866900000,7,15,40,4/5,125000,111111,ktPM
63541,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:41.157,866900000,7,15,40,4/5,125000,111115,Z0aL
63542,"",[],35920,t,f,t,2020-04-16 23:38:41.347,866900000,7,15,46,4/5,125000,111118,hMvd
63543,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:41.511,866900000,7,15,40,4/5,125000,111116,0m2j
63544,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:41.876,866900000,7,15,40,4/5,125000,111112,iKyn
63545,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:42.618,866900000,7,15,40,4/5,125000,111120,oWM1
63546,"",[],35926,t,f,t,2020-04-16 23:38:43.136,866900000,7,15,40,4/5,125000,111117,dGjc
63547,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:47.738,866900000,7,15,40,4/5,125000,111117,37yT
63548,"","[{""sf"":9,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:48.863,866900000,7,15,40,4/5,125000,111119,dxjS
63549,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:51.377,866900000,7,15,40,4/5,125000,111118,m6OH
63550,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:38:52.13,866900000,7,15,46,4/5,125000,111116,iCp6
63551,"",[],35920,t,f,t,2020-04-16 23:38:53.085,866900000,7,15,46,4/5,125000,111114,9eJE
63552,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:53.418,866900000,7,15,40,4/5,125000,111117,aI7K
63553,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:54.531,866900000,7,15,40,4/5,125000,111116,pJHg
63554,"",[],35926,t,f,t,2020-04-16 23:38:56.545,866900000,7,15,40,4/5,125000,111111,BrIj
63555,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:59.479,866900000,7,15,40,4/5,125000,111119,N9Rl
63556,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:38:59.552,866900000,7,15,40,4/5,125000,111119,gMxu
63557,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:00.428,866900000,7,15,46,4/5,125000,111118,77p0
63558,"",[],35926,t,f,t,2020-04-16 23:39:01.201,866900000,7,14,40,4/5,125000,111113,EDfY
63559,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:01.796,866900000,7,15,40,4/5,125000,111115,50F6
63560,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:02.471,866900000,7,15,40,4/5,125000,111118,MnhN
63561,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:02.539,866900000,7,15,40,4/5,125000,111115,Zwcw
63562,"",[],35926,t,f,t,2020-04-16 23:39:04.847,866900000,7,15,40,4/5,125000,111111,W2Du
63563,"",[],35920,t,f,t,2020-04-16 23:39:05.146,866900000,7,14,46,4/5,125000,111116,6uou
63564,"",[],35926,t,f,t,2020-04-16 23:39:07.155,866900000,7,15,40,4/5,125000,111111,vHHh
63565,"",[],35926,t,f,t,2020-04-16 23:39:08.01,866900000,7,15,40,4/5,125000,111115,qVqH
63566,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:08.694,866900000,7,14,40,4/5,125000,111115,Pqp3
63567,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:08.933,866900000,7,15,40,4/5,125000,111120,GJeC
63568,"","[{""sf"":8,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:10.027,866900000,7,14,40,4/5,125000,111115,tNFz
63569,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:10.826,866900000,7,15,46,4/5,125000,111118,APGc
63570,"",[],35926,t,f,t,2020-04-16 23:39:11.221,866900000,7,14,40,4/5,125000,111113,xrXd
63571,"",[],35926,t,f,t,2020-04-16 23:39:11.76,866900000,7,15,40,4/5,125000,111114,zUsZ
63572,"",[],35926,t,f,t,2020-04-16 23:39:11.824,866900000,7,15,40,4/5,125000,111113,Fd8V
63573,"",[],35926,t,f,t,2020-04-16 23:39:13.26,866900000,7,15,40,4/5,125000,111120,JHsa
63574,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:15.295,866900000,7,15,40,4/5,125000,111118,ZsZB
63575,"",[],35920,t,f,t,2020-04-16 23:39:16.006,866900000,7,15,46,4/5,125000,111112,8lnF
63576,"",[],35926,t,f,t,2020-04-16 23:39:16.718,866900000,7,14,40,4/5,125000,111117,TAOV
63577,"",[],35926,t,f,t,2020-04-16 23:39:17.778,866900000,7,15,40,4/5,125000,111111,2KzN
63578,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:19.987,866900000,7,15,40,4/5,125000,111120,ZACt
63579,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:20.17,866900000,7,15,40,4/5,125000,111119,QP5l
63580,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:20.367,866900000,7,15,40,4/5,125000,111111,NwQh
63581,"","[{""sf"":10,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:20.934,866900000,7,15,46,4/5,125000,111112,4v5Y
63582,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:21.033,866900000,7,15,46,4/5,125000,111120,540R
63583,"",[],35920,t,f,t,2020-04-16 23:39:22.473,866900000,7,15,46,4/5,125000,111113,en1z
63584,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:24.402,866900000,7,14,46,4/5,125000,111117,KFTi
63585,"",[],35926,t,f,t,2020-04-16 23:39:24.56,866900000,7,15,40,4/5,125000,111111,zsgT
63586,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:26.621,866900000,7,15,40,4/5,125000,111112,3tos
63587,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:27.101,866900000,7,14,46,4/5,125000,111114,GZpY
63588,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:29.238,866900000,7,15,40,4/5,125000,111114,5e4H
63589,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:30.128,866900000,7,15,40,4/5,125000,111119,3n15
63590,"",[],35920,t,f,t,2020-04-16 23:39:30.608,866900000,7,15,46,4/5,125000,111120,XpZ7
63591,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:30.934,866900000,7,15,46,4/5,125000,111114,ffoR
63592,"",[],35920,t,f,t,2020-04-16 23:39:31.645,866900000,7,15,46,4/5,125000,111120,mqxD
63593,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:31.84,866900000,7,15,46,4/5,125000,111113,dXDO
63594,"",[],35926,t,f,t,2020-04-16 23:39:32.01,866900000,7,15,40,4/5,125000,111118,404J
63595,"",[],35926,t,f,t,2020-04-16 23:39:32.445,866900000,7,15,40,4/5,125000,111115,mKRQ
63596,"",[],35920,t,f,t,2020-04-16 23:39:32.686,866900000,7,15,46,4/5,125000,111115,2LvY
63597,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:33.691,866900000,7,14,40,4/5,125000,111116,zVJU
63598,"",[],35926,t,f,t,2020-04-16 23:39:33.763,866900000,7,15,40,4/5,125000,111114,Svvv
63599,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:35.179,866900000,7,15,40,4/5,125000,111115,6XiI
63600,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:40.786,866900000,7,15,40,4/5,125000,111119,1AWp
63601,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:41.588,866900000,7,15,40,4/5,125000,111114,UhLw
63602,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:39:43.482,866900000,7,15,46,4/5,125000,111114,qsKF
63603,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:44.684,866900000,7,15,40,4/5,125000,111115,SuSl
63604,"",[],35920,t,f,t,2020-04-16 23:39:44.791,866900000,7,15,46,4/5,125000,111113,m6kp
63605,"",[],35926,t,f,t,2020-04-16 23:39:44.9,866900000,7,15,40,4/5,125000,111118,j3E6
63606,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:50.509,866900000,7,15,40,4/5,125000,111113,wpNW
63607,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:51.609,866900000,7,14,40,4/5,125000,111115,0qrk
63608,"",[],35926,t,f,t,2020-04-16 23:39:55.006,866900000,7,14,40,4/5,125000,111112,wtXr
63609,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:39:56.456,866900000,7,15,40,4/5,125000,111118,63kV
63610,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:02.162,866900000,7,15,46,4/5,125000,111117,Dv0F
63611,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:03.458,866900000,7,15,46,4/5,125000,111114,8cU5
63612,"",[],35920,t,f,t,2020-04-16 23:40:03.869,866900000,7,15,46,4/5,125000,111114,Vr7o
63613,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:04.125,866900000,7,15,40,4/5,125000,111118,Kl4K
63614,"",[],35926,t,f,t,2020-04-16 23:40:04.347,866900000,7,15,40,4/5,125000,111111,kOqD
63615,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:04.818,866900000,7,15,40,4/5,125000,111114,IPYx
63616,"",[],35926,t,f,t,2020-04-16 23:40:04.94,866900000,7,15,40,4/5,125000,111116,CUa6
63617,"",[],35926,t,f,t,2020-04-16 23:40:05.197,866900000,7,15,40,4/5,125000,111120,DSdJ
63618,"",[],35926,t,f,t,2020-04-16 23:40:05.302,866900000,7,15,40,4/5,125000,111111,CsQo
63619,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:05.435,866900000,7,15,40,4/5,125000,111120,cXFR
63620,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:05.692,866900000,7,15,40,4/5,125000,111115,NfbR
63621,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:06.171,866900000,7,15,40,4/5,125000,111116,dT3j
63622,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:10.133,866900000,7,15,40,4/5,125000,111119,dyjr
63623,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:12.478,866900000,7,15,40,4/5,125000,111113,UDoQ
63624,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:13.162,866900000,7,15,46,4/5,125000,111118,P5Ja
63625,"",[],35926,t,f,t,2020-04-16 23:40:13.322,866900000,7,15,40,4/5,125000,111115,QsRI
63626,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:13.949,866900000,7,15,40,4/5,125000,111113,RydD
63627,"",[],35926,t,f,t,2020-04-16 23:40:14.025,866900000,7,15,40,4/5,125000,111120,l9dW
63628,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:14.093,866900000,7,15,40,4/5,125000,111117,FK6E
63629,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:14.456,866900000,7,15,40,4/5,125000,111114,5dFK
63630,"",[],35920,t,f,t,2020-04-16 23:40:14.904,866900000,7,15,46,4/5,125000,111112,WsPb
63631,"",[],35926,t,f,t,2020-04-16 23:40:20.806,866900000,7,15,40,4/5,125000,111120,GkeE
63632,"",[],35920,t,f,t,2020-04-16 23:40:21.262,866900000,7,15,46,4/5,125000,111120,E6BD
63633,"",[],35926,t,f,t,2020-04-16 23:40:22.578,866900000,7,15,40,4/5,125000,111112,3epo
63634,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:22.831,866900000,7,15,40,4/5,125000,111117,eH1V
63635,"",[],35926,t,f,t,2020-04-16 23:40:23.093,866900000,7,15,40,4/5,125000,111113,oMkY
63636,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:24.071,866900000,7,15,46,4/5,125000,111114,8fx4
63637,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:24.557,866900000,7,15,46,4/5,125000,111113,1vum
63638,"",[],35926,t,f,t,2020-04-16 23:40:25.822,866900000,7,15,40,4/5,125000,111120,RpVV
63639,"",[],35926,t,f,t,2020-04-16 23:40:28.116,866900000,7,15,40,4/5,125000,111118,dkdQ
63640,"",[],35920,t,f,t,2020-04-16 23:40:28.175,866900000,7,15,46,4/5,125000,111117,DSdJ
63641,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:31.439,866900000,7,15,46,4/5,125000,111120,5nOo
63642,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:32.007,866900000,7,15,40,4/5,125000,111115,kxkT
63643,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:34.242,866900000,7,15,46,4/5,125000,111114,peFA
63644,"",[],35926,t,f,t,2020-04-16 23:40:35.199,866900000,7,15,40,4/5,125000,111119,hMvd
63645,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:36.089,866900000,7,14,40,4/5,125000,111120,gGVA
63646,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:36.339,866900000,7,14,46,4/5,125000,111115,eYbQ
63647,"",[],35920,t,f,t,2020-04-16 23:40:36.465,866900000,7,15,46,4/5,125000,111120,2wuB
63648,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:37.756,866900000,7,15,46,4/5,125000,111114,yFUC
63649,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:41.174,866900000,7,15,46,4/5,125000,111113,VRTx
63650,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:41.455,866900000,7,15,40,4/5,125000,111119,FAVQ
63651,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:42.049,866900000,7,15,40,4/5,125000,111120,J4nP
63652,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:44.736,866900000,7,14,46,4/5,125000,111117,OtEl
63653,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:44.994,866900000,7,15,40,4/5,125000,111111,kkKt
63654,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:40:51.63,866900000,7,15,46,4/5,125000,111112,VIFN
63655,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:52.277,866900000,7,15,40,4/5,125000,111115,JfLn
63656,"",[],35926,t,f,t,2020-04-16 23:40:52.658,866900000,7,15,40,4/5,125000,111120,Y48D
63657,"",[],35926,t,f,t,2020-04-16 23:40:52.852,866900000,7,15,40,4/5,125000,111117,gnDN
63658,"",[],35926,t,f,t,2020-04-16 23:40:55.455,866900000,7,15,40,4/5,125000,111113,nPKo
63659,"",[],35926,t,f,t,2020-04-16 23:40:55.556,866900000,7,15,40,4/5,125000,111112,cTA0
63660,"",[],35926,t,f,t,2020-04-16 23:40:55.611,866900000,7,14,40,4/5,125000,111116,ekzM
63661,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:40:58.396,866900000,7,15,40,4/5,125000,111114,Q33S
63662,"",[],35920,t,f,t,2020-04-16 23:41:01.134,866900000,7,15,46,4/5,125000,111118,5ZA1
63663,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:41:01.892,866900000,7,15,46,4/5,125000,111111,0vuC
63664,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:41:01.972,866900000,7,15,46,4/5,125000,111120,ZKpw
63665,"",[],35926,t,f,t,2020-04-16 23:41:05.121,866900000,7,14,40,4/5,125000,111114,8OmF
63666,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35900,t,f,t,2020-04-16 23:41:05.189,866900000,7,15,46,4/5,125000,111113,ZUNp
63667,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:41:05.248,866900000,7,14,40,4/5,125000,111111,hQ5y
63668,"",[],35926,t,f,t,2020-04-16 23:41:05.596,866900000,7,15,40,4/5,125000,111118,Tfmf
63669,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:41:05.651,866900000,7,15,40,4/5,125000,111111,N9F8
63670,"",[],35926,t,f,t,2020-04-16 23:41:05.827,866900000,7,15,40,4/5,125000,111119,KFnJ
63671,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:41:06.733,866900000,7,15,40,4/5,125000,111120,xa73
63672,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:41:06.979,866900000,7,15,40,4/5,125000,111115,u6rL
63673,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35906,t,f,t,2020-04-16 23:41:08.449,866900000,7,15,40,4/5,125000,111117,dfv4
