id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,msg_group_number,ap_id,node_id
1938,ODUsMTAw,11.53,-66.9,3600,t,2020-04-07 08:46:01.897,323,111111,ALBY
1939,MTQ1LDEwMA==,8.36,-37.8,3600,t,2020-04-07 08:46:01.908,322,111111,QUFB
1940,MTM0LDEwMA==,6.65,-94.9,3600,t,2020-04-07 08:46:11.912,321,111111,ALEX
1941,MTA4LDEwMA==,7.51,-106.7,3600,t,2020-04-07 08:46:21.863,320,111111,Jaro
1942,MTQ5LDEwMA==,11.03,-42.4,3600,t,2020-04-07 08:46:32.1,158,111111,D4n0
1943,MTA5LDEwMA==,10.1,-85.3,3600,t,2020-04-07 08:46:32.801,158,111111,J4r0
1944,NzQsMTAw,7.01,-78.2,3600,t,2020-04-07 08:46:38.122,335,111111,yv4j
1945,MTIzLDEwMA==,6.85,-45,3600,t,2020-04-07 08:46:48.068,324,111111,ALBY
1946,NTEsMTAw,9.19,-101.8,3600,t,2020-04-07 08:46:58.11,323,111111,QUFB
1947,NjcsMTAw,8.12,-80.9,3600,t,2020-04-07 08:46:58.749,322,111111,ALEX
1948,OTYsMTAw,10.76,-67.2,3600,t,2020-04-07 08:46:58.76,321,111111,Jaro
1949,OTEsMTAw,10.28,-94.4,3600,t,2020-04-07 08:47:08.836,159,111111,D4n0
1950,NzMsMTAw,7.18,-94.4,3600,t,2020-04-07 08:47:18.889,159,111111,J4r0
1951,MTM3LDEwMA==,9.65,-72.7,3600,t,2020-04-07 08:47:33.822,336,111111,yv4j
1952,NTQsMTAw,7.74,-79.9,3600,t,2020-04-07 08:47:43.857,325,111111,ALBY
1953,OTQsMTAw,10.47,-111.4,3600,t,2020-04-07 08:47:44.545,324,111111,QUFB
1954,OTcsMTAw,10.17,-82.6,3600,t,2020-04-07 08:47:44.573,323,111111,ALEX
1955,NzcsMTAw,9.77,-83.3,3600,t,2020-04-07 08:47:54.617,322,111111,Jaro
1956,MTAyLDEwMA==,11.16,-79.8,3600,t,2020-04-07 08:48:04.641,160,111111,D4n0
1957,NzIsMTAw,7.75,-92.5,3600,t,2020-04-07 08:48:14.681,160,111111,J4r0
1958,NzksMTAw,8.86,-63.1,3600,t,2020-04-07 08:48:29.634,337,111111,yv4j
1959,MTM5LDEwMA==,10.06,-91.9,3600,t,2020-04-07 08:48:39.662,326,111111,ALBY
1960,NzEsMTAw,9.01,-96.4,3600,t,2020-04-07 08:48:49.698,325,111111,QUFB
1961,MTI0LDEwMA==,11.22,-108.1,3600,t,2020-04-07 08:48:59.645,324,111111,ALEX
1962,MTQ0LDEwMA==,10.33,-42.3,3600,t,2020-04-07 08:49:09.681,323,111111,Jaro
1963,MTA3LDEwMA==,9.01,-98.8,3600,t,2020-04-07 08:49:19.706,161,111111,D4n0
1964,NTMsMTAw,7.72,-43.6,3600,t,2020-04-07 08:49:29.735,161,111111,J4r0
1965,MTM2LDEwMA==,10.21,-41.4,3600,t,2020-04-07 08:49:35.288,338,111111,yv4j
1966,MTI4LDEwMA==,8.52,-45.8,3600,t,2020-04-07 08:49:35.336,327,111111,ALBY
1967,MTQwLDEwMA==,9.22,-88.2,3600,t,2020-04-07 08:49:45.303,326,111111,QUFB
1968,MTEyLDEwMA==,10.28,-47.4,3600,t,2020-04-07 08:49:55.348,325,111111,ALEX
1969,MTQ1LDEwMA==,6.75,-88.6,3600,t,2020-04-07 08:50:05.451,324,111111,Jaro
1970,NzksMTAw,10.17,-76.9,3600,t,2020-04-07 08:50:15.419,162,111111,D4n0
1971,NjgsMTAw,9.25,-108.7,3600,t,2020-04-07 08:50:25.349,162,111111,J4r0
1972,OTYsMTAw,11.45,-45.1,3600,t,2020-04-07 08:50:40.395,339,111111,yv4j
1973,MTA0LDEwMA==,8.6,-65.9,3600,t,2020-04-07 08:50:50.426,328,111111,ALBY
1974,MTIxLDEwMA==,7.4,-67.1,3600,t,2020-04-07 08:51:00.637,327,111111,QUFB
1975,MTQ1LDEwMA==,7.68,-95.5,3600,t,2020-04-07 08:51:14.902,326,111111,ALEX
1976,NjMsMTAw,11.19,-110.1,3600,t,2020-04-07 08:51:20.438,325,111111,Jaro
1977,MTQ5LDEwMA==,9.78,-53.3,3600,t,2020-04-07 08:51:30.47,163,111111,D4n0
1978,NzIsMTAw,7.47,-104.2,3600,t,2020-04-07 08:51:31.195,163,111111,J4r0
1979,MTM3LDEwMA==,11.3,-36,3600,t,2020-04-07 08:51:36.302,340,111111,yv4j
1980,MTI3LDEwMA==,10.98,-44.4,3600,t,2020-04-07 08:51:46.337,329,111111,ALBY
1981,NzIsMTAw,10.36,-82.1,3600,t,2020-04-07 08:51:56.255,328,111111,QUFB
1982,MTI4LDEwMA==,11.41,-62.6,3600,t,2020-04-07 08:52:06.307,327,111111,ALEX
1983,OTMsMTAw,9.09,-79.7,3600,t,2020-04-07 08:52:16.403,326,111111,Jaro
1984,NTUsMTAw,11.44,-58,3600,t,2020-04-07 08:52:26.373,164,111111,D4n0
1985,MTQxLDEwMA==,10.83,-100.9,3600,t,2020-04-07 08:52:27.104,164,111111,J4r0
1986,OTYsMTAw,6.62,-67.3,3600,t,2020-04-07 08:52:32.211,341,111111,yv4j
1987,MTE2LDEwMA==,7.06,-90,3600,t,2020-04-07 08:52:42.159,330,111111,ALBY
1988,MTE3LDEwMA==,9.75,-42.9,3600,t,2020-04-07 08:52:52.182,329,111111,QUFB
1989,MTE1LDEwMA==,9.74,-35.7,3600,t,2020-04-07 08:53:02.226,328,111111,ALEX
1990,NTgsMTAw,9.08,-109.7,3600,t,2020-04-07 08:53:12.214,327,111111,Jaro
1991,MTE5LDEwMA==,7.34,-41.2,3600,t,2020-04-07 08:53:12.952,165,111111,D4n0
1992,MTQwLDEwMA==,6.7,-92.3,3600,t,2020-04-07 08:53:12.985,165,111111,J4r0
1993,MTA0LDEwMA==,9.61,-109.6,3600,t,2020-04-07 08:53:28.024,342,111111,yv4j
1994,MTI3LDEwMA==,7.74,-65.7,3600,t,2020-04-07 08:53:38.062,331,111111,ALBY
1995,MTQwLDEwMA==,9.2,-53,3600,t,2020-04-07 08:53:48.051,330,111111,QUFB
1996,OTQsMTAw,9.92,-78.5,3600,t,2020-04-07 08:53:58.03,329,111111,ALEX
1997,NzQsMTAw,10.36,-57.9,3600,t,2020-04-07 08:54:08.06,328,111111,Jaro
1998,MTMzLDEwMA==,11.62,-79,3600,t,2020-04-07 08:54:18.097,166,111111,D4n0
1999,MTEwLDEwMA==,6.5,-63.8,3600,t,2020-04-07 08:54:28.14,166,111111,J4r0
2000,NjYsMTAw,10.02,-109.4,3600,t,2020-04-07 08:54:43.086,343,111111,yv4j
2001,MTI5LDEwMA==,8.11,-93.2,3600,t,2020-04-07 08:54:53.117,332,111111,ALBY
2002,NjYsMTAw,7.49,-98.8,3600,t,2020-04-07 08:55:03.155,331,111111,QUFB
2003,MTAwLDEwMA==,10.69,-80.5,3600,t,2020-04-07 08:55:13.165,330,111111,ALEX
2004,ODIsMTAw,11.32,-98.9,3600,t,2020-04-07 08:55:23.118,329,111111,Jaro
2005,MTI2LDEwMA==,8.96,-48.5,3600,t,2020-04-07 08:55:33.126,167,111111,D4n0
2006,NzYsMTAw,10.88,-87.9,3600,t,2020-04-07 08:55:43.211,167,111111,J4r0
2007,NzUsMTAw,9.14,-100.8,3600,t,2020-04-07 08:55:58.152,344,111111,yv4j
2008,MTA2LDEwMA==,7.93,-81.1,3600,t,2020-04-07 08:56:08.185,333,111111,ALBY
2009,OTYsMTAw,11,-42.8,3600,t,2020-04-07 08:56:18.217,332,111111,QUFB
2010,OTMsMTAw,8.25,-92.6,3600,t,2020-04-07 08:56:28.247,331,111111,ALEX
2011,NTksMTAw,8.49,-50.6,3600,t,2020-04-07 08:56:38.376,330,111111,Jaro
2012,MTE2LDEwMA==,9.52,-68.8,3600,t,2020-04-07 08:56:40.087,168,111111,D4n0
2013,OTQsMTAw,6.66,-64.9,3600,t,2020-04-07 08:56:41.093,168,111111,J4r0
2014,NjEsMTAw,7.83,-53.2,3600,t,2020-04-07 08:56:54.218,345,111111,yv4j
2015,MTM3LDEwMA==,7.15,-78,3600,t,2020-04-07 08:57:04.15,334,111111,ALBY
2016,NjMsMTAw,11.27,-93.3,3600,t,2020-04-07 08:57:14.152,333,111111,QUFB
2017,MTMyLDEwMA==,7.58,-35.9,3600,t,2020-04-07 08:57:24.261,332,111111,ALEX
2018,MTQwLDEwMA==,11.62,-114.1,3600,t,2020-04-07 08:57:34.175,331,111111,Jaro
2019,ODYsMTAw,9.29,-94,3600,t,2020-04-07 08:57:44.317,169,111111,D4n0
2020,MTI2LDEwMA==,11.24,-112.9,3600,t,2020-04-07 08:57:54.191,169,111111,J4r0
2021,MTQ1LDEwMA==,7.4,-87,3600,t,2020-04-07 08:58:09.219,346,111111,yv4j
2022,OTYsMTAw,9.45,-37.3,3600,t,2020-04-07 08:58:19.248,335,111111,ALBY
2023,MTA2LDEwMA==,7.79,-110.4,3600,t,2020-04-07 08:58:29.284,334,111111,QUFB
2024,ODEsMTAw,11.36,-114.6,3600,t,2020-04-07 08:58:39.316,333,111111,ALEX
