id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id
88783,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35692,t,f,t,2020-04-17 08:30:36.117,866900000,7,15,40,4/5,125000,111112,7vEe
88784,"",[],35794,t,f,t,2020-04-17 08:30:36.233,866900000,7,15,40,4/5,125000,111118,oMkY
88785,"",[],35800,t,f,t,2020-04-17 08:30:37.081,866900000,7,15,40,4/5,125000,111119,FtDI
88786,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:30:38.772,866900000,7,15,40,4/5,125000,111120,tllW
88787,"",[],35800,t,f,t,2020-04-17 08:30:41.333,866900000,7,14,40,4/5,125000,111120,P0c7
88788,"",[],35788,t,f,t,2020-04-17 08:30:43.939,866900000,7,15,46,4/5,125000,111112,c7Ni
88789,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:30:44.244,866900000,7,15,40,4/5,125000,111115,VN1c
88790,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:30:44.457,866900000,7,15,40,4/5,125000,111115,UMed
88791,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:30:44.82,866900000,7,15,40,4/5,125000,111119,FKVV
88792,"",[],35788,t,f,t,2020-04-17 08:30:46.442,866900000,7,15,46,4/5,125000,111111,SjKz
88793,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35749,t,f,t,2020-04-17 08:30:51.018,866900000,7,14,40,4/5,125000,111120,2sRY
88794,"",[],35800,t,f,t,2020-04-17 08:30:51.292,866900000,7,15,40,4/5,125000,111115,guB6
88795,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:30:51.739,866900000,7,15,40,4/5,125000,111111,Amxj
88796,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35644,t,f,t,2020-04-17 08:30:52.511,866900000,7,15,46,4/5,125000,111114,RSgT
88797,"",[],35794,t,f,t,2020-04-17 08:30:54.576,866900000,7,15,40,4/5,125000,111113,l69S
88798,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:30:55.206,866900000,7,15,46,4/5,125000,111117,MHCi
88799,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:30:55.608,866900000,7,15,40,4/5,125000,111119,wWEm
88800,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:30:56.01,866900000,7,15,40,4/5,125000,111114,NsLt
88801,"",[],35800,t,f,t,2020-04-17 08:30:56.304,866900000,7,15,40,4/5,125000,111118,S4Ar
88802,"",[],35794,t,f,t,2020-04-17 08:30:56.878,866900000,7,15,40,4/5,125000,111118,mbsK
88803,"",[],35782,t,f,t,2020-04-17 08:30:57.151,866900000,7,14,46,4/5,125000,111117,VB5G
88804,"",[],35794,t,f,t,2020-04-17 08:31:00.347,866900000,7,15,46,4/5,125000,111116,c7R4
88805,"",[],35794,t,f,t,2020-04-17 08:31:02.348,866900000,7,15,46,4/5,125000,111119,pIH0
88806,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:31:04.312,866900000,7,14,40,4/5,125000,111114,Kr3P
88807,"",[],35800,t,f,t,2020-04-17 08:31:05.131,866900000,7,15,40,4/5,125000,111111,ncYP
88808,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:31:05.736,866900000,7,15,40,4/5,125000,111119,EQNt
88809,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35749,t,f,t,2020-04-17 08:31:11.359,866900000,7,15,40,4/5,125000,111113,kYYH
88810,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:31:14.175,866900000,7,15,40,4/5,125000,111116,4IO0
88811,"",[],35794,t,f,t,2020-04-17 08:31:14.936,866900000,7,15,46,4/5,125000,111114,jVYa
88812,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35560,t,f,t,2020-04-17 08:31:16.973,866900000,7,15,40,4/5,125000,111114,xLlh
88813,"",[],35794,t,f,t,2020-04-17 08:31:17.353,866900000,7,15,40,4/5,125000,111119,o7la
88814,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:31:17.519,866900000,7,15,40,4/5,125000,111118,BAHT
88815,"",[],35800,t,f,t,2020-04-17 08:31:18.093,866900000,7,15,40,4/5,125000,111112,qazP
88816,"",[],35788,t,f,t,2020-04-17 08:31:19.408,866900000,7,15,40,4/5,125000,111118,D4GT
88817,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35692,t,f,t,2020-04-17 08:31:21.334,866900000,7,15,40,4/5,125000,111114,WYnN
88818,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:31:25.129,866900000,7,15,40,4/5,125000,111115,DVzO
88819,"",[],35782,t,f,t,2020-04-17 08:31:27.418,866900000,7,14,46,4/5,125000,111112,ujar
88820,"",[],35800,t,f,t,2020-04-17 08:31:30.032,866900000,7,15,40,4/5,125000,111118,3x2n
88821,"",[],35800,t,f,t,2020-04-17 08:31:30.994,866900000,7,15,40,4/5,125000,111116,rHx7
88822,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:31:31.937,866900000,7,15,46,4/5,125000,111115,gV9I
88823,"",[],35788,t,f,t,2020-04-17 08:31:33.11,866900000,7,15,40,4/5,125000,111115,6iRB
88824,"",[],35800,t,f,t,2020-04-17 08:31:33.459,866900000,7,15,46,4/5,125000,111114,AmbT
88825,"",[],35794,t,f,t,2020-04-17 08:31:34.404,866900000,7,15,40,4/5,125000,111117,nDrg
88826,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35762,t,f,t,2020-04-17 08:31:35.163,866900000,7,15,46,4/5,125000,111114,NYN4
88827,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:31:37.761,866900000,7,15,46,4/5,125000,111112,3RVX
88828,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:31:38.761,866900000,7,15,40,4/5,125000,111119,5lNF
88829,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:31:39.226,866900000,7,15,46,4/5,125000,111116,B0HY
88830,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35673,t,f,t,2020-04-17 08:31:42.92,866900000,7,15,40,4/5,125000,111114,IOya
88831,"",[],35794,t,f,t,2020-04-17 08:31:44.887,866900000,7,15,40,4/5,125000,111118,XiaC
88832,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:31:51.989,866900000,7,15,46,4/5,125000,111116,dQ3J
88833,"",[],35800,t,f,t,2020-04-17 08:31:57.948,866900000,7,15,40,4/5,125000,111116,yOia
88834,"",[],35693,t,f,t,2020-04-17 08:31:58.372,866900000,7,15,46,4/5,125000,111118,CA2N
88835,"",[],35794,t,f,t,2020-04-17 08:31:58.762,866900000,7,15,40,4/5,125000,111120,Ci5g
88836,"",[],35806,t,f,t,2020-04-17 08:31:58.936,866900000,7,15,40,4/5,125000,111114,8vhg
88837,"",[],35788,t,f,t,2020-04-17 08:31:59.043,866900000,7,15,46,4/5,125000,111117,Q39A
88838,"",[],35794,t,f,t,2020-04-17 08:31:59.14,866900000,7,15,40,4/5,125000,111117,3E4N
88839,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:31:59.445,866900000,7,15,46,4/5,125000,111118,paoZ
88840,"",[],35794,t,f,t,2020-04-17 08:31:59.616,866900000,7,15,40,4/5,125000,111112,MTlz
88841,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35542,t,f,t,2020-04-17 08:31:59.786,866900000,7,15,46,4/5,125000,111114,2HbE
88842,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35732,t,f,t,2020-04-17 08:31:59.877,866900000,7,15,40,4/5,125000,111112,Qt2z
88843,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:32:00.086,866900000,7,15,40,4/5,125000,111114,fbR6
88844,"",[],35800,t,f,t,2020-04-17 08:32:00.17,866900000,7,15,40,4/5,125000,111115,SfN7
88845,"",[],35806,t,f,t,2020-04-17 08:32:00.666,866900000,7,15,40,4/5,125000,111116,Kg8I
88846,"",[],35794,t,f,t,2020-04-17 08:32:00.876,866900000,7,15,40,4/5,125000,111115,M0Ca
88847,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:32:02.423,866900000,7,15,40,4/5,125000,111111,6AnE
88848,"",[],35788,t,f,t,2020-04-17 08:32:05.629,866900000,7,15,46,4/5,125000,111114,eH6M
88849,"",[],35794,t,f,t,2020-04-17 08:32:06.698,866900000,7,15,40,4/5,125000,111114,dCqf
88850,"",[],35794,t,f,t,2020-04-17 08:32:06.943,866900000,7,15,40,4/5,125000,111113,ZBd9
88851,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:32:07.834,866900000,7,14,46,4/5,125000,111117,5J5X
88852,"",[],35800,t,f,t,2020-04-17 08:32:08.582,866900000,7,15,40,4/5,125000,111116,tYRO
88853,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35768,t,f,t,2020-04-17 08:32:10.406,866900000,7,15,46,4/5,125000,111116,SP5R
88854,"",[],35800,t,f,t,2020-04-17 08:32:11.779,866900000,7,15,40,4/5,125000,111120,LISk
88855,"",[],35800,t,f,t,2020-04-17 08:32:12.045,866900000,7,15,40,4/5,125000,111120,hjUx
88856,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:32:15.529,866900000,7,15,40,4/5,125000,111118,oqbh
88857,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35744,t,f,t,2020-04-17 08:32:18.79,866900000,7,15,40,4/5,125000,111115,DVv8
88858,"",[],35800,t,f,t,2020-04-17 08:32:18.918,866900000,7,15,40,4/5,125000,111113,Z8OM
88859,"",[],35800,t,f,t,2020-04-17 08:32:19.214,866900000,7,14,40,4/5,125000,111116,sznX
88860,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:32:19.503,866900000,7,15,40,4/5,125000,111120,7WY8
88861,"",[],35758,t,f,t,2020-04-17 08:32:21.71,866900000,7,15,40,4/5,125000,111120,tCiM
88862,"",[],35718,t,f,t,2020-04-17 08:32:23.602,866900000,7,15,40,4/5,125000,111114,HN1v
88863,"",[],35794,t,f,t,2020-04-17 08:32:25.525,866900000,7,15,40,4/5,125000,111119,ulv8
88864,"",[],35794,t,f,t,2020-04-17 08:32:26.275,866900000,7,15,40,4/5,125000,111114,ReZD
88865,"",[],35800,t,f,t,2020-04-17 08:32:26.396,866900000,7,14,40,4/5,125000,111112,wWX8
88866,"",[],35788,t,f,t,2020-04-17 08:32:26.474,866900000,7,15,40,4/5,125000,111119,O3Jt
88867,"",[],35800,t,f,t,2020-04-17 08:32:27.332,866900000,7,15,40,4/5,125000,111114,Y48D
88868,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35667,t,f,t,2020-04-17 08:32:29.042,866900000,7,15,46,4/5,125000,111118,HwdJ
88869,"",[],35794,t,f,t,2020-04-17 08:32:29.591,866900000,7,15,40,4/5,125000,111114,pTYE
88870,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35786,t,f,t,2020-04-17 08:32:30.175,866900000,7,15,40,4/5,125000,111120,0nNu
88871,"",[],35794,t,f,t,2020-04-17 08:32:32.426,866900000,7,15,40,4/5,125000,111120,f5EZ
88872,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35661,t,f,t,2020-04-17 08:32:33.205,866900000,7,15,40,4/5,125000,111114,jKNU
88873,"",[],35794,t,f,t,2020-04-17 08:32:34.665,866900000,7,15,40,4/5,125000,111112,NEg7
88874,"",[],35788,t,f,t,2020-04-17 08:32:34.966,866900000,7,14,40,4/5,125000,111115,qIMe
88875,"",[],35800,t,f,t,2020-04-17 08:32:35.312,866900000,7,15,40,4/5,125000,111113,6HgX
88876,"",[],35794,t,f,t,2020-04-17 08:32:37.596,866900000,7,15,46,4/5,125000,111113,tKt0
88877,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:32:38.054,866900000,7,15,40,4/5,125000,111119,1BhB
88878,"",[],35800,t,f,t,2020-04-17 08:32:40.828,866900000,7,15,40,4/5,125000,111115,VE4N
88879,"",[],35788,t,f,t,2020-04-17 08:32:41.68,866900000,7,15,46,4/5,125000,111116,kUXv
88880,"",[],35800,t,f,t,2020-04-17 08:32:43.088,866900000,7,15,40,4/5,125000,111120,gqMf
88881,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:32:44.192,866900000,7,15,46,4/5,125000,111117,RSgT
88882,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35762,t,f,t,2020-04-17 08:32:44.868,866900000,7,15,46,4/5,125000,111116,arQ9
88883,"",[],35794,t,f,t,2020-04-17 08:32:46.323,866900000,7,15,40,4/5,125000,111119,3etR
88884,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35762,t,f,t,2020-04-17 08:32:47.704,866900000,7,15,46,4/5,125000,111111,zPLq
88885,"",[],35794,t,f,t,2020-04-17 08:32:47.818,866900000,7,15,40,4/5,125000,111119,2XLX
88886,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:32:49.712,866900000,7,15,40,4/5,125000,111117,YMgZ
88887,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:32:51.342,866900000,7,15,40,4/5,125000,111116,mZVl
88888,"",[],35800,t,f,t,2020-04-17 08:32:53.06,866900000,7,15,40,4/5,125000,111119,aiBD
88889,"",[],35794,t,f,t,2020-04-17 08:32:56.188,866900000,7,15,40,4/5,125000,111118,3kiB
88890,"",[],35788,t,f,t,2020-04-17 08:32:56.947,866900000,7,15,46,4/5,125000,111119,ec2Q
88891,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:32:57.016,866900000,7,15,40,4/5,125000,111118,zRMn
88892,"",[],35800,t,f,t,2020-04-17 08:32:57.111,866900000,7,15,40,4/5,125000,111119,dT3j
88893,"",[],35806,t,f,t,2020-04-17 08:32:57.193,866900000,7,15,40,4/5,125000,111111,9NXa
88894,"",[],35794,t,f,t,2020-04-17 08:32:59.938,866900000,7,15,40,4/5,125000,111116,dOEH
88895,"",[],35794,t,f,t,2020-04-17 08:33:00.297,866900000,7,14,40,4/5,125000,111112,qDWd
88896,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35762,t,f,t,2020-04-17 08:33:00.762,866900000,7,15,46,4/5,125000,111114,oIzk
88897,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:33:02.774,866900000,7,15,40,4/5,125000,111111,V5Oe
88898,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:33:03.66,866900000,7,15,40,4/5,125000,111115,0BGt
88899,"",[],35800,t,f,t,2020-04-17 08:33:07.984,866900000,7,15,40,4/5,125000,111114,ulv8
88900,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:33:09.835,866900000,7,15,40,4/5,125000,111117,2hJO
88901,"",[],35794,t,f,t,2020-04-17 08:33:11.541,866900000,7,15,40,4/5,125000,111115,Bhyu
88902,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:33:15.411,866900000,7,14,40,4/5,125000,111111,IeUD
88903,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35774,t,f,t,2020-04-17 08:33:16.547,866900000,7,15,40,4/5,125000,111118,Xkek
88904,"",[],35788,t,f,t,2020-04-17 08:33:17.834,866900000,7,15,40,4/5,125000,111111,2NEF
88905,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35780,t,f,t,2020-04-17 08:33:20.84,866900000,7,15,40,4/5,125000,111120,fOoa
88906,"",[],35788,t,f,t,2020-04-17 08:33:22.001,866900000,7,14,46,4/5,125000,111116,ksiZ
88907,"",[],35800,t,f,t,2020-04-17 08:33:25.504,866900000,7,15,40,4/5,125000,111111,fLHs
