id,app_data,snr,rssi,duty_cycle_remaining,is_primary,receive_time,msg_group_number,ap_id,node_id
16879,ODIsMTAw,7.65,-40.6,3241,t,2020-04-11 00:00:50.942,10,222222,ynhY
16880,MTMzLDEwMA==,8.1,-111.7,3062,t,2020-04-11 00:00:51.146,17,666666,CdSd
16881,MTE1LDEwMA==,9.23,-105.5,3062,t,2020-04-11 00:00:51.683,13,777777,QlGU
16882,MTQ1LDEwMA==,9.41,-101.1,3062,t,2020-04-11 00:00:51.771,16,555555,oxVC
16883,NjQsMTAw,6.85,-74.9,3241,t,2020-04-11 00:00:54.065,18,000000,VqNJ
16884,MTM0LDEwMA==,9.21,-114.7,3062,t,2020-04-11 00:00:55.194,11,111111,ynhY
16885,MTE1LDEwMA==,7.67,-78.8,3062,t,2020-04-11 00:00:55.229,19,999999,3hdg
16886,MTI3LDEwMA==,11.15,-65.4,3062,t,2020-04-11 00:00:58.067,14,888888,QlGU
16887,MTQzLDEwMA==,11.63,-55.5,3062,t,2020-04-11 00:01:00.318,17,333333,nzZW
16888,ODMsMTAw,9.79,-85.3,3241,t,2020-04-11 00:01:00.76,15,444444,E1yh
16889,MTA1LDEwMA==,9.02,-38.6,3062,t,2020-04-11 00:01:01.795,10,222222,kcYW
16890,MTI3LDEwMA==,9.54,-103.3,3062,t,2020-04-11 00:01:02.32,12,555555,m6kV
16891,OTgsMTAw,6.65,-79.8,3241,t,2020-04-11 00:01:02.575,14,777777,oqRm
16892,MTQ4LDEwMA==,8.59,-82,3062,t,2020-04-11 00:01:02.742,18,666666,QSCN
16893,MTI4LDEwMA==,7.71,-46.8,3062,t,2020-04-11 00:01:04.43,15,000000,ZKgM
16894,MTE2LDEwMA==,7.02,-96.4,3062,t,2020-04-11 00:01:06.436,11,111111,kcYW
16895,NjgsMTAw,7.7,-112.8,3241,t,2020-04-11 00:01:06.659,17,999999,R8pO
16896,NTIsMTAw,8.1,-75.8,3241,t,2020-04-11 00:01:08.064,15,888888,oqRm
16897,NjIsMTAw,9.23,-114.1,3241,t,2020-04-11 00:01:10.271,30,333333,ZLiV
16898,NzEsMTAw,10.06,-43.4,3241,t,2020-04-11 00:01:10.498,14,444444,yIWD
16899,MTI3LDEwMA==,8.91,-79.7,3062,t,2020-04-11 00:01:10.853,13,222222,X5AB
16900,MTE5LDEwMA==,7.05,-47.2,3062,t,2020-04-11 00:01:11.703,16,777777,yGXH
16901,MTEyLDEwMA==,6.68,-38.2,3062,t,2020-04-11 00:01:11.84,14,555555,UiiZ
16902,NzcsMTAw,7.7,-76.5,3241,t,2020-04-11 00:01:13.629,13,666666,gPeP
16903,MTEzLDEwMA==,10.37,-109.4,3062,t,2020-04-11 00:01:13.811,22,000000,ma5Z
16904,OTUsMTAw,9.65,-65.4,3241,t,2020-04-11 00:01:15.256,14,111111,X5AB
16905,ODIsMTAw,10.91,-50.1,3241,t,2020-04-11 00:01:15.27,12,999999,SjKz
16906,MTQ4LDEwMA==,10.01,-42.4,3062,t,2020-04-11 00:01:18.82,17,888888,yGXH
16907,ODQsMTAw,8.95,-102.4,3241,t,2020-04-11 00:01:20.103,16,333333,JIri
16908,ODIsMTAw,9.36,-71.2,3241,t,2020-04-11 00:01:20.381,12,444444,XizK
16909,OTcsMTAw,10.61,-95.3,3241,t,2020-04-11 00:01:21.024,11,222222,zpgu
16910,NTEsMTAw,8.13,-80.2,3241,t,2020-04-11 00:01:21.705,14,777777,5WRf
16911,OTksMTAw,8.28,-100,3241,t,2020-04-11 00:01:21.929,14,555555,ct5n
16912,ODAsMTAw,8.77,-61.4,3241,t,2020-04-11 00:01:23.56,9,666666,xI1p
16913,MTAxLDEwMA==,11.16,-92,3062,t,2020-04-11 00:01:23.948,7,000000,XYOq
16914,MTE3LDEwMA==,7.45,-73.8,3062,t,2020-04-11 00:01:25.199,12,111111,zpgu
16915,MTUwLDEwMA==,8.6,-46.7,3062,t,2020-04-11 00:01:25.211,6,999999,FQDU
16916,MTMyLDEwMA==,10.21,-36,3062,t,2020-04-11 00:01:29.592,15,888888,5WRf
16917,NjYsMTAw,7.44,-45.9,3241,t,2020-04-11 00:01:30.493,5,333333,xoZa
16918,MTQ3LDEwMA==,9.55,-76.4,3062,t,2020-04-11 00:01:30.588,11,444444,vPkA
16919,MTA0LDEwMA==,7.46,-76.3,3062,t,2020-04-11 00:01:31.014,11,222222,Brvp
16920,NzEsMTAw,8.64,-45.4,3241,t,2020-04-11 00:01:31.832,14,555555,IhVP
16921,MTQyLDEwMA==,8.9,-46.9,3062,t,2020-04-11 00:01:32.507,15,777777,Ocqa
16922,MTE1LDEwMA==,10.16,-55.4,3062,t,2020-04-11 00:01:33.585,17,666666,kLmd
16923,MTAyLDEwMA==,10.01,-94,3062,t,2020-04-11 00:01:33.897,8,000000,kinZ
16924,NTgsMTAw,7.27,-109.6,3241,t,2020-04-11 00:01:36.282,12,111111,Brvp
16925,MTQ5LDEwMA==,8.8,-64.4,3062,t,2020-04-11 00:01:36.912,28,999999,Vt4R
16926,NTEsMTAw,11.31,-38.6,3241,t,2020-04-11 00:01:39.658,16,888888,Ocqa
16927,MTI2LDEwMA==,8.97,-52.6,3062,t,2020-04-11 00:01:40.604,9,333333,ciRK
16928,MTI5LDEwMA==,10.4,-93.2,3062,t,2020-04-11 00:01:41.249,9,222222,K7Y0
16929,MTEwLDEwMA==,6.71,-93.2,3062,t,2020-04-11 00:01:41.451,12,444444,2iDN
16930,NjIsMTAw,7.39,-44.5,3241,t,2020-04-11 00:01:42.31,16,555555,E1yh
16931,NTMsMTAw,8.29,-81,3241,t,2020-04-11 00:01:43.789,15,777777,CAKN
16932,MTQ4LDEwMA==,8.87,-38.1,3062,t,2020-04-11 00:01:45.345,14,000000,uq1F
16933,MTE4LDEwMA==,11.29,-111.7,3062,t,2020-04-11 00:01:46.811,16,666666,nMK8
16934,OTYsMTAw,10.61,-82.2,3241,t,2020-04-11 00:01:49.622,4,999999,6q9i
16935,NjQsMTAw,10.65,-46.6,3241,t,2020-04-11 00:01:49.902,10,111111,K7Y0
16936,MTI1LDEwMA==,11.42,-66.7,3062,t,2020-04-11 00:01:50.654,16,333333,gKHL
16937,MTEzLDEwMA==,10.89,-106.4,3062,t,2020-04-11 00:01:51.7,16,888888,CAKN
16938,OTEsMTAw,10.43,-63,3241,t,2020-04-11 00:01:52.826,15,555555,yIWD
16939,NzYsMTAw,6.69,-79.9,3241,t,2020-04-11 00:01:52.992,14,444444,SuDT
16940,OTAsMTAw,9.91,-36.5,3241,t,2020-04-11 00:01:54.049,10,222222,ciRK
16941,ODgsMTAw,6.82,-39.1,3241,t,2020-04-11 00:01:56.771,19,666666,P0c7
16942,NTcsMTAw,7.5,-78.9,3241,t,2020-04-11 00:01:58.075,7,999999,dq2F
16943,MTIwLDEwMA==,9.16,-73,3062,t,2020-04-11 00:02:01.535,11,111111,ciRK
16944,NTAsMTAw,11.58,-61.8,3241,t,2020-04-11 00:02:06.579,8,000000,7Txo
16945,OTcsMTAw,7.38,-73.4,3241,t,2020-04-11 00:02:06.737,17,777777,oxVC
16946,MTE5LDEwMA==,8.82,-56.9,3062,t,2020-04-11 00:02:06.893,40,000000,yNLs
16947,MTE5LDEwMA==,11.53,-62.1,3062,t,2020-04-11 00:02:07.062,13,777777,m6kV
16948,NjcsMTAw,7.91,-95.2,3241,t,2020-04-11 00:02:07.144,18,666666,HobG
16949,MTA3LDEwMA==,6.58,-114.8,3062,t,2020-04-11 00:02:07.242,13,555555,XizK
16950,ODIsMTAw,10.48,-96.6,3241,t,2020-04-11 00:02:07.45,14,444444,btjb
16951,MTE5LDEwMA==,10.18,-69.1,3062,t,2020-04-11 00:02:07.641,14,222222,gPeP
16952,MTMwLDEwMA==,10.76,-84.9,3062,t,2020-04-11 00:02:08.045,18,888888,oxVC
16953,NzYsMTAw,9.92,-107,3241,t,2020-04-11 00:02:08.259,17,333333,wyXp
16954,ODcsMTAw,11.3,-42.2,3241,t,2020-04-11 00:02:08.533,15,111111,gPeP
16955,MTMyLDEwMA==,6.82,-60.9,3062,t,2020-04-11 00:02:09.064,8,999999,Jmcs
16956,NTcsMTAw,10.36,-91.4,3241,t,2020-04-11 00:02:10.443,19,333333,8oyY
16957,MTI4LDEwMA==,9.46,-107.6,3062,t,2020-04-11 00:02:10.77,14,888888,m6kV
16958,MTA5LDEwMA==,9.42,-99.6,3062,t,2020-04-11 00:02:10.88,10,222222,fN52
16959,NzEsMTAw,6.85,-59.1,3241,t,2020-04-11 00:02:11.224,13,444444,eSIx
16960,MTA0LDEwMA==,8.92,-60.2,3062,t,2020-04-11 00:02:11.975,12,555555,vPkA
16961,ODQsMTAw,6.79,-84.6,3241,t,2020-04-11 00:02:13.625,17,666666,giC3
16962,MTQzLDEwMA==,10.64,-52.7,3062,t,2020-04-11 00:02:15.505,15,777777,UiiZ
16963,MTM4LDEwMA==,8.13,-95.7,3062,t,2020-04-11 00:02:17.345,11,111111,fN52
16964,NjAsMTAw,8.28,-38.9,3241,t,2020-04-11 00:02:17.355,27,000000,tS1V
16965,MTA1LDEwMA==,10.13,-75.9,3062,t,2020-04-11 00:02:18.944,8,999999,BQcZ
16966,MTMxLDEwMA==,6.69,-82.3,3062,t,2020-04-11 00:02:20.795,16,888888,UiiZ
16967,ODcsMTAw,9.5,-50.6,3241,t,2020-04-11 00:02:20.889,12,222222,3unn
16968,MTA5LDEwMA==,7.35,-105.7,3062,t,2020-04-11 00:02:21.039,7,333333,r7Ar
16969,MTE3LDEwMA==,6.56,-103.1,3062,t,2020-04-11 00:02:21.239,11,444444,bBS2
16970,MTQzLDEwMA==,6.5,-88.1,3062,t,2020-04-11 00:02:21.918,13,555555,2iDN
16971,NzAsMTAw,9.44,-96.6,3241,t,2020-04-11 00:02:23.62,21,666666,qFRD
16972,MTIxLDEwMA==,10.82,-79.1,3062,t,2020-04-11 00:02:25.517,15,777777,ct5n
16973,MTI1LDEwMA==,8.95,-62.3,3062,t,2020-04-11 00:02:27.352,13,111111,3unn
16974,ODcsMTAw,10.37,-62.6,3241,t,2020-04-11 00:02:27.36,17,000000,f9sA
16975,MTMyLDEwMA==,10.46,-79.4,3062,t,2020-04-11 00:02:29.059,5,999999,Fvgw
16976,OTAsMTAw,7.94,-72.5,3241,t,2020-04-11 00:02:30.868,16,888888,ct5n
16977,OTIsMTAw,10.49,-75,3241,t,2020-04-11 00:02:30.908,11,222222,YO7G
16978,NjEsMTAw,11.03,-60.3,3241,t,2020-04-11 00:02:31.047,6,333333,0mBe
16979,OTQsMTAw,11.03,-59.3,3241,t,2020-04-11 00:02:31.244,12,444444,ynhY
16980,MTE5LDEwMA==,7.31,-114.6,3062,t,2020-04-11 00:02:31.955,15,555555,SuDT
16981,MTA2LDEwMA==,9.97,-93.5,3062,t,2020-04-11 00:02:33.619,10,666666,DSdJ
16982,NzIsMTAw,8.14,-109.4,3241,t,2020-04-11 00:02:35.606,15,777777,IhVP
16983,OTAsMTAw,8.39,-80.7,3241,t,2020-04-11 00:02:37.616,12,111111,YO7G
16984,MTQ2LDEwMA==,11.4,-105.7,3062,t,2020-04-11 00:02:37.626,8,000000,lC7S
16985,MTMwLDEwMA==,8.84,-68.6,3062,t,2020-04-11 00:02:39.025,22,999999,hjM8
16986,MTIyLDEwMA==,10.21,-76.9,3062,t,2020-04-11 00:02:40.796,16,888888,IhVP
16987,NjYsMTAw,6.97,-114.9,3241,t,2020-04-11 00:02:40.919,12,222222,GuVu
16988,OTIsMTAw,9.62,-42.9,3241,t,2020-04-11 00:02:41.056,7,333333,fGIB
16989,NjUsMTAw,8.54,-101.6,3241,t,2020-04-11 00:02:41.248,12,444444,kcYW
16990,MTAyLDEwMA==,11.36,-59.1,3062,t,2020-04-11 00:02:41.892,15,555555,btjb
16991,MTM4LDEwMA==,6.91,-64.4,3062,t,2020-04-11 00:02:43.634,8,666666,g8Tz
16992,MTE3LDEwMA==,10.18,-63.4,3062,t,2020-04-11 00:02:45.591,17,777777,E1yh
16993,OTAsMTAw,11.33,-49.1,3241,t,2020-04-11 00:02:47.342,13,111111,GuVu
16994,NzMsMTAw,6.63,-56.1,3241,t,2020-04-11 00:02:48.342,10,000000,rJqW
16995,MTE0LDEwMA==,10.34,-67,3062,t,2020-04-11 00:02:49.058,7,999999,odWW
16996,MTA0LDEwMA==,7.12,-105.6,3062,t,2020-04-11 00:02:50.868,18,888888,E1yh
16997,MTEyLDEwMA==,10.67,-65.2,3062,t,2020-04-11 00:02:51.014,12,222222,k6Uy
16998,NjcsMTAw,8.46,-107.6,3241,t,2020-04-11 00:02:51.067,7,333333,la23
16999,NTgsMTAw,10.49,-91.6,3241,t,2020-04-11 00:02:51.33,15,444444,X5AB
17000,MTI1LDEwMA==,7.82,-74.1,3062,t,2020-04-11 00:02:52.012,14,555555,eSIx
17001,ODYsMTAw,8.39,-110.7,3241,t,2020-04-11 00:02:53.633,17,666666,uK9h
17002,ODEsMTAw,10.93,-109.1,3241,t,2020-04-11 00:02:55.682,16,777777,yIWD
17003,ODksMTAw,11.44,-61.4,3241,t,2020-04-11 00:02:57.358,13,111111,k6Uy
17004,MTI5LDEwMA==,11.47,-80.5,3062,t,2020-04-11 00:02:58.273,19,000000,M0Ca
17005,NzUsMTAw,8.87,-102.4,3241,t,2020-04-11 00:02:58.998,17,999999,fTCC
17006,ODgsMTAw,7.04,-99.6,3241,t,2020-04-11 00:03:01.442,17,888888,yIWD
17007,MTI1LDEwMA==,8.09,-95.5,3062,t,2020-04-11 00:03:02.657,12,555555,bBS2
17008,NzUsMTAw,9.39,-44.6,3241,t,2020-04-11 00:03:03.354,18,333333,Eo23
17009,ODgsMTAw,6.92,-41.2,3241,t,2020-04-11 00:03:03.437,14,222222,5WiV
17010,MTA4LDEwMA==,9.66,-100.1,3062,t,2020-04-11 00:03:03.449,13,444444,zpgu
17011,MTAxLDEwMA==,6.59,-113.2,3062,t,2020-04-11 00:03:04.717,19,666666,7wmc
17012,MTMxLDEwMA==,10.19,-79.9,3062,t,2020-04-11 00:03:05.696,14,777777,XizK
17013,MTEyLDEwMA==,8.67,-108.9,3062,t,2020-04-11 00:03:07.364,15,111111,5WiV
17014,NjIsMTAw,7.74,-103.9,3241,t,2020-04-11 00:03:08.272,23,000000,4o2T
17015,NTAsMTAw,7.57,-42,3241,t,2020-04-11 00:03:09.012,17,999999,Z46u
17016,MTI3LDEwMA==,10.77,-109.7,3062,t,2020-04-11 00:03:10.901,15,888888,XizK
17017,MTM4LDEwMA==,9.97,-74.1,3062,t,2020-04-11 00:03:11.135,9,222222,MtzK
17018,OTcsMTAw,10.61,-43.2,3241,t,2020-04-11 00:03:11.145,18,333333,R8pO
17019,MTMzLDEwMA==,8.16,-50.8,3062,t,2020-04-11 00:03:11.9,13,555555,ynhY
17020,MTA3LDEwMA==,8.48,-86.2,3062,t,2020-04-11 00:03:12.308,13,444444,Brvp
17021,MTM2LDEwMA==,10.66,-64.8,3062,t,2020-04-11 00:03:13.652,19,666666,nA8W
17022,ODksMTAw,9.38,-46.4,3241,t,2020-04-11 00:03:15.578,13,777777,vPkA
17023,OTksMTAw,7.47,-96.9,3241,t,2020-04-11 00:03:17.324,10,111111,MtzK
17024,MTE5LDEwMA==,9.56,-39.7,3062,t,2020-04-11 00:03:18.345,10,000000,wpze
17025,NjUsMTAw,8.36,-112.7,3241,t,2020-04-11 00:03:19.596,17,999999,Db9A
17026,NjYsMTAw,8.41,-70,3241,t,2020-04-11 00:03:20.909,14,888888,vPkA
17027,MTEzLDEwMA==,8.55,-62,3062,t,2020-04-11 00:03:20.944,11,222222,b3cq
17028,MTA3LDEwMA==,7.05,-45.5,3062,t,2020-04-11 00:03:21.144,15,333333,Jd7c
17029,NTgsMTAw,9.24,-51.1,3241,t,2020-04-11 00:03:21.926,13,555555,kcYW
17030,MTAxLDEwMA==,7.68,-41.5,3062,t,2020-04-11 00:03:22.429,11,444444,K7Y0
17031,MTI0LDEwMA==,8.86,-52.4,3062,t,2020-04-11 00:03:23.81,9,666666,Or2Y
17032,NTgsMTAw,7.51,-69.5,3241,t,2020-04-11 00:03:25.702,14,777777,2iDN
17033,ODMsMTAw,8.68,-106.6,3241,t,2020-04-11 00:03:27.466,12,111111,b3cq
17034,OTYsMTAw,10.64,-73.9,3241,t,2020-04-11 00:03:28.383,9,000000,WBxG
17035,ODEsMTAw,7.77,-71.8,3241,t,2020-04-11 00:03:29.611,8,999999,VO19
17036,MTQzLDEwMA==,8.62,-83.8,3062,t,2020-04-11 00:03:30.88,15,888888,2iDN
17037,MTIyLDEwMA==,9.22,-55.8,3062,t,2020-04-11 00:03:31.223,11,222222,eh9S
17038,MTQ4LDEwMA==,11.01,-70.3,3062,t,2020-04-11 00:03:31.502,20,333333,1iDV
17039,ODAsMTAw,7.42,-89.4,3241,t,2020-04-11 00:03:32.39,12,444444,ciRK
17040,NTMsMTAw,9.39,-47.5,3241,t,2020-04-11 00:03:32.567,16,555555,X5AB
17041,MTIyLDEwMA==,7.61,-49.2,3062,t,2020-04-11 00:03:33.743,9,666666,ulC7
17042,MTQ1LDEwMA==,11.7,-89,3062,t,2020-04-11 00:03:36.39,16,777777,SuDT
17043,NzEsMTAw,8.49,-86.4,3241,t,2020-04-11 00:03:37.556,12,111111,eh9S
17044,MTA1LDEwMA==,11.6,-80.4,3062,t,2020-04-11 00:03:38.31,18,000000,NSn7
17045,MTQ1LDEwMA==,9.54,-92.5,3062,t,2020-04-11 00:03:40.406,19,999999,58IS
17046,MTMyLDEwMA==,8.59,-105.9,3062,t,2020-04-11 00:03:41.092,17,888888,SuDT
17047,MTMxLDEwMA==,11.53,-49.3,3062,t,2020-04-11 00:03:41.102,12,222222,tt7b
17048,MTA2LDEwMA==,11.08,-112.2,3062,t,2020-04-11 00:03:42.326,8,333333,hdtP
17049,MTE3LDEwMA==,7.26,-59.3,3062,t,2020-04-11 00:03:42.334,16,444444,gPeP
17050,OTMsMTAw,9.7,-72.8,3241,t,2020-04-11 00:03:43.364,14,555555,zpgu
17051,NjIsMTAw,10.73,-41.9,3241,t,2020-04-11 00:03:43.691,17,666666,JIri
17052,NjQsMTAw,7.43,-52.1,3241,t,2020-04-11 00:03:46.401,16,777777,btjb
17053,MTA5LDEwMA==,8.87,-44.9,3062,t,2020-04-11 00:03:47.427,13,111111,tt7b
17054,MTM0LDEwMA==,10.15,-50.8,3062,t,2020-04-11 00:03:48.351,7,000000,J4V4
17055,MTIyLDEwMA==,10.08,-48,3062,t,2020-04-11 00:03:49.634,19,999999,Drai
17056,NzIsMTAw,7.55,-67.9,3241,t,2020-04-11 00:03:50.909,17,888888,btjb
17057,MTQ5LDEwMA==,8.91,-114.8,3062,t,2020-04-11 00:03:51.148,10,222222,quiZ
17058,MTA3LDEwMA==,8.93,-111.5,3062,t,2020-04-11 00:03:52.243,40,333333,lXJx
17059,OTQsMTAw,8.06,-72.7,3241,t,2020-04-11 00:03:52.343,12,444444,fN52
17060,ODcsMTAw,8.88,-36.3,3241,t,2020-04-11 00:03:53.337,14,555555,Brvp
17061,MTAzLDEwMA==,7.28,-55,3062,t,2020-04-11 00:03:53.775,17,666666,ct5n
17062,MTEzLDEwMA==,9.07,-66.1,3062,t,2020-04-11 00:03:56.437,15,777777,eSIx
17063,MTI4LDEwMA==,11.26,-84,3062,t,2020-04-11 00:03:57.367,11,111111,quiZ
17064,MTM5LDEwMA==,7.37,-46.8,3062,t,2020-04-11 00:03:58.386,31,000000,uydL
17065,NTMsMTAw,9.47,-76.7,3241,t,2020-04-11 00:03:59.642,10,999999,xI1p
17066,MTEwLDEwMA==,9.26,-81.9,3062,t,2020-04-11 00:04:00.846,16,888888,eSIx
17067,MTMxLDEwMA==,10.06,-63.2,3062,t,2020-04-11 00:04:01.737,10,222222,Yo4A
17068,MTQ1LDEwMA==,10.61,-39.5,3062,t,2020-04-11 00:04:02.283,23,333333,Eroy
17069,ODQsMTAw,10.25,-36.4,3241,t,2020-04-11 00:04:02.351,14,444444,3unn
17070,MTM2LDEwMA==,8.11,-48.5,3062,t,2020-04-11 00:04:03.401,12,555555,K7Y0
17071,MTE3LDEwMA==,8.04,-101.9,3062,t,2020-04-11 00:04:03.709,21,666666,kPOe
17072,MTM1LDEwMA==,8.83,-107.1,3062,t,2020-04-11 00:04:06.494,13,777777,bBS2
17073,MTIzLDEwMA==,8.05,-70.9,3062,t,2020-04-11 00:04:07.399,11,111111,Yo4A
17074,MTM1LDEwMA==,9.66,-55.6,3062,t,2020-04-11 00:04:08.418,19,000000,2NEF
17075,MTEyLDEwMA==,9.27,-108.3,3062,t,2020-04-11 00:04:10.381,9,999999,EiGg
17076,MTUwLDEwMA==,9.17,-105.9,3062,t,2020-04-11 00:04:10.852,14,888888,bBS2
17077,NTAsMTAw,8.01,-66.8,3241,t,2020-04-11 00:04:11.82,12,222222,xawQ
17078,MTAwLDEwMA==,8.17,-77.2,3062,t,2020-04-11 00:04:12.313,18,333333,ZfqQ
17079,MTI4LDEwMA==,7.24,-50.8,3062,t,2020-04-11 00:04:12.517,13,444444,YO7G
17080,MTEwLDEwMA==,10.44,-45.7,3062,t,2020-04-11 00:04:13.419,13,555555,ciRK
17081,NzksMTAw,8.26,-110.8,3241,t,2020-04-11 00:04:13.884,8,666666,r7Ar
17082,MTE2LDEwMA==,11.15,-55.3,3062,t,2020-04-11 00:04:16.435,14,777777,ynhY
17083,MTQ2LDEwMA==,11.01,-55.4,3062,t,2020-04-11 00:04:17.379,13,111111,xawQ
17084,NzIsMTAw,10.12,-91.7,3241,t,2020-04-11 00:04:18.342,18,000000,1sO8
17085,MTM0LDEwMA==,9.62,-114,3062,t,2020-04-11 00:04:20.275,16,999999,GhPI
17086,NzIsMTAw,7.92,-79.5,3241,t,2020-04-11 00:04:21.684,15,888888,ynhY
17087,NjAsMTAw,8.29,-84.4,3241,t,2020-04-11 00:04:22.347,21,333333,Fner
17088,NzgsMTAw,8.46,-105.8,3241,t,2020-04-11 00:04:22.378,14,444444,GuVu
17089,MTM0LDEwMA==,9.53,-69.4,3062,t,2020-04-11 00:04:22.567,9,222222,lC7S
17090,MTQxLDEwMA==,10.2,-63.4,3062,t,2020-04-11 00:04:23.375,17,555555,gPeP
