id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,ap_id,node_id
2560,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 01:58:21.347,111111,RRG0
2561,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 01:58:21.476,555555,T5l2
2562,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 01:58:22.141,777777,6p3q
2563,"",[],2848,t,f,t,2020-04-11 01:58:28.628,666666,nHbO
2564,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 01:58:44.947,888888,4LQl
2565,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 01:58:45.837,444444,mAto
2566,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 01:58:59.336,666666,yGxw
2567,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 01:59:00.107,999999,r7Ar
2568,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 01:59:02.205,555555,aTUM
2569,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 01:59:03.224,000000,5fcx
2570,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 01:59:06.593,444444,DZbm
2571,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 01:59:13.065,777777,3hdg
2572,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 01:59:53.112,555555,gu0i
2573,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 01:59:54.636,222222,wh65
2574,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:00:00.052,666666,JUtc
2575,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:00:24.051,000000,ymA4
2576,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:00:33.963,555555,RRG0
2577,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:00:42.225,111111,talY
2578,"",[],2848,t,f,t,2020-04-11 02:00:44.968,333333,RsQ3
2579,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:00:47.469,444444,WRZr
2580,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:01:00.897,666666,qgDL
2581,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:01:04.763,555555,vj49
2582,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:01:23.105,111111,7Isl
2583,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:01:24.845,000000,s3EY
2584,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:01:28.327,444444,wh65
2585,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:01:33.966,777777,4lFx
2586,"",[],2848,t,f,t,2020-04-11 02:01:40.859,999999,Rtcc
2587,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:01:45.492,222222,qGZj
2588,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:01:55.464,555555,Noya
2589,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:02:09.116,444444,wQrU
2590,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:02:11.644,999999,tvde
2591,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:02:14.818,777777,ojYf
2592,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:02:19.831,444444,talY
2593,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:02:25.565,000000,4Lt4
2594,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:02:25.716,888888,vj49
2595,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:02:35.603,777777,f0KV
2596,"","[{""sf"":12,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:02:41.751,666666,KoVj
2597,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:02:56.294,555555,talY
2598,"",[],2669,t,f,t,2020-04-11 02:03:05.707,333333,yO4A
2599,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:03:06.331,000000,JJbe
2600,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:03:16.396,777777,Noya
2601,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:03:22.54,666666,uBSj
2602,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:03:27.073,555555,feo6
2603,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:03:30.697,444444,iEUY
2604,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:03:44.009,111111,a1hM
2605,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:03:47.189,777777,cScy
2606,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:03:56.642,333333,UDCe
2607,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:03:57.734,555555,qGZj
2608,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:04:03.359,666666,WRZr
2609,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:04:06.435,888888,wQrU
2610,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:04:07.264,333333,q195
2611,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:04:11.577,444444,3tos
2612,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:04:12.579,999999,mCDO
2613,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:04:14.203,666666,neuL
2614,"",[],2669,t,f,t,2020-04-11 02:04:17.174,000000,Db9A
2615,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:04:17.8,777777,talY
2616,"",[],2848,t,f,t,2020-04-11 02:04:17.851,333333,SBCe
2617,"",[],2848,t,f,t,2020-04-11 02:04:24.856,111111,1aLn
2618,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:04:33.365,999999,aNbl
2619,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:04:38.463,777777,yGxw
2620,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:04:45.351,666666,LF5e
2621,"",[],2848,t,f,t,2020-04-11 02:04:46.519,222222,TCnm
2622,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:04:50.015,777777,feo6
2623,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:05:03.427,222222,BvVl
2624,"",[],2669,t,f,t,2020-04-11 02:05:06.542,666666,1VyA
2625,"",[],2669,t,f,t,2020-04-11 02:05:06.574,444444,0bWZ
2626,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:05:14.22,999999,AwvM
2627,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:05:14.235,222222,2Vay
2628,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:05:25.109,999999,xoZa
2629,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:05:27.337,666666,b2A0
2630,"",[],2848,t,f,t,2020-04-11 02:05:27.939,000000,Y2m4
2631,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:05:38.089,666666,KvnY
2632,"",[],2669,t,f,t,2020-04-11 02:05:38.534,000000,SBCe
2633,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:05:48.672,666666,kcYW
2634,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:05:59.384,666666,eyZ3
2635,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:06:01.123,777777,GxJ9
2636,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:06:06.233,999999,7Isl
2637,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:06:08.546,333333,FkJ2
2638,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:06:10.226,666666,5chw
2639,"","[{""sf"":12,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:06:29.388,000000,MKmR
2640,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:06:31.756,777777,xR8z
2641,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:06:42.38,777777,Cb97
2642,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:06:47.407,444444,2Vay
2643,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:06:59.479,333333,z8RG
2644,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:07:01.042,666666,mEoR
2645,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:07:03.166,777777,0bWZ
2646,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:07:05.122,222222,D0WD
2647,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:07:08.596,555555,BvVl
2648,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:07:18.222,444444,ScLo
2649,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:07:21.739,666666,cQQI
2650,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:07:35.732,222222,nHbO
2651,"","[{""sf"":12,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:07:37.494,888888,OMJ9
2652,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:07:49.35,555555,ScLo
2653,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:07:50.107,000000,f2x4
2654,"",[],2669,t,f,t,2020-04-11 02:07:54.057,777777,hH58
2655,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:07:56.943,999999,tzTG
2656,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:07:59.017,444444,IVHS
2657,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:08:10.197,333333,72pB
2658,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:08:14.853,777777,kBqL
2659,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:08:20.85,000000,FVbf
2660,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:08:35.697,111111,FpKy
2661,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:08:39.847,444444,D0WD
2662,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:08:50.692,444444,WcA6
2663,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:09:21.51,444444,RNuo
2664,"","[{""sf"":12,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:09:36.709,222222,aaWR
2665,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:09:37.801,999999,OJLv
2666,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:09:47.525,222222,IB6w
2667,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:09:48.39,999999,9eJE
2668,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:09:58.332,888888,kMoR
2669,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:10:11.075,333333,ygX9
2670,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:10:15.785,777777,VvMe
2671,"",[],2848,t,f,t,2020-04-11 02:10:19.169,999999,ScLo
2672,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:10:32.783,444444,PSbU
2673,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:10:33.081,000000,blt7
2674,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:10:33.249,666666,sj5h
2675,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:10:43.649,444444,Drai
2676,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:10:43.841,666666,tBfb
2677,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:10:46.871,777777,WcA6
2678,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:10:58.708,222222,mywX
2679,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:11:14.472,444444,aaWR
2680,"",[],2848,t,f,t,2020-04-11 02:11:19.282,888888,a77e
2681,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:11:27.732,777777,a77e
2682,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:11:31.729,333333,VjaW
2683,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:11:36.799,111111,CdSd
2684,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:11:38.568,777777,X4q5
2685,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:11:39.974,999999,Wv62
2686,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:11:44.587,666666,W1BT
2687,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:11:49.381,777777,Z46u
2688,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:11:50.156,555555,IB6w
2689,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:11:50.736,999999,dOAs
2690,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:11:53.79,000000,9SkO
2691,"","[{""sf"":12,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:11:59.944,888888,sI5u
2692,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:12:07.616,111111,r5uv
2693,"",[],2490,t,f,t,2020-04-11 02:12:09.361,222222,Vd8Z
2694,"","[{""sf"":12,""power"":12,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:12:09.977,777777,sI5u
2695,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:12:10.777,555555,JyH5
2696,"",[],2669,t,f,t,2020-04-11 02:12:14.582,000000,oqRm
2697,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:12:31.36,999999,FEwg
2698,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:12:35.242,666666,qxme
2699,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:12:40.689,888888,Glqc
8151,"",[],32941,t,f,t,2020-04-12 17:45:51.238,333333,0U7I
2700,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:12:48.473,111111,tvde
2701,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:12:49.983,222222,Db41
2702,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:12:50.754,777777,Glqc
2703,"",[],2490,t,f,t,2020-04-11 02:12:55.963,666666,89Wp
2704,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:13:00.872,222222,tvde
2705,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:13:02.605,333333,46pf
2706,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:13:36.707,666666,MwLu
2707,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:13:45.313,000000,8oyY
2708,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:14:02.303,999999,siTT
2709,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:14:05.278,444444,jRkx
2710,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:14:11.638,777777,JJbe
2711,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:14:21.643,555555,r5uv
2712,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:14:26.15,000000,Glqc
2713,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:14:32.306,777777,mywX
2714,"",[],2848,t,f,t,2020-04-11 02:14:42.251,555555,EmNr
2715,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:14:52.994,555555,Db41
2716,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:15:01.642,888888,2fbd
2717,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:15:03.53,333333,iEUY
2718,"","[{""sf"":12,""power"":12,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:15:13.665,555555,MeQ0
2719,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:15:27.557,666666,AzJn
2720,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:15:34.438,555555,bS1F
2721,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:15:37.441,000000,x3Gr
2722,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:15:45.113,555555,OGsj
2723,"",[],2669,t,f,t,2020-04-11 02:15:52.589,888888,jRkx
2724,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:15:53.202,999999,KFnJ
2725,"",[],2490,t,f,t,2020-04-11 02:16:15.092,888888,Db41
2726,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:16:23.199,777777,Db41
2727,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:16:24.454,333333,RVYZ
2728,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:16:34.061,777777,tvde
2729,"","[{""sf"":11,""power"":12,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:16:44.7,777777,MeQ0
2730,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:16:51.769,222222,uPMk
2731,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:16:55.311,777777,VLFo
2732,"",[],2848,t,f,t,2020-04-11 02:16:58.528,666666,SuDT
2733,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:17:09.496,111111,NEg7
2734,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:17:15.125,333333,DSdJ
2735,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:17:19.226,666666,xGaO
2736,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:17:25.941,888888,8UW0
2737,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:17:32.641,222222,NSxf
2738,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:17:35.9,333333,12cs
2739,"",[],2669,t,f,t,2020-04-11 02:17:38.15,000000,HkS2
2740,"",[],2490,t,f,t,2020-04-11 02:17:46.283,555555,5ITv
2741,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:17:46.575,888888,jh6S
2742,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:18:13.417,222222,8zy9
2743,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:18:14.1,999999,Mcg8
2744,"",[],2669,t,f,t,2020-04-11 02:18:26.097,777777,DWvZ
2745,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:18:26.527,333333,8tUy
2746,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:18:37.164,333333,EmZP
2747,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:18:46.763,777777,M0Ca
2748,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:18:47.216,555555,VthF
2749,"",[],2669,t,f,t,2020-04-11 02:18:47.32,888888,BEZU
2750,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:18:59.972,666666,Jd7c
2751,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:19:10.834,666666,BvVl
2752,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:19:27.853,555555,NEg7
2753,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:19:27.935,888888,Jd7c
2754,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:19:40.319,111111,1iDV
2755,"","[{""sf"":11,""power"":12,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:19:47.39,777777,bN8D
2756,"",[],2848,t,f,t,2020-04-11 02:19:58.569,888888,l9EG
2757,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:20:04.989,999999,ztly
2758,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:20:16.464,444444,UfEC
2759,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:20:37.259,444444,Acnt
2760,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:20:39.206,888888,drPl
2761,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:20:50.977,111111,8oyY
2762,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:20:58.112,777777,NEg7
2763,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:20:59.479,000000,rrzx
2764,"",[],2490,t,f,t,2020-04-11 02:21:08.053,444444,QSCN
2765,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:21:10.046,888888,ZfqQ
2766,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:21:21.595,666666,Eroy
2767,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:21:28.142,333333,W4Ly
2768,"",[],2848,t,f,t,2020-04-11 02:21:41.097,444444,P0c7
2769,"",[],2848,t,f,t,2020-04-11 02:21:41.933,888888,8zy9
2770,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:21:43.928,666666,AwvM
2771,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:22:08.772,777777,gkUR
2772,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:22:18.687,555555,j3E6
2773,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:22:24.41,222222,CWvG
2774,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:22:24.572,666666,wLtQ
2775,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:22:25.809,999999,EUJx
2776,"",[],2848,t,f,t,2020-04-11 02:22:31.746,111111,fTCC
2777,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:22:31.861,444444,SfqH
2778,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:22:42.612,444444,8oyY
2779,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:22:46.701,999999,xN6w
2780,"",[],2848,t,f,t,2020-04-11 02:22:49.345,555555,VqNJ
2781,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2470,t,f,t,2020-04-11 02:22:52.582,888888,xdn9
2782,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2828,t,f,t,2020-04-11 02:22:59.945,555555,SfqH
2783,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2649,t,f,t,2020-04-11 02:23:07.48,999999,l97Y
