id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,ap_id,node_id
4748,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 05:53:21.776,111111,rPci
4749,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:21.863,444444,bIpl
4750,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 05:53:22.005,111111,Z3br
4751,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.066,333333,2fbd
4752,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:22.099,222222,fLAI
4753,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.137,111111,fLAI
4754,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:22.154,888888,0sVP
4755,"",[],2489,t,f,t,2020-04-11 05:53:22.205,333333,QS2w
4756,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.267,888888,9SkO
4757,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 05:53:22.302,AAAAAA,gkUR
4758,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 05:53:22.356,444444,1XpN
4759,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.371,000000,SuDT
4760,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.387,111111,Xq78
4761,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 05:53:22.42,AAAAAA,wyXp
4762,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.467,444444,GA4Q
4763,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.573,000000,f1r9
4764,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:22.595,888888,DV5I
4765,"",[],2310,t,f,t,2020-04-11 05:53:22.712,666666,wu0x
4766,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 05:53:22.756,000000,RWdX
4767,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.79,777777,cQQI
4768,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:22.84,444444,Pg5x
4769,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.888,333333,ld8O
4770,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:22.91,777777,DV5I
4771,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:53:22.952,666666,Gjr8
4772,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:22.98,999999,fkQf
4773,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:23.008,333333,qK8y
4774,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:53:23.056,888888,1VyA
4775,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1247,t,f,t,2020-04-11 05:53:48.901,AAAAAA,S08E
4776,"",[],1952,t,f,t,2020-04-11 05:53:50.449,555555,z1Y5
4777,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 05:54:03.215,222222,wu8X
4778,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:54:24.883,333333,D6TE
4779,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:54:34.835,222222,qxme
4780,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 05:54:37.237,444444,tSN9
4781,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 05:56:40.296,555555,qxme
4782,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 05:58:56.668,666666,MtzP
4783,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 05:59:58.455,AAAAAA,egCH
4784,"",[],2310,t,f,t,2020-04-11 06:00:05.511,777777,WILL
4785,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:00:08.722,666666,ArdP
4786,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:00:09.682,777777,Z3br
4787,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:00:17.161,AAAAAA,nXzc
4788,"",[],2310,t,f,t,2020-04-11 06:01:08.045,444444,M9Wl
4789,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:23.308,888888,zykj
4790,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:28.17,666666,EGX2
4791,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:30.338,777777,Z2mD
4792,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:46.554,000000,MQNi
4793,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:46.818,555555,bCZg
4794,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:47.103,444444,bCZg
4795,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:47.916,444444,DRgv
4796,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:48.022,333333,RpVV
4797,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:48.294,000000,Devo
4798,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 06:01:48.738,AAAAAA,Y63j
4799,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:01:48.861,AAAAAA,BOIv
4800,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:48.917,000000,7P8m
4801,"",[],2310,t,f,t,2020-04-11 06:01:48.934,111111,V1em
4802,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:49.013,444444,HNBG
4803,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:49.095,555555,L84q
4804,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:49.117,444444,qgDL
4805,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:01:49.133,AAAAAA,Vd8Z
4806,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:49.172,000000,OGsj
4807,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 06:01:49.506,AAAAAA,HDSa
4808,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:49.542,333333,0hDQ
4809,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:49.622,777777,2SLw
4810,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:49.636,666666,DRgv
4811,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:49.817,333333,V7uM
4812,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:49.904,666666,1Lo6
4813,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:49.953,333333,3vF6
4814,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:49.971,888888,FQxA
4815,"","[{""sf"":10,""power"":12,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:50.008,111111,90tG
4816,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:50.047,666666,lhnx
4817,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:50.113,000000,FR2S
4818,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:50.142,555555,qK8y
4819,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:50.198,333333,RcDP
4820,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:50.223,999999,kPOe
4821,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:50.239,777777,tCHd
4822,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:50.277,555555,en1z
4823,"",[],2489,t,f,t,2020-04-11 06:01:50.324,333333,J4V4
4824,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:50.468,444444,en1z
4825,"","[{""sf"":9,""power"":12,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 06:01:50.483,AAAAAA,90tG
4826,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:50.549,888888,GyIg
4827,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:50.564,999999,M9Wl
4828,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:50.662,777777,wfU2
4829,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:50.682,000000,404J
4830,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:50.754,888888,w8XD
4831,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:50.769,999999,cQQI
4832,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:50.896,000000,gfKw
4833,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:50.909,111111,AqyI
4834,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:51.041,444444,2SLw
4835,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.195,777777,QOVK
4836,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.21,666666,2iDN
4837,"",[],2489,t,f,t,2020-04-11 06:01:51.278,444444,KWoS
4838,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.304,333333,D0WD
4839,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:51.343,777777,qxme
4840,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:51.397,333333,PAQ2
4841,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.421,999999,f0KV
4842,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:51.437,666666,IB6w
4843,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:01:51.486,AAAAAA,4lFx
4844,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:51.505,444444,tCHd
4845,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:51.548,999999,tSN9
4846,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.591,111111,HDSa
4847,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.639,555555,Diou
4848,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.776,000000,Tfmf
4849,"",[],2489,t,f,t,2020-04-11 06:01:51.864,333333,aIkj
4850,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:51.931,555555,wfU2
4851,"",[],1575,t,f,t,2020-04-11 06:01:51.948,AAAAAA,1QiS
4852,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:51.965,444444,r4r7
4853,"","[{""sf"":10,""power"":10,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:52.016,666666,11YF
4854,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:01:52.042,000000,7HhY
4855,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 06:01:52.109,AAAAAA,ch6M
4856,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:52.16,999999,NH9d
4857,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:52.191,777777,SjKz
4858,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:01:53.583,222222,0pHA
4859,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:01:55.779,000000,m74Y
4860,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:58.548,222222,GJeC
4861,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:58.846,333333,cqz8
4862,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:01:59.464,555555,w8XD
4863,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:02:01.07,444444,IzCt
4864,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:02:31.766,222222,KWoS
4865,"",[],2131,t,f,t,2020-04-11 06:02:32.941,999999,O6tf
4866,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:02:35.831,111111,aS6g
4867,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:02:40.598,333333,eSIx
4868,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:02:41.087,000000,ZfqQ
4869,"",[],2131,t,f,t,2020-04-11 06:02:44.587,333333,g2uM
4870,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:02:46.138,999999,xs5g
4871,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:02:53.294,777777,9ygb
4872,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:02:54.356,444444,90tG
4873,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:02:55.342,555555,Z8OM
4874,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:03:07.257,000000,ScLo
4875,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:03:10.135,333333,xbvn
4876,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:03:22.436,222222,7OIr
4877,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:03:22.77,AAAAAA,8UW0
4878,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:03:26.036,555555,Z6qy
4879,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:03:32.074,888888,qi4R
4880,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:03:34.529,AAAAAA,UDCe
4881,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:03:42.948,111111,wu0x
4882,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:03:46.83,222222,5GSf
4883,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:03:55.56,444444,N4Sg
4884,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:04:05.578,888888,L84q
4885,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:04:16.059,111111,LYWB
4886,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:04:17.454,888888,qgDL
4887,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:04:18.265,AAAAAA,Nrzl
4888,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:04:24.434,777777,Uass
4889,"","[{""sf"":8,""power"":11,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:04:36.439,777777,Z8OM
4890,"",[],2310,t,f,t,2020-04-11 06:07:10.143,333333,9sTQ
4891,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:08:25.646,222222,ujxf
4892,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:10:11.303,AAAAAA,IhVP
4893,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:10:34.39,666666,yW3T
4894,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:10:36.451,333333,8LnF
4895,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:10:55.991,999999,LHoP
4896,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:11:28.881,AAAAAA,rveK
4897,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:11:40.787,666666,c7Ni
4898,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:11:51.123,AAAAAA,tdVr
4899,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:19.657,111111,j8oC
4900,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:23.572,444444,7OIr
4901,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:30.521,777777,BbpI
4902,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:12:33.643,333333,7K6z
4903,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:12:40.298,444444,VAk9
4904,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:12:42.676,888888,Uass
4905,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:12:44.353,999999,9ygb
4906,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:12:50.566,111111,oDOC
4907,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:12:51.489,666666,aUvI
4908,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:12:52.543,444444,5QOz
4909,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:53.917,555555,5QOz
4910,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:55.18,666666,MjRu
4911,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:56.177,111111,3cLA
4912,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:57.64,999999,EuRD
4913,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:12:58.721,111111,7HhY
4914,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:13:01.067,999999,DxW4
4915,"",[],2489,t,f,t,2020-04-11 06:13:02.491,888888,uwOt
4916,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:04.888,222222,Vx1n
4917,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:05.677,666666,f0LU
4918,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:13:07.452,555555,Xep2
4919,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:18.679,777777,DOjN
4920,"","[{""sf"":8,""power"":12,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:13:18.761,666666,sznX
4921,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:18.802,777777,uwOt
4922,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:13:18.872,AAAAAA,qESf
4923,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:18.955,333333,1osi
4924,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:18.977,999999,oqRm
4925,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:13:19.118,000000,mync
4926,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.145,111111,LWTs
4927,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:19.231,000000,jjiQ
4928,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.248,777777,UALX
4929,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:13:19.276,555555,9yeK
4930,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:19.293,333333,zOpK
4931,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.326,222222,gMOb
4932,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.383,555555,OIex
4933,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2469,t,f,t,2020-04-11 06:13:19.462,777777,Mzh1
4934,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.515,222222,5QOz
4935,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 06:13:19.538,AAAAAA,JjYm
4936,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.58,999999,fBr9
4937,"","[{""sf"":10,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:19.617,222222,uWUj
4938,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.703,666666,Uass
4939,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.731,888888,J12C
4940,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:19.775,111111,uWUj
4941,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:19.913,444444,cpHJ
4942,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:19.94,555555,cpHJ
4943,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:19.985,777777,J12C
4944,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:20.01,000000,lhnx
4945,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:20.05,333333,VB5G
4946,"",[],2310,t,f,t,2020-04-11 06:13:20.084,333333,YiqN
4947,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:13:20.101,AAAAAA,vj7U
4948,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:13:20.16,111111,LofR
4949,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:20.248,111111,kRLS
4950,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:20.297,888888,oDOC
4951,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:20.484,111111,qOYa
4952,"","[{""sf"":9,""power"":14,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:20.51,222222,9yeK
4953,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:20.528,666666,tbQi
4954,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:20.618,666666,Uuev
4955,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:20.636,333333,NDSF
4956,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",1426,t,f,t,2020-04-11 06:13:20.654,AAAAAA,RVYZ
4957,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:20.691,999999,hpTx
4958,"","[{""sf"":8,""power"":11,""type"":""NORMAL""}]",1247,t,f,t,2020-04-11 06:13:20.817,AAAAAA,7Isl
4959,"","[{""sf"":8,""power"":14,""type"":""NORMAL""}]",1605,t,f,t,2020-04-11 06:13:20.895,AAAAAA,WUHd
4960,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",1932,t,f,t,2020-04-11 06:13:20.937,555555,hdtP
4961,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",2111,t,f,t,2020-04-11 06:13:21.117,000000,tbQi
4962,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",1247,t,f,t,2020-04-11 06:13:21.191,AAAAAA,jPTf
4963,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",2290,t,f,t,2020-04-11 06:13:21.206,888888,7OIr
